pathway,pcc,r2,mae,rank
Oxidative_Phosphorylation,0.8027298428766737,0.6034677672130262,0.44755747848407545,1
ECM_Organization,0.7990143471961482,0.631881068424749,0.4129813013675472,2
MYC_Targets,0.7794861769369077,0.6019416309400947,0.4410471507403773,3
Fibrosis,0.7171169157198105,0.5112675012765617,0.446909874595849,4
IL6_JAK_STAT3,0.7059532558095789,0.4923913298796505,0.5382284758618868,5
Glycolysis,0.6805053071239454,0.4625439250757115,0.5256601221015096,6
Coagulation,0.6459992395478434,0.40351693380101394,0.5100151870748302,7
Wound_Healing,0.639243758426859,0.4060044053980615,0.48523790368339614,8
emt,0.6183714181078481,0.3637739715281113,0.5337847198811321,9
E2F_Targets,0.5855838773228123,0.32754789879796964,0.526825297,10
tls,0.5821870697332179,0.3340122717163593,0.3766285511762264,11
toxic,0.5646667148102976,0.3156160573747443,0.3492788152596226,12
hypoxia,0.548122458205106,0.2953630592923169,0.5993420026690567,13
mhc,0.5234239382939223,0.2574441532503451,0.6527656015924528,14
G2M_Checkpoint,0.4885225350795451,0.22314289075855587,0.5169009803475472,15
Inflammatory_Response,0.4838098897513648,0.21609479290824585,0.6685325900041886,16
Angiogenesis,0.4709642078905443,0.2144052087373387,0.6172715617818868,17
TNF_Signaling,0.4696735687221853,0.17431390480818165,0.7349398237641509,18
Complement,0.439542845109312,0.1896591862214725,0.5057825544218868,19
DNA_Damage_Response,0.42935030706376925,0.18082101243977167,0.5236829429832075,20
Unfolded_Protein_Response,0.4023107953881007,0.15717696099911316,0.626008755938302,21
Interferon_Alpha,0.39201459363358465,0.138455676674472,0.5960662348179245,22
Mitotic_Spindle,0.3814709129322028,0.14072207691609384,0.5765430254837736,23
P53_Pathway,0.37678479661833525,0.1239446871103308,0.7230192867460378,24
mTOR_Signaling,0.3686160563023046,0.11400882732047735,0.6245698122615095,25
Reactive_Oxygen_Species,0.35498091758780465,0.12208958989790175,0.6857293264592452,26
tgfb,0.2882975587705583,0.0630005051710898,0.6475457957798868,27
ifng,0.2857866998151047,0.06098198853805614,0.49277380087509437,28
icp,0.25004174708119037,0.031563592035722676,0.4027427105320755,29
Apoptosis,0.20704727907006742,0.031009381066465114,0.6357884054856604,30
