epoch,train_loss,train_pcc,val_loss,val_pcc,val_mae,val_r2,is_best
1,0.31191614979896354,0.8295101232672883,0.3793505167446906,0.7944892006615646,0.4574309666594997,0.6307677160570645,True
2,0.3038345945861766,0.8343727966182439,0.38106878404721534,0.7941966342929996,0.46083359724595835,0.6292194436725626,False
3,0.29664133875888404,0.8386795018849038,0.3789220998402346,0.7947915972170376,0.4560503156057371,0.6311653065683462,True
