pathway,pcc,r2,mae,rank
MYC_Targets,0.689685419166601,0.4535071319453211,0.5804614901717533,1
Oxidative_Phosphorylation,0.6668473684112127,0.43841845218752473,0.5786699585930546,2
ECM_Organization,0.6619235045199806,0.3160268778441061,0.5405811423661017,3
Fibrosis,0.6216457982419232,0.2746770153328135,0.551493394251047,4
tls,0.6120863412463973,0.29996216360025674,0.43463015127624105,5
IL6_JAK_STAT3,0.5676025637329903,0.322142771558971,0.6410406428467005,6
Glycolysis,0.5487300091374138,0.27511348446883976,0.6633793877931676,7
toxic,0.5245276659725273,0.1948408207868373,0.5072896956416423,8
Wound_Healing,0.5212852875279314,0.1620232699347729,0.6308134149851073,9
E2F_Targets,0.5068617411040159,0.2538843733405597,0.5709965178403503,10
emt,0.49480125499814787,0.1296451884984956,0.6168294961436799,11
Angiogenesis,0.4693829228599022,0.1802560631143998,0.628887904441435,12
mTOR_Signaling,0.4623670139758959,0.21361895124937313,0.6410623743080001,13
mhc,0.43568722296453877,0.17923435630207218,0.7547569419359285,14
G2M_Checkpoint,0.4141910755930428,0.16045624372760137,0.574424444199533,15
hypoxia,0.40807542931792445,0.11669531207133532,0.7265440288520942,16
P53_Pathway,0.40292913875601954,0.15793298726336946,0.6693938933593909,17
Mitotic_Spindle,0.39504419895969006,0.14901560714148654,0.593274477859548,18
Complement,0.3556935263436789,0.04811620512719794,0.6458681688882109,19
Unfolded_Protein_Response,0.3535060747320564,0.11862593467956573,0.6938996530180132,20
Inflammatory_Response,0.3515297533275287,0.10796333823490778,0.7522000586836195,21
Coagulation,0.32569222021456384,0.05639802866606347,0.7359794612660943,22
icp,0.31166714490637776,0.049122190742902694,0.448604402653209,23
DNA_Damage_Response,0.30311162121403684,0.07371403206449934,0.6211301946461594,24
TNF_Signaling,0.2804011980241245,0.0658404588026863,0.7580245324674945,25
Reactive_Oxygen_Species,0.27839257006051377,0.07425643313536467,0.7294778906550395,26
Apoptosis,0.2019710510244472,0.021695492796667604,0.6732173866836233,27
tgfb,0.16251768699487892,-0.000343830270138179,0.6616248494997627,28
ifng,0.1392304432226867,-0.019827274642493897,0.6609737685104142,29
Interferon_Alpha,0.02327685828235238,-0.21699828408572852,0.8558866546741958,30
