epoch,train_loss,train_pcc,train_r2,train_mae,val_loss,val_pcc,val_r2,val_mae,lr
1,0.3048599257149488,0.46875862731734164,0.2082163244485855,0.6045701503753662,0.27133200698672744,0.5236177298789957,0.2697800397872925,0.5491307973861694,0.0001
