pathway,pcc,mae_raw,r2_raw
Oxidative_Phosphorylation,0.6983682,1263.9945068359375,0.10837936401367188
Fibrosis,0.67398006,1888.49755859375,-0.2979111671447754
ECM_Organization,0.67117524,1885.9732666015625,-0.17102718353271484
MYC_Targets,0.63013744,2163.107666015625,-1.0859670639038086
mTOR_Signaling,0.6087559,1032.349853515625,-0.05075180530548096
G2M_Checkpoint,0.60261583,2595.691650390625,-1.0541975498199463
Wound_Healing,0.59344804,1283.6650390625,-0.46811962127685547
E2F_Targets,0.58072567,1766.5750732421875,-0.8215163946151733
Glycolysis,0.5663104,1384.5499267578125,-1.2786026000976562
Mitotic_Spindle,0.56547344,2073.589111328125,-0.8504743576049805
tls,0.56091297,1504.26611328125,0.18608975410461426
P53_Pathway,0.52243453,1711.5050048828125,-1.2810144424438477
IL6_JAK_STAT3,0.52133024,1638.5096435546875,-1.2173619270324707
emt,0.5057991,897.7145385742188,0.1771470308303833
Unfolded_Protein_Response,0.5020062,1568.29833984375,-0.827844500541687
Angiogenesis,0.48020318,1415.5867919921875,0.10119223594665527
mhc,0.43696553,546.0599975585938,0.07060819864273071
tgfb,0.42836836,1283.9434814453125,-0.7410191297531128
DNA_Damage_Response,0.4205879,1457.27490234375,-0.9345093965530396
Complement,0.40946797,2247.50341796875,-2.06398344039917
Apoptosis,0.38042778,888.189697265625,-0.16005539894104004
Reactive_Oxygen_Species,0.3664733,1183.2020263671875,-1.5713727474212646
TNF_Signaling,0.36460382,1497.6171875,-0.5558373928070068
hypoxia,0.33597916,1164.9725341796875,0.007796168327331543
Interferon_Alpha,0.33045518,1705.010986328125,-1.9204802513122559
Coagulation,0.3196703,571.7101440429688,0.08317917585372925
Inflammatory_Response,0.2981435,1440.15625,0.07913458347320557
toxic,0.23519464,1905.5830078125,-0.04011726379394531
icp,0.12764908,1658.756591796875,-0.21671760082244873
ifng,0.096837,1754.3856201171875,-0.258622407913208
