pathway,pcc,r2,mae,rank
Oxidative_Phosphorylation,0.8125501471582826,0.6474417265354858,0.4420163877515094,1
ECM_Organization,0.799536054987119,0.6269237750716014,0.40270258034716977,2
MYC_Targets,0.7933691520895213,0.6274413996536233,0.42604928467031694,3
Fibrosis,0.7158142163969101,0.5107061204703164,0.4443873989837736,4
IL6_JAK_STAT3,0.6879070937129836,0.4701276511938266,0.5628497210856603,5
Glycolysis,0.6789272684279817,0.4570783457574086,0.5344581870045283,6
Coagulation,0.6405036970284937,0.3974374998402289,0.5144097620301887,7
Wound_Healing,0.6264422704032564,0.37682921369351796,0.4858050755901887,8
emt,0.6221755871416879,0.3722687767567118,0.5274093463984905,9
E2F_Targets,0.5930976157665817,0.34806899939904057,0.5080854416781132,10
toxic,0.5744500479642626,0.3099765823009909,0.34748728887094343,11
tls,0.566856889279295,0.30323107766481383,0.3707361327656604,12
hypoxia,0.527738734610229,0.268093172971995,0.6274134027430189,13
mhc,0.5193728520141011,0.2628895217183801,0.6702200419841509,14
Angiogenesis,0.5191667117438543,0.2643037694500303,0.6030776334018868,15
Inflammatory_Response,0.5059089510949555,0.25179216003049265,0.6630478482143395,16
G2M_Checkpoint,0.4899334381604537,0.2012441260596025,0.5049609747709434,17
TNF_Signaling,0.46751191294556077,0.2072146852049428,0.7820334930916981,18
DNA_Damage_Response,0.4477627798789776,0.19198292858411814,0.5130252641676226,19
Interferon_Alpha,0.4405245129401496,0.18644348079968398,0.5983092706583019,20
Complement,0.4387706990025316,0.19088961589141396,0.48240802099245284,21
P53_Pathway,0.4045797534479403,0.15194545592233966,0.7198262559543772,22
Reactive_Oxygen_Species,0.3720844429387918,0.13322185033743217,0.6890467509281133,23
Unfolded_Protein_Response,0.3617638698717991,0.12410608372381549,0.6584023642330189,24
mTOR_Signaling,0.35802506124509703,0.11056530929523489,0.6346892771332077,25
Mitotic_Spindle,0.353950789523415,0.0790113002329339,0.5732337705849057,26
Apoptosis,0.2543677675003786,0.05912121544035143,0.6335331027405283,27
ifng,0.24903138323965762,0.05103285763174403,0.4901040065026416,28
tgfb,0.245708889860082,0.02453947445146676,0.6548310532630189,29
icp,0.24358247711954567,0.01614761764710293,0.39851167089056605,30
