pathway,pcc,r2,mae,rank
MYC_Targets,0.6884346278267313,0.4713380639048369,0.5450212790928587,1
ECM_Organization,0.6806193589288883,0.3201453498693819,0.547625060558437,2
Oxidative_Phosphorylation,0.6668615400699236,0.4420859558080963,0.5608591519251789,3
Fibrosis,0.6397503711899888,0.2968944271881161,0.5542101629494615,4
tls,0.6008755040808289,0.31430838058935906,0.4314292016976896,5
IL6_JAK_STAT3,0.5811944116197494,0.31937315502550434,0.6164325458417138,6
Glycolysis,0.5702908975677365,0.3137522792544747,0.6204923181574464,7
Wound_Healing,0.5685598843222196,0.18815864561240048,0.622218244505047,8
toxic,0.5297532336835433,0.2311537275718495,0.4802926095802712,9
emt,0.5176838868407245,0.16984984763739386,0.5982078706153483,10
Angiogenesis,0.47948083199188124,0.20562188890603206,0.6214936017326139,11
E2F_Targets,0.4768715226310296,0.22354572035577747,0.5964678549140188,12
mTOR_Signaling,0.45060767611580105,0.19797488963373888,0.6344661535564972,13
G2M_Checkpoint,0.4352066623880476,0.1863186044561994,0.5811314501031548,14
mhc,0.43344060505895193,0.08766189913482514,0.8000241361926856,15
hypoxia,0.42791009100658356,0.1326439053923426,0.6977995776370508,16
Mitotic_Spindle,0.40066897023028475,0.16000197581198294,0.6023493403041771,17
P53_Pathway,0.39724810830814083,0.13793289015953625,0.6579630306260742,18
Unfolded_Protein_Response,0.36097923409801075,0.10017206864059502,0.6761963464977563,19
Complement,0.3396689641425076,-0.007168109339547257,0.6743563713887005,20
Coagulation,0.3071131050380252,0.019666935296541066,0.751437900681719,21
icp,0.30529541708618657,0.05156867701810197,0.4300023361669191,22
Inflammatory_Response,0.28343503906215567,0.01777639519598917,0.7773996418705311,23
DNA_Damage_Response,0.2832245859787024,0.07365144393502754,0.624323258560581,24
TNF_Signaling,0.25316755260626506,-0.005516735409589968,0.7551477413518477,25
Reactive_Oxygen_Species,0.250904831060333,0.035104828767850704,0.7125937521142487,26
Apoptosis,0.17156793978699988,-0.00485803726643641,0.6769190334499585,27
tgfb,0.15007967016571047,-0.010826186768058577,0.6722556208389794,28
ifng,0.14631512292174995,-0.08306261005626747,0.6746020467189002,29
Interferon_Alpha,0.020393729033724224,-0.2977158001593938,0.8980550448143805,30
