pathway,pcc,r2,mae,rank
ECM_Organization,0.6492516247792662,0.4198147156743943,0.5919490818554651,1
Fibrosis,0.635439717969627,0.4017621413031759,0.6011455989086741,2
MYC_Targets,0.6087278424036969,0.31873259574429624,0.6019757800503917,3
Oxidative_Phosphorylation,0.557103294081946,0.24886542247818588,0.6101551883326083,4
Wound_Healing,0.5138743007547532,0.26353889112806705,0.6680980234890164,5
mhc,0.5054514445219198,0.2528118097420843,0.7096488067612166,6
tls,0.5000393021897713,0.2457188161444226,0.5230979740332491,7
Complement,0.4935625069712425,0.2209084139937556,0.6711807216186718,8
Glycolysis,0.4802568099207501,0.18122925269745982,0.6476840707921696,9
IL6_JAK_STAT3,0.47372186235176533,0.19330205190571403,0.6921909421319793,10
E2F_Targets,0.45751377963126405,0.15437639575676665,0.6548385057690268,11
emt,0.4563103612065665,0.20578933087131013,0.6812076420208213,12
mTOR_Signaling,0.43249261422097823,0.15402399074801454,0.641503334083076,13
P53_Pathway,0.410419464353367,0.1525488273273662,0.6572158012120053,14
hypoxia,0.39479229583735526,0.10050768602007465,0.6767916107501796,15
Angiogenesis,0.3810655718535266,0.13731151589223956,0.6718460084313657,16
toxic,0.3598998814436577,0.12428786244858736,0.5277310175095954,17
Interferon_Alpha,0.35945611830338053,0.12298438476872653,0.7758862511940012,18
Unfolded_Protein_Response,0.3564220189105805,0.11305004586209444,0.6769828970649088,19
G2M_Checkpoint,0.3140485272184855,0.061791442659390294,0.5930386225967802,20
Inflammatory_Response,0.29451849892364984,0.05526728063612929,0.6682518486714077,21
Mitotic_Spindle,0.269533463769936,0.011554537196015513,0.6346406174911211,22
ifng,0.2639976048432923,0.058441366326058786,0.74416725271251,23
icp,0.2410977907095992,0.05598929042802114,0.5060043685304709,24
Reactive_Oxygen_Species,0.23979296358539218,0.04543991278388304,0.7326118696364652,25
Apoptosis,0.22969161982509717,0.0391397180030455,0.6711792165347128,26
TNF_Signaling,0.22106684072641616,0.008718665518424151,0.7139067028732438,27
Coagulation,0.128055261865647,-0.11679069450918877,0.8175858675217255,28
DNA_Damage_Response,0.12516895928245347,-0.01301545945001048,0.6571244497504101,29
tgfb,0.12334439119239161,-0.008908815315977758,0.702268875846345,30
