epoch,train_mse_loss,val_mse_loss
1,0.9050617903212788,0.8995416388448798
2,0.7960265791965194,0.8876029698862195
3,0.7656849224702068,0.9103808903200253
4,0.750196381043428,0.9474945627363388
5,0.7357096866546846,0.9477958755978083
6,0.7232191438597582,0.9543108921715544
7,0.7162666983398177,0.9654369804594252
8,0.7055559807099874,0.948822229371008
9,0.6990816672534308,0.959129172484978
10,0.6938235731313115,0.9208843550888608
11,0.6871817288519264,0.9555190360254262
12,0.681811776039119,0.9280058094337161
13,0.6760769849195984,0.9280009871822292
14,0.6714493176166914,0.9291384861743158
15,0.6664112000098548,0.9512364243832461
