epoch,train_mse_loss,val_mse_loss
1,0.9041795543011855,0.7974774395863626
2,0.8175834852190813,0.7625788836281534
3,0.7888654162877436,0.7466044824358096
4,0.7717271769822386,0.7343277977538233
5,0.7584809842290573,0.7246154370703228
6,0.744430580444052,0.7165821003172682
7,0.7345732775557268,0.7149162196742438
8,0.724794050576418,0.7021059362999515
9,0.714528167452006,0.6965536802543877
10,0.7073014167080649,0.6962945226560603
11,0.6936921291319225,0.6902580038871172
12,0.6875030162162789,0.682103366740627
13,0.6775401872492508,0.6833947668421454
14,0.6702996988138957,0.6761366450107159
15,0.6595099897693911,0.6734580589081957
16,0.6489172127935903,0.6699540247571283
17,0.6411324327463231,0.6713938475272816
18,0.6319101591900906,0.6667319690625284
19,0.622443473560334,0.6601884105662608
20,0.6145731482777137,0.6601945955518613
21,0.6057301353562153,0.6647564759526228
22,0.5989907103826775,0.6550057652391919
23,0.5830234971042557,0.6506352242410491
24,0.5791394806214554,0.6494328263818909
25,0.5704704152548189,0.6436507081120743
26,0.5578898658879844,0.6401671606641977
27,0.5501052030745317,0.6403563688147254
28,0.5403884481513304,0.6414741277694702
29,0.529981673766758,0.6395225273203974
30,0.5206326275802549,0.6350742587771441
31,0.5108549672500129,0.6361776896091322
32,0.5018062443361705,0.6288987112477653
33,0.4937233735159322,0.6327760827973716
34,0.4894408429432421,0.6263165118780778
35,0.4768860784752282,0.6290519597308005
36,0.4681394279136868,0.6221728954908143
37,0.4584182411426188,0.6186533443668346
38,0.4513004858494291,0.6204485047048856
39,0.44198999115819226,0.6133892448146109
40,0.43364067351042485,0.6154298822496839
41,0.4306517150203671,0.6169357729081663
42,0.4202536639451446,0.6126101345904751
43,0.4139665412265817,0.615268806410577
44,0.40239010380161994,0.6049352175522344
45,0.39408591303950835,0.6005815097705071
46,0.3897298056326082,0.6053952692086215
47,0.3831712905907908,0.6020717237897487
48,0.37446046478525125,0.5986855314185582
49,0.3740945409055683,0.5896360838660304
50,0.365189433407837,0.6017972156791489
