epoch,train_mse_loss,val_mse_loss
1,0.9867208713048028,0.9748894009545703
2,0.9606657044417193,0.9518165418533447
3,0.9384464373147124,0.9329387836862658
4,0.9208852962183903,0.917224847286265
5,0.9051489777481793,0.9035899689924543
6,0.8912734899144312,0.890586993030797
7,0.8792530608332323,0.8793217011996497
8,0.8664909590281386,0.8660531167818926
9,0.8547701141566999,0.8553329186337925
10,0.8441485465013638,0.84426010131201
11,0.8363258676464055,0.8369535443468513
12,0.8294019095117049,0.8295976541807426
13,0.8231824036005579,0.8227177828193187
14,0.8178638044421893,0.8184204201564966
15,0.8128605093415832,0.8145824743015629
16,0.8108622178774689,0.8116616909894423
17,0.8066520200118409,0.8103406692789334
18,0.8050252305653912,0.8054248568379927
19,0.8026979774174977,0.8029283270854924
20,0.7966559540058374,0.8014953538041298
21,0.7958326445497447,0.7988506106339822
22,0.7924775347594007,0.7984184945788428
23,0.7917893199799365,0.7950790968144463
24,0.7893603684739297,0.7949113206920547
25,0.7889532381985463,0.792675235220659
26,0.7844558320642047,0.7915196570353248
27,0.7840365255700523,0.7907250773573367
28,0.7811523561328164,0.7887538936579434
29,0.7808345156250462,0.78689823915733
30,0.7786627801978634,0.7860968039134212
31,0.777182196590612,0.7861223262096054
32,0.7740039184085719,0.7833187913450198
33,0.7723578359558186,0.7823121416743364
34,0.7730616892769787,0.7806020171918501
35,0.7701404401622063,0.7794939192252534
36,0.7705472174638547,0.779098299229034
37,0.7695716586701089,0.7793478810993555
38,0.7671977237497198,0.7787554287878714
39,0.7652104010211049,0.7781143701981291
40,0.7639456366829814,0.7768379232378679
41,0.7631842309961091,0.7764063355290938
42,0.7629105349469911,0.7752138267503121
43,0.7611771626466832,0.7750634085957442
44,0.7601356893839549,0.774547617937055
45,0.7564892738537476,0.7732250996023298
46,0.756878830137707,0.7720457737677583
47,0.7552323718989118,0.7722603784261467
48,0.753050873297906,0.7712746267312376
49,0.7539787178947812,0.7714715701603541
50,0.7550174436495876,0.7699195177513813
51,0.7500337500855684,0.7704583154061186
52,0.7508744009498025,0.7702390838082082
53,0.7492807311300905,0.7689004245991713
54,0.7496644260614661,0.7687653309495726
55,0.746909669819967,0.768218927710415
56,0.746030136118694,0.7682961832667476
57,0.7458855549600201,0.7695525354456488
58,0.7427602535660751,0.7681111768780948
