epoch,train_mse_loss,val_mse_loss
1,0.810905210905693,0.7189492936179425
2,0.7549379511177701,0.6957301642646773
3,0.7218480328487921,0.6690928111576594
4,0.6931829893549988,0.6485572333864026
5,0.6660967327179067,0.6403489078771204
6,0.6395494075341835,0.6311188863505656
7,0.6127777092167641,0.6187726022798915
8,0.5857214862520636,0.6218187030721817
9,0.5600256175687425,0.5964136095210165
10,0.5312957043003188,0.5824750690565406
11,0.503737705431481,0.5723229353892701
12,0.4793053314980317,0.5714380510322471
13,0.45275695831333107,0.558886284148677
14,0.4285703194414609,0.5438304399112923
15,0.40736965497374833,0.5376433430894545
16,0.3863966711538631,0.5308700845833031
17,0.36752337794118944,0.5211090967495234
18,0.3523947978147961,0.5212265983029348
19,0.3364867685067882,0.5116545154617907
20,0.3235403437507726,0.5005584812980147
21,0.3090030300554167,0.4994894108596228
22,0.2968535798764695,0.49115757422101547
23,0.2855806884765025,0.4812137629737837
24,0.27584525607281013,0.47824379843347303
25,0.26627014463457316,0.4706875287107067
26,0.25808724157306573,0.4750772411358458
27,0.2506472135792836,0.47793947584937146
28,0.24034826436644302,0.4651779818245013
29,0.23460710463761314,0.4579615254007122
30,0.22647320368145143,0.4594914941356183
31,0.22231763026230764,0.4532941877707765
32,0.2164769091318722,0.4493066142776537
33,0.21100029904883638,0.44346920191195033
34,0.20555354690335584,0.4352350544414237
35,0.20028190563703258,0.43994971679063166
36,0.19483345913950503,0.43406352599372416
37,0.1926145234730932,0.4353687895519784
38,0.18714728195324648,0.43206164188505236
39,0.18216448919030986,0.42387967791872916
40,0.17831422875000694,0.430597433497486
41,0.17588192079849835,0.41904792098352794
42,0.172591766376097,0.42401130086180866
43,0.16977182831736512,0.41482479634826
44,0.1656836726668671,0.4166585009197886
45,0.16417578447998712,0.42115261867635695
46,0.159973340591993,0.41771846962694326
47,0.15828973364350488,0.4082223534825577
48,0.15531632780130164,0.4106812549302944
49,0.1525898212027808,0.4072070376983584
50,0.14988254490476177,0.40390120004544866
51,0.14801774978277404,0.39923129700047105
52,0.14506893790206143,0.4126370039033439
53,0.14423521066524347,0.39907322499946346
54,0.1420965076047236,0.3964650327694518
55,0.14046343424795205,0.40008020995437216
56,0.13876849891859094,0.40246972577199375
57,0.136065311143094,0.3920453376246164
58,0.13435323157607468,0.3984717987293276
59,0.13210088043072118,0.3903248679364173
60,0.1310455560259575,0.3936147688209125
61,0.12891568121476288,0.3857065490750996
62,0.127975001820744,0.3907664650359276
63,0.12578433363942404,0.38410304220395813
64,0.12386454246624314,0.3879991508668095
65,0.12270112997181311,0.38682061699476933
66,0.12129210359597349,0.38859993941286886
67,0.12148084516341777,0.38351793359765485
68,0.11792211848727077,0.3815377291823657
69,0.11824367355005878,0.3831062467717631
70,0.11672487095235873,0.3809803062358025
71,0.11622161181570623,0.38427252363697034
72,0.11459633151049647,0.3794328140842115
73,0.11314060495123474,0.3831777171152554
74,0.11255298935455155,0.37875338874921666
75,0.11058131614956976,0.37819677810044183
76,0.10968904577291347,0.3875176214463321
77,0.10903220129617622,0.3747596064031473
78,0.10753424244977766,0.37566225954617855
79,0.1063075359861535,0.3725851858751777
80,0.10553091625909432,0.3727359628822287
81,0.10538443047091543,0.37236170504931554
82,0.10345409361519116,0.3725423602196935
83,0.1039148289546088,0.3742496133628916
84,0.10226614090220924,0.37241327354683634
