epoch,train_mse_loss,val_mse_loss
1,0.8049668033419948,1.0160864735397956
2,0.7478209842233994,1.1022250820004122
3,0.7156770630490338,1.082064226435948
4,0.6871482185379466,1.1126257562979924
5,0.660329788782265,1.1187142841440447
6,0.6326854906679829,1.1432706660146095
7,0.607193891159848,1.172070796513607
8,0.579574749829919,1.2723678602435724
9,0.5519070733417285,1.2312200769942658
10,0.5251358192027541,1.317098914821875
11,0.49949625616047555,1.2468330166609893
12,0.4715846046351605,1.242592861756505
13,0.4466912497755704,1.4097645509488688
14,0.425587715686436,1.31574312368037
15,0.4021377188241751,1.4684143897648185
16,0.3813420906330304,1.34399678322155
17,0.3632550611123894,1.5453468619097968
18,0.3480115414833478,1.3509727378359453
19,0.3324663383265502,1.5626208577090253
20,0.31874835935226487,1.7842618697846764
21,0.3060418602039187,1.6783630247038555
