epoch,train_mse_loss,val_mse_loss
1,0.9952695371715593,0.9354403540773212
2,0.9454779504732108,0.8614652107346733
3,0.8687235212226293,0.8024604563443166
4,0.8223287761959571,0.7733920101849538
5,0.7956179822837958,0.7573945778720784
6,0.7779238739273039,0.7433981702012836
7,0.7630409647231321,0.7338419603851606
8,0.7502443492163176,0.7258052947386255
9,0.7417511392338006,0.7175793310381332
10,0.731464358004566,0.7140767340390187
11,0.7229205808380159,0.7078911785809499
12,0.7152603861677098,0.7091021807688587
13,0.7049836444056683,0.7029885543967193
14,0.6973106184763889,0.7070102070862392
15,0.6919840599702491,0.7090366354528463
16,0.6857305265370772,0.7084844935615108
17,0.6863207305325624,0.705574102446718
18,0.6761964800467551,0.7060019421127607
