epoch,train_mse_loss,val_mse_loss
1,0.9790542170563798,0.9821211769510807
2,0.941015753071837,0.9412466810580871
3,0.9072041695038534,0.90478432726586
4,0.8772148054174967,0.8740784659848512
5,0.8487479571160655,0.8476891392796737
6,0.827101633322315,0.8293729469389447
7,0.8082886864664198,0.8111051474798989
8,0.7954654004369367,0.7986718653719087
9,0.7836898531667059,0.7937759523343004
10,0.7749055632287775,0.7824305356842957
11,0.7668674518671719,0.7769769531404683
12,0.7600639226755971,0.7701196964368662
13,0.7501216341974378,0.7637185644677164
14,0.7477725219591386,0.7599504764357137
15,0.7404652632017832,0.7558013110934242
16,0.7391254544258118,0.7523964997452338
17,0.7348227082120029,0.749354592913412
18,0.7279697236399715,0.746310071089563
19,0.7251989717182752,0.7459034979876278
20,0.7240305544973518,0.7387192022450277
21,0.7196322930357627,0.7380845220914136
22,0.7173018469529994,0.7356415195331111
23,0.7139740052331347,0.7368328820243193
24,0.7117805565611679,0.7309376790757989
25,0.7066661600438016,0.7300570320200037
26,0.7058897865063581,0.7269530751543788
27,0.7017381205278285,0.7257670243276643
28,0.6994200899024791,0.7247204116782314
29,0.6970277032727134,0.7220683272162007
30,0.6977542191173572,0.7207405612082013
31,0.6956338066821568,0.7201399561089118
32,0.6914162260010933,0.7182381331235513
33,0.6896594676204305,0.7167321870610175
34,0.6883365781572506,0.7153933131222828
35,0.6834723815015662,0.7152837951064567
36,0.683530478330473,0.7129822361971684
37,0.6832727468241875,0.7132799301872156
38,0.6799725690435467,0.7127075849212754
39,0.6790696173420534,0.7119091626632563
40,0.6764683207495681,0.7082295605049279
41,0.6748607233768655,0.7083498897223637
42,0.675703460683559,0.709444968408095
43,0.6737356444354771,0.7091084886175767
44,0.6708227103944369,0.7070189288140561
45,0.6701769649010867,0.7072170301415455
46,0.670005782878965,0.7063363949610051
47,0.6675294541281896,0.7039538935530992
48,0.6652487583907254,0.7052484424178171
49,0.6646268603820314,0.7046408690559758
50,0.6648117893051374,0.70347401450268
51,0.662668147913367,0.7036125545757483
52,0.6595149052219134,0.7032687067985535
