epoch,train_mse_loss,val_mse_loss
1,0.8252110797095099,0.7187016269703603
2,0.7471924381744319,0.6943396368483805
3,0.7154754776019066,0.6773151956073978
4,0.6888698693953702,0.6802092191468866
5,0.6642834075052058,0.6525050444924152
6,0.6353745909581349,0.6265028052688263
7,0.608029408610988,0.6129598855354625
8,0.5784654474224384,0.5963390728970266
9,0.5480290720007164,0.5760467648506165
10,0.5169100983943254,0.5688953286934393
11,0.4773260149667877,0.5472640365825416
12,0.4476461699124188,0.5251265683940037
13,0.4168980639612531,0.5235718138168513
14,0.3886332937692735,0.5018541565830843
15,0.3602468209767035,0.4954861505970436
16,0.3357136923817501,0.48642056948780393
17,0.3152626138754142,0.4763799025604762
18,0.29605211829035327,0.46141458082693226
19,0.27791372934166764,0.4433937200919334
20,0.2650976865881928,0.4450586167950704
21,0.2476853341709077,0.4407026406396856
22,0.24050980216747347,0.4253324370618929
23,0.22435551351754976,0.4230332034857162
24,0.2162950540802174,0.41885122286223375
25,0.2073720250230844,0.4122349016098161
26,0.1988150748748476,0.4079414405353329
27,0.1908073839018254,0.4038824358752354
28,0.18381004415068022,0.39769316414477296
29,0.17747136567554594,0.3932800414957531
30,0.17206038417632352,0.38807955399696076
31,0.16615000935493623,0.38683330904634505
32,0.16063446772358697,0.38236786232093456
33,0.15703793195238314,0.38304226355231485
34,0.15644674339866774,0.3683927037555319
35,0.14871731916544706,0.3722453369068976
36,0.14727541270631445,0.37037141752366576
37,0.1406160829633979,0.3677499335973374
38,0.1395107754700869,0.3657205578885548
39,0.13670019113407217,0.35454898084383557
40,0.1328819581629815,0.35875771020978225
41,0.13337564426442933,0.36191465385219596
42,0.1294470088119145,0.35710125543910604
43,0.12736725860679732,0.36021461094599316
44,0.12302385804885606,0.357806345496153
