epoch,train_loss,val_loss,macro_mse,macro_mae,macro_r2,macro_pcc
50,0.5314762592315674,0.8602591753005981,0.8669888377189636,0.6145718693733215,-0.09893528372049332,0.3898969888687134
51,0.5254000425338745,0.8593555688858032,0.8664652705192566,0.614412248134613,-0.10438835620880127,0.3888217806816101
52,0.5290125012397766,0.8595073223114014,0.866601288318634,0.6139926910400391,-0.09919795393943787,0.38845518231391907
53,0.5275143980979919,0.8636605143547058,0.8704404234886169,0.6163049936294556,-0.10585873574018478,0.38673093914985657
54,0.5273626446723938,0.8633723258972168,0.8701406717300415,0.6156339049339294,-0.10412595421075821,0.3881816565990448
55,0.5255777835845947,0.8621812462806702,0.8690527677536011,0.6153114438056946,-0.10780343413352966,0.38836127519607544
56,0.5225003957748413,0.8619058132171631,0.8688938021659851,0.6142393946647644,-0.10518237948417664,0.3882003724575043
57,0.5233115553855896,0.8607684969902039,0.867777943611145,0.6140749454498291,-0.0997399240732193,0.38705456256866455
58,0.5218918919563293,0.8619146943092346,0.8688899278640747,0.6149322986602783,-0.10643173009157181,0.38759949803352356
59,0.5245349407196045,0.8663767576217651,0.8731000423431396,0.6177443861961365,-0.1103510633111,0.386329710483551
60,0.5234723091125488,0.860385537147522,0.8674250245094299,0.6143362522125244,-0.10285084694623947,0.3879143297672272
61,0.5229863524436951,0.8652883172035217,0.8721420168876648,0.6165456175804138,-0.10808219015598297,0.3847503066062927
