epoch,train_mse_loss,val_mse_loss
1,0.9554799429871774,0.8864684270796541
2,0.849661448709854,0.8200328925478156
3,0.8082207292009832,0.7964920162678399
4,0.7938947103955061,0.7838951548469686
5,0.7803896735208834,0.7747377179434074
6,0.7689568197469816,0.7687502763718962
7,0.7589628390749683,0.7654728517233929
8,0.7520346749784396,0.7609530906385176
9,0.7434004427624398,0.7599257111708112
10,0.7367484151206402,0.7566803004865481
11,0.730438968374404,0.7564581138157496
12,0.7236835247346968,0.7541817292551226
13,0.7164137904829473,0.7528556266256401
14,0.713790560837012,0.7571625249204877
15,0.7021099710140098,0.7534217143185764
16,0.7011956786552289,0.7545424621209958
17,0.6931391577507681,0.7527866738931476
18,0.68706263906326,0.7563388551599017
