epoch,train_mse_loss,val_mse_loss
1,0.9307765763757248,0.8650909184952805
2,0.7940733280526586,0.7779538790537175
3,0.7472009876702036,0.7493835190551339
4,0.7223107936955107,0.7350212485549703
5,0.7052340947170784,0.7233720930295581
6,0.6928256527571539,0.7174213459360798
7,0.6814711487436869,0.7077359328781508
8,0.6729014447443372,0.7033116165857815
9,0.6614606827645332,0.6993167780977252
10,0.6536890333041834,0.6955097536931093
11,0.6465848235185057,0.6931321655196705
12,0.6390550603180554,0.6933694060887109
13,0.6298232678485035,0.6896608987226036
14,0.6252481065178322,0.6888483414095785
15,0.618165352249889,0.689067655443993
16,0.6159437708445764,0.6880663797773164
17,0.6083596033377482,0.6905145470057715
18,0.6025719523767813,0.6887694451848514
19,0.5997049956098675,0.6890016543758631
20,0.595968952380031,0.686810991164216
21,0.5907028842529957,0.6901821608287622
22,0.5868162285935195,0.6894656961752842
23,0.5836802934265407,0.6984121737047783
24,0.5800876936787498,0.6918394061645177
25,0.5732228919599683,0.6930571343097954
