epoch,train_loss,val_loss
1,12.086405379136497,8.1469639893081
2,5.046947232924116,6.446003947105336
3,4.605027788291575,5.943117653582729
4,4.461535243815331,5.9853966008920905
5,4.345081626052663,5.91342007588532
6,4.261199996771311,5.898181801057805
7,4.184104127935474,5.866501241529504
8,4.1156782078576795,5.976525197864253
9,4.038715872715819,5.966250448352649
10,3.9875362302245754,6.080516753044057
11,3.921444836753749,6.117380597137911
12,3.8525206105078977,6.263804473984713
13,3.802490082294046,6.157327203337531
14,3.733351750821448,6.213135672603399
15,3.671185889761888,6.274301839638116
16,3.60405556149657,6.412983691400503
17,3.54860252355894,6.4492114023973715
18,3.4729314688929254,6.335875898027151
19,3.4053870979780236,6.3944032929486925
20,3.340977094979653,6.7734870903460545
21,3.2679119016920564,6.824129408137722
22,3.2056231352725515,6.741723136758176
23,3.1270184848186022,6.795539636127019
24,3.0431032988716202,6.630811489414136
25,2.952837107492327,6.753426421609078
26,2.8899728728927983,6.870895858807752
27,2.8192868803962496,6.926854044524514
28,2.7234911275029563,7.121540485892143
29,2.628569442110259,7.585443916608161
30,2.534375056934065,7.293828406396783
31,2.4407818761604023,7.601907279666534
32,2.3513644090903076,7.849898747805148
33,2.2670179086200237,8.136177491153925
34,2.1653193430080218,8.387429045194063
35,2.0563598224747244,8.552225913929625
36,1.9431771046175226,8.348500069296742
37,1.8609325021309275,8.763135572386776
38,1.7311494955526687,8.890823389401769
39,1.6709953597077918,9.2751805278541
40,1.537179038809003,8.983728677135403
41,1.4602785063880204,10.040709572053899
42,1.3696244995521494,10.078596822735056
43,1.285423519486954,10.053442921611548
44,1.1786798316798266,10.659208386092537
45,1.1027688177453059,10.409146277648581
46,1.0368529679091711,10.346264041390572
47,0.9762068573531324,10.803386588374998
48,0.895413662663392,10.994491210765084
49,0.8406092601834768,11.121019490559895
50,0.7823422972165555,11.693294475576971
