epoch,train_loss,train_mae,train_r2,train_pcc,val_loss,val_mae,val_r2,val_pcc,lr
1,0.33236869558100823,0.6658841371536255,0.17799392342567444,0.4299846477227992,0.3344274027087145,0.6558613181114197,0.125035360455513,0.37611332291816113,5e-05
2,0.29666874800456183,0.6150007843971252,0.274176687002182,0.5273200240795829,0.33032773185360004,0.6466420888900757,0.13510921597480774,0.3920999031615643,5e-05
3,0.2849363729752793,0.5982021689414978,0.30534884333610535,0.5553672909378836,0.3357899838921714,0.6524790525436401,0.11387064307928085,0.3834194306194439,5e-05
4,0.2771325048536565,0.5870935320854187,0.32609185576438904,0.5735535858296549,0.3321370374235954,0.6514163613319397,0.13264283537864685,0.38804592198689025,5e-05
5,0.27084485111069767,0.5781359076499939,0.3427482843399048,0.587654185432036,0.33208672963293256,0.6520091891288757,0.13579729199409485,0.3923101703910889,5e-05
6,0.2657216998853013,0.5709665417671204,0.3564918637275696,0.5991311996692227,0.3333897825127043,0.6504167914390564,0.12700818479061127,0.3915595817420847,5e-05
7,0.26101485027932053,0.5641443133354187,0.36870431900024414,0.6091658463397487,0.33228747175687223,0.6504711508750916,0.13371606171131134,0.3915652846678405,5e-05
8,0.25679496782166616,0.5583056211471558,0.3801128566265106,0.6183976315365742,0.3359867843306446,0.65561842918396,0.12200774997472763,0.38327566658860057,5e-05
9,0.2521139463495567,0.5517897009849548,0.39222612977027893,0.6280517259146815,0.3367252693674659,0.6550125479698181,0.1164185032248497,0.38366370392124727,5e-05
10,0.24817488934988152,0.5462870001792908,0.4026598632335663,0.6363491276010499,0.3376900129623557,0.654938280582428,0.11468770354986191,0.38866511716413216,5e-05
11,0.24456534905353203,0.5413867831230164,0.412394642829895,0.6439193611572679,0.33911077285890523,0.6590059399604797,0.1124223992228508,0.3794659253569926,5e-05
12,0.2382989781932655,0.5320558547973633,0.42830079793930054,0.656230435993106,0.33708618992690537,0.6556257605552673,0.11817795783281326,0.38435461776763863,2.5e-05
13,0.236262324145466,0.5297812223434448,0.4337633550167084,0.6603861438779011,0.33783267323355665,0.6569687724113464,0.11567650735378265,0.382202856108926,2.5e-05
14,0.23383901875657093,0.5263361930847168,0.4401349723339081,0.6652420658568943,0.33945825358119613,0.6580196619033813,0.11125216633081436,0.3803957292920741,2.5e-05
15,0.23227816656096953,0.5240908265113831,0.44422826170921326,0.6683249176058997,0.33628559477360687,0.6536390781402588,0.1184936985373497,0.38619200505754514,2.5e-05
16,0.2301825383037055,0.5212844014167786,0.44975584745407104,0.6724911690309205,0.33734165150566964,0.6574987769126892,0.12080453336238861,0.3805874123971903,2.5e-05
17,0.2285275093977649,0.5190246105194092,0.4538840651512146,0.67558755057327,0.341989125819305,0.6642746329307556,0.10603348910808563,0.37050969221379654,2.5e-05
