epoch,train_loss,train_mse,train_mae,train_rmse,train_r2,train_pcc,train_smape,train_nmae,train_nrmse,val_loss,val_mse,val_mae,val_rmse,val_r2,val_pcc,val_smape,val_nmae,val_nrmse,lr
27,0.5299666057794522,0.5303780473768711,0.4761207140982151,0.7233725780666911,0.4691760838031769,0.685743738318626,86.81523847579956,0.0775212578817554,0.11044931477034167,0.5289264470338821,0.6411804743111134,0.49677636101841927,0.7965172183686808,0.36443664133548737,0.5947468650026724,88.24121904373169,0.08596337414760472,0.12751704568926803,0.0001
28,0.5211684359953954,0.5225796215236187,0.4748419411480427,0.7180272946544679,0.4769735708832741,0.6909790639112272,86.81929159164429,0.07705879619097489,0.1095928518650565,0.528527520596981,0.6374472863972187,0.49115781113505363,0.7944501038944759,0.36852215975522995,0.6006022103042088,87.89386367797852,0.08593646669099066,0.1271714406135318,0.0001
29,0.5173801817955115,0.5161348655819893,0.470513179898262,0.7135405215696855,0.48344042152166367,0.696808785761134,85.90650939941406,0.07665249285737118,0.10901504867887168,0.5280427262187004,0.6380413584411144,0.4911850728094578,0.7948735924809642,0.3681359440088272,0.6004000942611739,87.67484617233276,0.0856843943939615,0.12727496691600626,0.0001
30,0.5093611562863375,0.5097411014139652,0.4686152972280979,0.7093114166843606,0.489827923476696,0.7016976862865804,85.7166838645935,0.07616411449127958,0.10836665690747922,0.524341493844986,0.6347002647817135,0.495483934879303,0.7925911758715843,0.3707711100578308,0.6019238114836808,88.99525690078735,0.08591806878427002,0.12693882919815463,0.0001
31,0.5022037487763625,0.5004525706171989,0.4649449698626995,0.7025166848672728,0.49915121495723724,0.7082522147586385,85.19168519973755,0.07551950214636596,0.10738435313682808,0.5242524147033691,0.6328487135469913,0.4956113286316395,0.7913311037179273,0.37261097878217697,0.6033544532111528,89.09241724014282,0.08558923589482378,0.12667899469771848,0.0001
32,0.4971039967659192,0.4976772777736187,0.4649733938276768,0.7007178714075992,0.5019058436155319,0.7098694468735964,85.47393608093262,0.07531529596049497,0.10704944728035144,0.5247933827340603,0.6330188401043415,0.4932694472372532,0.7916724870827403,0.3720370829105377,0.604237267263364,87.82118606567383,0.08594066452214655,0.12693620538548545,0.0001
33,0.4898474247027666,0.49040858820080757,0.462228212505579,0.6955663478748764,0.5091914460062981,0.7154324904279667,84.74046182632446,0.0749609431648534,0.10628738893189624,0.5235824249684811,0.6282166093587875,0.49894630536437035,0.788671513760524,0.37675607204437256,0.6085557888915054,89.83275604248047,0.08622971642206466,0.1264613743874181,0.0001
34,0.48272855694477373,0.48347024247050285,0.4597758576273918,0.6905968949300445,0.5161433890461922,0.7206814109098303,84.67206144332886,0.07448350184621753,0.1055777259757819,0.5177023448050022,0.6259566359221935,0.49077996984124184,0.7873020012138879,0.37965185940265656,0.6103301120961936,87.55831909179688,0.08527392305739728,0.1262427382260041,0.0001
35,0.47743874329787034,0.47587262094020844,0.4556635357439518,0.6853440578021579,0.5237377882003784,0.726638445706544,83.92895078659058,0.07386597265428547,0.1048570259110791,0.5189220085740089,0.6237015090882778,0.4931746758520603,0.785894157077939,0.3816041946411133,0.6112776945982104,88.45844459533691,0.08538090064316062,0.1260178988199699,0.0001
36,0.4705635775358249,0.470492921769619,0.4548591747879982,0.6812227575222383,0.5291350856423378,0.7294767306029034,84.08755254745483,0.07362507568363535,0.10431320043962206,0.5111754424870014,0.6206545308232307,0.49069944024086,0.7840337454880257,0.3843255192041397,0.6135427757835027,87.65267133712769,0.08497340145481984,0.12587639444472376,0.0001
37,0.4610922512335655,0.46232425794005394,0.4504692107439041,0.6753394426809762,0.5373246222734451,0.7361919513114382,83.12380266189575,0.07301329791998457,0.10346448177169404,0.5116211846470833,0.6194931901991367,0.4903485029935837,0.7833155085953624,0.3851371109485626,0.6135456374517896,87.5440502166748,0.08483421717739048,0.12577205871802133,0.0001
38,0.4590794658049559,0.45941682159900665,0.44980739802122116,0.6732562936755917,0.540206603705883,0.7378479887971748,83.32424306869507,0.07273879369951289,0.10302728293263293,0.5136767029762268,0.622544638812542,0.488518163561821,0.7852318893546482,0.3823835924267769,0.6130449895343923,86.61785125732422,0.08503264726267436,0.12608475286807386,0.0001
39,0.45278118283320695,0.4526076354086399,0.44764649495482445,0.6683149160723797,0.5470274165272713,0.7431108372650785,83.30155515670776,0.07242983140665465,0.10235534871962645,0.5099824592471123,0.6178085617721081,0.4888917841017246,0.7822674226810982,0.3866324722766876,0.6155990286396132,86.25745725631714,0.08458866030637052,0.1256057004702429,0.0001
40,0.448039452234904,0.4482603445649147,0.4453774727880955,0.6649844321303351,0.5513887256383896,0.7452834084049842,82.51791954040527,0.07196321739698626,0.10181453692162604,0.5085660368204117,0.6157992780208588,0.49107925221323967,0.780979986700465,0.38883911818265915,0.6180143546905541,87.44111824035645,0.08515607594933275,0.12554293170497852,0.0001
41,0.4406163065861433,0.44130359031260014,0.443681500852108,0.6598746588089823,0.5583406612277031,0.7499645367879617,82.47362184524536,0.07164154845601596,0.10107292740730296,0.5101922675967216,0.6168502159416676,0.49292124807834625,0.7817344772240793,0.3874608501791954,0.6170987011631823,88.4868860244751,0.085575136137658,0.12567434372239786,0.0001
42,0.4370128856255458,0.43721714057028294,0.44105812162160873,0.6567578857652164,0.5624601170420647,0.75356598927964,82.1109528541565,0.07132485501038988,0.10072978438593239,0.5097664892673492,0.6162755824625492,0.4931982755661011,0.7814350571158536,0.3877072185277939,0.6190983577784214,89.03321743011475,0.08535594423139309,0.1256752461747387,0.0001
43,0.4312256498214526,0.4309157319366932,0.4395759291946888,0.6518368349468392,0.5687693655490875,0.7571142297853962,82.21313905715942,0.07104809322286913,0.10004961349252406,0.505444448441267,0.6111745499074459,0.49298011139035225,0.7781504252105331,0.39306991547346115,0.6210564396971785,88.11562633514404,0.08510164258368524,0.12507535827655178,0.0001
44,0.42517535579510224,0.4237671457231045,0.43578485772013664,0.6466946183048545,0.575921043753624,0.762450191504198,81.4393515586853,0.07039442309339297,0.09925752291566782,0.507457971572876,0.6133929528295994,0.4927586168050766,0.7793135945499692,0.3905249685049057,0.6182583806761597,88.43893003463745,0.08515126096921544,0.12524922406497718,0.0001
45,0.41792832276760006,0.4189202468842268,0.4350128322839737,0.6430239434781164,0.5807543396949768,0.7654487737206439,81.49318981170654,0.0700883895343456,0.09861970440289032,0.5027095675468445,0.6072927005589008,0.48948167636990547,0.775487706013074,0.39649128913879395,0.6241735117626293,86.85538101196289,0.08460341031280004,0.12479065628007185,0.0001
46,0.4169442080534421,0.41481188125908375,0.4321824200451374,0.6398660192449321,0.5848702490329742,0.7678471268417966,80.91029834747314,0.06973771609868007,0.09818340194101433,0.4990123398602009,0.6100515089929104,0.4926860108971596,0.7774778132865933,0.3942345455288887,0.6226693369161014,88.71966361999512,0.08510353123466112,0.12505841571467946,0.0001
47,0.40822261036970675,0.4079872313886881,0.42968253046274185,0.6344364456872691,0.5917061045765877,0.772650454319886,80.7352442741394,0.06926482544516527,0.09737398344321191,0.5021085105836391,0.609361570328474,0.4922757111489773,0.7772033703215993,0.39498166739940643,0.6258098717364173,88.68271732330322,0.08522880028693741,0.12497228488216089,0.0001
48,0.4046918826225476,0.40285539627075195,0.4276336692273617,0.6304691625415189,0.5968394502997398,0.7759696362472365,80.33859968185425,0.0689095573782702,0.0967462089389273,0.49831201136112213,0.6049517765641212,0.48917828127741814,0.7740334097055682,0.3986876606941223,0.625467338921684,86.6957597732544,0.08433278612156142,0.12448535274190517,0.0001
49,0.39849072924027074,0.39875481463968754,0.4258619025349617,0.6272986970868886,0.600957877933979,0.7788182884860302,80.09761714935303,0.06862931626937967,0.09638966516289997,0.49417753517627716,0.6024359129369259,0.48904358968138695,0.7726655874222804,0.40144287049770355,0.6288750551931495,87.29291915893555,0.08440634260363833,0.12429085098892026,0.0001
50,0.3947856487371983,0.394091684371233,0.4246661327779293,0.6238292052384071,0.60561303794384,0.7814476160367496,80.03659629821777,0.06832981180693046,0.09582587036653986,0.49674421921372414,0.6041904017329216,0.49098513275384903,0.7737561143226277,0.3991889953613281,0.6271545690933885,87.95908832550049,0.0851504176172628,0.1247166527227784,0.0001
51,0.3899554274021051,0.38891223818063736,0.4219493046402931,0.6194861455415219,0.6107881963253021,0.784697793172597,79.4955244064331,0.0679341855793358,0.095169412768047,0.49571722000837326,0.599921889603138,0.4906190447509289,0.7709456343826709,0.40345895290374756,0.6294790736596148,87.7540979385376,0.0848246167750306,0.12427346905846137,0.0001
52,0.3849950142395802,0.38493054918944836,0.42037973925471306,0.616457370692135,0.6147601380944252,0.7874087882488134,79.53116798400879,0.06764418166887115,0.0947381564575997,0.4926515892148018,0.6034633815288544,0.4897877499461174,0.7729222024329798,0.40002571046352386,0.6297998904516808,87.91636943817139,0.08451666268495658,0.12440463735732238,0.0001
53,0.3797464110912421,0.3791514951735735,0.41738712415099144,0.611659704692201,0.6205698549747467,0.7911938999155418,79.06351327896118,0.06712610352645822,0.09396920493723583,0.49354903399944305,0.5996179692447186,0.4881940223276615,0.7708209895972273,0.4033924415707588,0.6294093223565594,85.74540615081787,0.08401486364185484,0.12426644463106866,0.0001
54,0.37291368460043883,0.373455299064517,0.41420048475265503,0.607144032236394,0.626271016895771,0.7947971780399865,78.34364604949951,0.06661753151423118,0.09335656596331268,0.4925701394677162,0.6008711643517017,0.49203943088650703,0.7715779134522922,0.401930570602417,0.6304645418661761,87.90183639526367,0.08501690211491049,0.1244486995023762,0.0001
55,0.3718152581117092,0.371432913467288,0.41415511071681976,0.6053862654851714,0.6283079236745834,0.7956186356728274,78.66983222961426,0.06653128541111189,0.09312427160518487,0.4906742721796036,0.5980547219514847,0.48891788721084595,0.7697700584485021,0.40538734197616577,0.6320964677709499,87.36544704437256,0.08423174141533263,0.12394891861787119,0.0001
56,0.3657289628799145,0.3641658313572407,0.41125402227044106,0.5996805472365956,0.6355584263801575,0.8003012994485992,78.12536287307739,0.06609475160178313,0.0922923358408124,0.48844579234719276,0.5964176952838898,0.49073148146271706,0.7689064049648218,0.407014898955822,0.6332559477030244,87.80908203125,0.08480309315153547,0.1240352586374184,0.0001
57,0.3583628565837175,0.359860111027956,0.4090484008193016,0.5960413814521035,0.6398939341306686,0.8032530092554253,77.90996742248535,0.06579399006146722,0.09187880958094413,0.49021709337830544,0.5954661853611469,0.48472925275564194,0.7682208308276665,0.4079228639602661,0.633999717628754,85.81609439849854,0.08376318515804154,0.12385446356247519,0.0001
58,0.3541906552437024,0.3542542066425085,0.4066810607910156,0.5914504625873215,0.6454886570572853,0.806850088659693,77.69761180877686,0.06531946187733427,0.09103038087725136,0.4902609810233116,0.5980396568775177,0.4888736642897129,0.7701031927148986,0.40570471435785294,0.6353419397862309,86.87830448150635,0.08435596377519075,0.12401768250244194,0.0001
59,0.3492720814851614,0.3508552983403206,0.40549228340387344,0.5885986233154081,0.6488795131444931,0.8087470198653324,77.60865545272827,0.06508971235887825,0.09060201116434417,0.4887711778283119,0.5946829542517662,0.48206666111946106,0.7675026444767147,0.4090365543961525,0.6359175935291859,84.18047904968262,0.0830199899760983,0.12364732442186982,0.0001
60,0.3486801118422777,0.34703392535448074,0.40258655697107315,0.5852948422856483,0.652705654501915,0.8111037188470762,77.18054056167603,0.06460824766404878,0.09015785377184041,0.4928961768746376,0.5962037220597267,0.4904167391359806,0.7686834908517802,0.40681488811969757,0.6353771274377875,86.78019428253174,0.08442859322578031,0.12387887889121652,0.0001
61,0.3423755650336926,0.3422669265419245,0.4005771689116955,0.581362067104515,0.6575001999735832,0.8139774305001498,76.80905437469482,0.06436959958998725,0.08961911386797952,0.4867039918899536,0.5915427468717098,0.48811478540301323,0.765937612278404,0.4117867350578308,0.6393065936513153,86.9575834274292,0.08398821141459623,0.1234847611706073,0.0001
62,0.3363689948350955,0.3360272739082575,0.3979125916957855,0.576078152014615,0.6637252196669579,0.8178071926770359,76.16875696182251,0.06378116926975605,0.0887596503948537,0.4848114885389805,0.5887448638677597,0.4861118197441101,0.763793429232675,0.41414275020360947,0.6396721430644,86.77745723724365,0.08381227883930431,0.12332417276451649,0.0001
63,0.33531127144128847,0.3353447876870632,0.3987735025584698,0.5755535623093511,0.6644109040498734,0.81793237276005,76.69249963760376,0.06388451408960613,0.08871762837008937,0.48689543455839157,0.5895823761820793,0.48928629606962204,0.76444849345745,0.4132126048207283,0.6398398894672447,87.33932971954346,0.08432073961757587,0.12344176643405999,0.0001
64,0.3292660995935782,0.32936929166316986,0.3949589729309082,0.57033840757497,0.67039854824543,0.8216316002537658,76.09277009963989,0.06334928252471486,0.08800305441631612,0.4841372147202492,0.5891907289624214,0.4851662889122963,0.7642190207076605,0.4138061851263046,0.6394104008418519,86.26646137237549,0.0837442419350984,0.12333182785804259,0.0001
65,0.3260511175180093,0.32610482908785343,0.392865564674139,0.5676106204768272,0.6736598089337349,0.8238922062892842,75.81635808944702,0.06291541706959625,0.08751473180684481,0.48148930817842484,0.586390782147646,0.4867560751736164,0.7622003349951132,0.41605014353990555,0.6413226160750277,86.93078136444092,0.08353739214233186,0.12307158202800425,0.0001
66,0.32445722589126,0.32322951778769493,0.391748808324337,0.5649446613920336,0.6765397265553474,0.825333198175086,75.7322678565979,0.0626952123411226,0.08717884415829531,0.4826459139585495,0.5865494720637798,0.4876582883298397,0.7623041635065697,0.4158618897199631,0.6412634107617778,87.06325244903564,0.08388442522815778,0.1231700749634365,0.0001
67,0.31549205611913633,0.31534524634480476,0.3874145857989788,0.5582340733813047,0.6844055950641632,0.8301422407348721,75.12955713272095,0.06207039142497028,0.08609700011384895,0.48042330518364906,0.5846300609409809,0.4860038533806801,0.7615888280761024,0.41805826872587204,0.6436131996000463,86.14010429382324,0.08359421311078558,0.12290010694056093,0.0001
68,0.3133709277862158,0.3138926513493061,0.3876780532300472,0.5569972766244581,0.6858823895454407,0.8309973872278642,75.16232776641846,0.06204865001420955,0.08596123108281353,0.47574131190776825,0.5845874547958374,0.48660823330283165,0.7611736283416259,0.41817156970500946,0.6425386997384928,86.59417247772217,0.08354453980638672,0.12295402834236593,0.0001
69,0.31330511432427627,0.31228152848780155,0.38628414645791054,0.555745302471346,0.6874817088246346,0.8317711302297603,74.98367404937744,0.06177065340478381,0.08565346225817586,0.4731668010354042,0.5811304934322834,0.48221516609191895,0.7589673981772098,0.4215097874403,0.646079089580786,85.47894668579102,0.08290090568710956,0.12266509898044016,0.0001
70,0.3073651775335654,0.30682054720818996,0.38395004719495773,0.5506009621902324,0.6929605379700661,0.835348550430085,74.47332620620728,0.061523289555556276,0.08510691244558063,0.4783516824245453,0.5787980742752552,0.48675399646162987,0.7574879790345479,0.42358317226171494,0.6481005213776723,87.13513374328613,0.08354104081145264,0.12238478238196632,0.0001
71,0.30209467120659655,0.30280171893537045,0.38150274381041527,0.5469227631165868,0.6969890743494034,0.8372133691348354,74.12205934524536,0.06100699250121176,0.08446091831224266,0.4805263839662075,0.581968829035759,0.4891567565500736,0.7595000728503034,0.4201345220208168,0.6452949361105196,87.7940731048584,0.08410033913179993,0.12279362483501019,0.0001
72,0.3031646150809068,0.3015931583940983,0.3818047530949116,0.5460259222771578,0.6981831640005112,0.838171560909219,74.4050521850586,0.06116080443024981,0.08448296861825477,0.47750499099493027,0.5802049040794373,0.4849741458892822,0.7584045398073723,0.4222601056098938,0.6472438698637811,85.83381366729736,0.08376459895140628,0.12279065069121527,0.0001
73,0.29698129112903887,0.2966819051653147,0.37813007831573486,0.5414990273753144,0.703107975423336,0.8410293983244241,73.78295946121216,0.06052423497860113,0.08372196402251512,0.4748041182756424,0.5796253085136414,0.4866374619305134,0.7579970057729102,0.42264097183942795,0.6462317014700432,86.99833011627197,0.08363987334913706,0.12266581507033993,0.0001
74,0.2934378729416774,0.292379891499877,0.3756471835076809,0.5373730733494333,0.7074169516563416,0.8435922126521644,73.46178722381592,0.06016360669047714,0.08322012717079941,0.48294473066926,0.5826556012034416,0.49112554639577866,0.7598805258592496,0.4194774180650711,0.6456295717566338,87.87958908081055,0.08435269070137265,0.12285153055721096,0.0001
