pathway,pcc,r2,mae,rank
Oxidative_Phosphorylation,0.6188903467597014,0.3740710009258845,0.6231934587315541,1
MYC_Targets,0.6154406264546369,0.3594482781034296,0.6405979534684105,2
tls,0.5584836523467639,0.22953094628402393,0.48237199361564603,3
ECM_Organization,0.5450141627297362,0.18370222704517125,0.6034987020797801,4
IL6_JAK_STAT3,0.5392979213405181,0.28633760507784933,0.6728891064982448,5
Fibrosis,0.5372599518425601,0.17553346981261353,0.596998008049228,6
Glycolysis,0.5054195798773391,0.24144963538802722,0.6905362673371601,7
toxic,0.469405421985597,0.15213180872747856,0.5342396143978598,8
Wound_Healing,0.45648598746482794,0.10762867259335507,0.6447029239711677,9
emt,0.43652891263010557,0.09553155582793649,0.6442447015546139,10
E2F_Targets,0.416798580271607,0.1731472810877025,0.6305522018365334,11
mTOR_Signaling,0.4070704276436221,0.16566143167154768,0.6727050680400565,12
mhc,0.3979394860467831,0.15321463695021698,0.7800390730308248,13
hypoxia,0.39753138234239427,0.11372326143014866,0.7634094995149566,14
Unfolded_Protein_Response,0.3620886630187711,0.12817360609284856,0.7029028577163917,15
P53_Pathway,0.36156672343682184,0.12756007323968221,0.6876307283787262,16
Mitotic_Spindle,0.3319888541774182,0.10057581754274503,0.6259989345482965,17
G2M_Checkpoint,0.3296388339588907,0.09689441883636829,0.6195389178800264,18
Angiogenesis,0.3214038155383069,0.06140569553164632,0.6731335706882599,19
Complement,0.3158736056163229,0.0180862797361101,0.6541744134745763,20
icp,0.2865810727384356,0.03572707463832536,0.45921591191622746,21
TNF_Signaling,0.26118913031561114,0.06345307127808775,0.7703132688224275,22
DNA_Damage_Response,0.23599262113064723,0.038576953800510294,0.6374558637731762,23
Reactive_Oxygen_Species,0.22059213813017672,0.036764801952738124,0.7551015907930253,24
Apoptosis,0.15470631024643508,0.011561543224481108,0.6898113980840339,25
Inflammatory_Response,0.12980950221022725,-0.01627370830752306,0.814073885726791,26
tgfb,0.12459344509559123,-0.01600234571835868,0.6682467164410132,27
ifng,0.12191486379590726,-0.01900685659114343,0.6625360368641255,28
Coagulation,0.0795624640851318,-0.053389994325444556,0.7718414226852731,29
Interferon_Alpha,0.0002563155884896603,-0.22031503367895966,0.849023871163936,30
