pathway,pcc,r2,mae,rank
ECM_Organization,0.6917928976925667,0.31648013779448914,0.5565117533100312,1
MYC_Targets,0.682928884144957,0.45699404171924907,0.5668508349243427,2
Oxidative_Phosphorylation,0.6749694708442264,0.45412566769416907,0.5529731705370998,3
Fibrosis,0.6595212024540065,0.279970249185995,0.5603135029110208,4
tls,0.617287944059194,0.3200996298799196,0.4274207377793936,5
IL6_JAK_STAT3,0.5731701412491935,0.32818514185231973,0.6332208703257477,6
Wound_Healing,0.562873849483299,0.17083485953016064,0.6368592489869154,7
Glycolysis,0.5513262359555291,0.2689265340310113,0.65564971910684,8
toxic,0.531779222429651,0.22430158876077844,0.488757198551493,9
emt,0.5295364224822398,0.14459701376061507,0.6045504951967043,10
E2F_Targets,0.5087800650245589,0.24250233890551354,0.5725070357952956,11
Angiogenesis,0.4815944911569438,0.181881891253445,0.628049010704919,12
mTOR_Signaling,0.45866906717935063,0.2068520619155335,0.6275792866000339,13
mhc,0.4438683408123786,0.17636433921695516,0.7444433771983202,14
G2M_Checkpoint,0.4226582810029562,0.15335440048734017,0.5693726011224407,15
P53_Pathway,0.4098358589298382,0.1632569937906323,0.6625386839240102,16
Mitotic_Spindle,0.4023289667439033,0.14998649983301982,0.5862958891601838,17
hypoxia,0.39871687655126625,0.09373619396298793,0.7216719759502636,18
Unfolded_Protein_Response,0.3758259986257108,0.1338615419114595,0.6782710921683428,19
Complement,0.32954356352212394,0.03856781384287866,0.6677966985243013,20
icp,0.3203215212987821,0.06741548964185873,0.4330684461667442,21
Coagulation,0.31784273729497464,0.05155340220694893,0.7297345615220189,22
Inflammatory_Response,0.30629298097124236,0.06850863700571697,0.7752646030962712,23
DNA_Damage_Response,0.30513922320660036,0.07409631171250075,0.6105273231728072,24
Reactive_Oxygen_Species,0.2797742365877135,0.06543950897596074,0.7348206347967174,25
TNF_Signaling,0.24640400676302635,0.040922864112130086,0.7740665477762148,26
Apoptosis,0.21015667889951767,0.02540754201598161,0.6721652734316498,27
tgfb,0.16374092164755918,-0.008022443073264274,0.6637581049142034,28
ifng,0.1325019756660565,-0.0488816579876703,0.7090052969696983,29
Interferon_Alpha,1.630567602680211e-05,-0.3064423498651836,0.9000706287342636,30
