epoch,train_loss,val_loss,val_pcc,val_mae,val_r2
0,0.40224258035973265,0.976942777633667,0.20376846372348645,0.7164220213890076,0.02308245375752449
1,0.363741733547714,0.9478856921195984,0.24944818411317365,0.7023856043815613,0.052346546202898026
2,0.3451538675085262,0.9309189319610596,0.2856919803621149,0.6901432871818542,0.0694059282541275
3,0.3333229153520531,0.9188771843910217,0.3055322308606295,0.6832704544067383,0.08151903748512268
4,0.32532828163217614,0.9125770330429077,0.3178109666622041,0.6793633699417114,0.08780234307050705
5,0.3199689793917868,0.8998541235923767,0.3301890498285522,0.6746520400047302,0.10064739733934402
6,0.31584180022279423,0.9052882790565491,0.33517943749466933,0.670295000076294,0.09500803798437119
7,0.31171834993141667,0.9017441868782043,0.3357073929252505,0.6702308058738708,0.09853507578372955
8,0.3083097767084837,0.8989619016647339,0.33539236555625473,0.6729552745819092,0.10137515515089035
9,0.30549095170917334,0.8926355242729187,0.34454112253992286,0.6679096817970276,0.10771603882312775
10,0.30297224313296656,0.8949339985847473,0.34062190985524005,0.6713225841522217,0.105352021753788
11,0.3011577114186905,0.8907446265220642,0.3536769657486073,0.6629613041877747,0.10961469262838364
12,0.29860433473907133,0.9054635167121887,0.3342765061878639,0.6757021546363831,0.09464912116527557
13,0.29696450658418516,0.8875910639762878,0.35161360095691563,0.6646919846534729,0.1127345934510231
14,0.29446078181542734,0.8994429707527161,0.3476752590100135,0.6673403382301331,0.10071572661399841
15,0.2932578624674567,0.8948026299476624,0.3514223291018109,0.6646307706832886,0.10543850064277649
16,0.29174212483620204,0.8893381953239441,0.3454060218731417,0.6691766977310181,0.11095846444368362
17,0.2898930247735094,0.892857015132904,0.3535109854785744,0.6641805768013,0.10739276558160782
18,0.2886438690539863,0.9064376950263977,0.33862693694450724,0.6724418997764587,0.0936829000711441
19,0.28679169348820494,0.8956199884414673,0.34695817961882014,0.6693395376205444,0.1046067550778389
20,0.28517054614645465,0.9069494009017944,0.3418228449917938,0.6726667284965515,0.09312588721513748
21,0.2840249572225191,0.8983062505722046,0.3436229225089146,0.673072099685669,0.10196593403816223
22,0.2838894030838101,0.906558096408844,0.3388680486055737,0.6753385066986084,0.09362790733575821
23,0.2830091847313775,0.9021788239479065,0.35058336252096856,0.6637441515922546,0.09795056283473969
24,0.2822079995854033,0.9102529287338257,0.3389450220074356,0.674555242061615,0.0898279994726181
25,0.28176042651412664,0.8987008929252625,0.34882624102340326,0.6656227111816406,0.10141418874263763
26,0.2807040179355277,0.904358446598053,0.34530102933357804,0.6689905524253845,0.09573253989219666
27,0.28027868898654423,0.9078590273857117,0.34051457410796726,0.6729890704154968,0.09225669503211975
28,0.2798569750868612,0.900055468082428,0.3489149820745779,0.6640642285346985,0.10006222128868103
29,0.2800298795379974,0.9044308066368103,0.34381348432019426,0.6709491014480591,0.09567221254110336
30,0.279676117485872,0.9110774397850037,0.3398135152870188,0.6740831732749939,0.08895111829042435
31,0.2788760308176279,0.914983868598938,0.3379121289346912,0.676076352596283,0.08503518998622894
32,0.27860234822664,0.9149224758148193,0.33806709952976177,0.6766883134841919,0.08509686589241028
33,0.2788974346110114,0.9097278118133545,0.34319669449898776,0.670370876789093,0.0902852937579155
34,0.27820517074454715,0.9086953401565552,0.34411679193153005,0.6716236472129822,0.09136193245649338
