epoch,train_loss,train_pcc,train_r2,train_mae,val_loss,val_pcc,val_r2,val_mae,lr
1,0.3123820706659338,0.48423852306352183,0.228470578789711,0.6346008777618408,0.3336317076633655,0.38034304284431736,0.11662138998508453,0.6478618383407593,0.0001
2,0.28323412126154784,0.5566854674382802,0.30646175146102905,0.5931273698806763,0.33203365961598363,0.3967172004069862,0.131951704621315,0.6455132961273193,0.0001
3,0.26956768661327807,0.5884234269907427,0.34345319867134094,0.5737345218658447,0.33446945821385826,0.3951689843221781,0.12578223645687103,0.6520031094551086,0.0001
4,0.2580416050883553,0.6138657287835796,0.3744312822818756,0.5576900839805603,0.3438345910970774,0.3604186043453942,0.09390407055616379,0.6620855927467346,0.0001
5,0.24774913203754328,0.6356841618231557,0.40201374888420105,0.543655514717102,0.3519687664879244,0.3469350690076975,0.07610935717821121,0.674498438835144,0.0001
6,0.23822200583014594,0.6550123836420679,0.4272131621837616,0.5305935740470886,0.34270848910238333,0.35999888918457407,0.10053631663322449,0.6632409691810608,0.0001
7,0.22932937417261126,0.6723552688125073,0.45040592551231384,0.5186171531677246,0.3482121566650782,0.35848833532518093,0.0802188441157341,0.6683187484741211,0.0001
8,0.22100703457470988,0.6885054961947313,0.4725506901741028,0.5072721242904663,0.35435991270955225,0.3548681041284856,0.06391815096139908,0.6744917035102844,0.0001
9,0.20299696488109725,0.7211972838089327,0.518585741519928,0.48098406195640564,0.3519364044210556,0.35495915381576043,0.0749921128153801,0.6724362969398499,5e-05
10,0.19646761871781632,0.7326526431413819,0.5352908372879028,0.4718143045902252,0.3562884428013965,0.34364237030180655,0.06474919617176056,0.679557204246521,5e-05
11,0.19118001357494568,0.742018392387119,0.5491020083427429,0.4645547568798065,0.3599657843959309,0.35009211982912064,0.052765361964702606,0.682748019695282,5e-05
12,0.18655147871499916,0.7500966903786709,0.5612723231315613,0.45830944180488586,0.36016868577389616,0.3478866602073366,0.05175366625189781,0.6834222674369812,5e-05
13,0.18237143259467103,0.7572633240214969,0.5721448063850403,0.45268380641937256,0.36787081413574363,0.3323269892386086,0.026788434013724327,0.692384660243988,5e-05
14,0.17854537753459024,0.7640023402176925,0.5824728608131409,0.44732269644737244,0.35737134924267194,0.3424946545988258,0.058010198175907135,0.6799579858779907,5e-05
15,0.168975593824199,0.779356592766413,0.6060879230499268,0.4331567883491516,0.36328203298726774,0.3361419178048144,0.041534557938575745,0.6872716546058655,2.5e-05
16,0.16546072190467656,0.7851944769525313,0.6152304410934448,0.4282517433166504,0.3682029755607163,0.33491981962263123,0.025101782754063606,0.6936757564544678,2.5e-05
17,0.16304110998567964,0.7890304886325978,0.6212916970252991,0.4245081841945648,0.370387384026064,0.33417943545081225,0.021482951939105988,0.6961598992347717,2.5e-05
18,0.16070429126639046,0.792842076016333,0.6273525357246399,0.4213699698448181,0.3688438523623903,0.3326397952495931,0.02627990022301674,0.6947033405303955,2.5e-05
19,0.15818447838520105,0.797018531700801,0.6340189576148987,0.4180932343006134,0.36823783718372244,0.3241896197500184,0.028427110984921455,0.6943665146827698,2.5e-05
20,0.15630431057651473,0.7999251530712795,0.638726532459259,0.415126770734787,0.3765614931192775,0.326092362109032,0.005685084965080023,0.7053731083869934,2.5e-05
21,0.15117832987774515,0.8080230112083729,0.6516611576080322,0.40765586495399475,0.37154731429453847,0.32895498670110745,0.01673288084566593,0.696887195110321,1.25e-05
22,0.14956098399815143,0.8104756175275056,0.6556398272514343,0.40515759587287903,0.3738540870770672,0.3315036788993432,0.011147241108119488,0.7001011371612549,1.25e-05
