comparison,control,candidate,split,pathway,metric,control_value,candidate_value,delta_candidate_better
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,E2F_Targets,pcc,0.6021705511458177,0.5830562790130773,-0.019114272132740417
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,E2F_Targets,ccc,0.3926874262871097,0.43287922274082696,0.04019179645371729
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,E2F_Targets,z_rmse,0.8249077451591121,0.7587223119917376,0.06618543316737457
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,E2F_Targets,ssim,0.41114096942410566,0.437129275114057,0.025988305689951363
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,E2F_Targets,abs_moran_delta,0.15785622263463434,0.16475168463079343,-0.006895461996159091
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,G2M_Checkpoint,pcc,0.6504166735512908,0.6413773307447835,-0.009039342806507311
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,G2M_Checkpoint,ccc,0.370347924731144,0.3611799278739971,-0.009167996857146865
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,G2M_Checkpoint,z_rmse,1.0943834526789462,1.0948865346126824,-0.0005030819337361603
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,G2M_Checkpoint,ssim,0.42130791189625444,0.4143304130176052,-0.006977498878649235
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,G2M_Checkpoint,abs_moran_delta,0.140527021449662,0.1481828271342429,-0.0076558056845809075
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Mitotic_Spindle,pcc,0.607067243442523,0.6051592666241552,-0.0019079768183678514
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Mitotic_Spindle,ccc,0.37485758441231715,0.3800749285397606,0.005217344127443457
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Mitotic_Spindle,z_rmse,1.0362971413420752,1.019018877542887,0.017278263799188176
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Mitotic_Spindle,ssim,0.40873695658242837,0.41332677581596955,0.004589819233541181
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Mitotic_Spindle,abs_moran_delta,0.11145728922014264,0.10267589290017226,0.00878139631997038
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Unfolded_Protein_Response,pcc,0.5706438593985745,0.5794104721799506,0.008766612781376026
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Unfolded_Protein_Response,ccc,0.3857742156345769,0.3987564262961258,0.012982210661548865
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Unfolded_Protein_Response,z_rmse,0.6743601018539248,0.6766369754371109,-0.0022768735831860676
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Unfolded_Protein_Response,ssim,0.3214073761419507,0.3029644383914218,-0.01844293775052891
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Unfolded_Protein_Response,abs_moran_delta,0.17525156412376452,0.17100940784961038,0.004242156274154141
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,mTOR_Signaling,pcc,0.648115128320547,0.6321764148137003,-0.015938713506846613
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,mTOR_Signaling,ccc,0.5749907886104223,0.5701259680920051,-0.00486482051841719
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,mTOR_Signaling,z_rmse,0.5204661778274398,0.529440945633242,-0.008974767805802197
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,mTOR_Signaling,ssim,0.3661505394799197,0.3407956732499156,-0.025354866230004103
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,mTOR_Signaling,abs_moran_delta,0.025999859500052847,0.027943248350779715,-0.0019433888507268682
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Interferon_Alpha,pcc,0.20932015334065684,0.17360595886313546,-0.03571419447752139
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Interferon_Alpha,ccc,0.0559134734491635,0.048564913773491175,-0.007348559675672328
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Interferon_Alpha,z_rmse,1.150906101974695,1.1280965321348524,0.022809569839842503
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Interferon_Alpha,ssim,-0.12307036753817294,-0.0989095817006344,0.024160785837538543
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Interferon_Alpha,abs_moran_delta,0.306340344463761,0.29893016552470597,0.007410178939055045
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Angiogenesis,pcc,0.6413749324473383,0.6160554509194135,-0.025319481527924848
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Angiogenesis,ccc,0.5247685227145684,0.4879860108557962,-0.03678251185877224
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Angiogenesis,z_rmse,0.8748019700136933,0.8958074550332137,-0.021005485019520376
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Angiogenesis,ssim,-0.05783863700219697,-0.0587819067053168,-0.0009432697031198298
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Angiogenesis,abs_moran_delta,0.09385825487637356,0.1355871337945746,-0.04172887891820104
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Apoptosis,pcc,0.42556412479231337,0.4185267475147487,-0.007037377277564649
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Apoptosis,ccc,0.3357628722129514,0.31651631728639074,-0.01924655492656069
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Apoptosis,z_rmse,0.6291958993130659,0.6448068513499163,-0.015610952036850478
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Apoptosis,ssim,0.1959818169924494,0.19182023413651192,-0.0041615828559374846
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,Apoptosis,abs_moran_delta,0.032844362949487116,0.01822130264671762,0.014623060302769497
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,TNF_Signaling,pcc,0.29827433165095085,0.32219265680893855,0.023918325157987697
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,TNF_Signaling,ccc,0.22004976546139784,0.21929629147039362,-0.0007534739910042276
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,TNF_Signaling,z_rmse,0.7447434475974707,0.7547539457558354,-0.010010498158364745
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,TNF_Signaling,ssim,0.19520810459488747,0.17469815877172767,-0.020509945823159792
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,TNF_Signaling,abs_moran_delta,0.07902048166335762,0.1053254907923134,-0.02630500912895578
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,ECM_Organization,pcc,0.7305805694927303,0.7193018344236803,-0.011278735069049972
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,ECM_Organization,ccc,0.720019712531626,0.6972411157224375,-0.02277859680918848
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,ECM_Organization,z_rmse,0.44357264042323624,0.4613666130534803,-0.01779397263024407
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,ECM_Organization,ssim,0.7154302674230615,0.6859867157176205,-0.029443551705440996
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,external_test,ECM_Organization,abs_moran_delta,0.15407557612925488,0.1593537327947988,-0.005278156665543932
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tls,pcc,0.7567795709879062,0.7507505047739719,-0.0060290662139342865
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tls,ccc,0.704942518194753,0.7025395336775407,-0.0024029845172122144
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tls,z_rmse,0.54383434080258,0.5480789909212637,-0.0042446501186836905
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tls,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tls,abs_moran_delta,0.1427172211519874,0.13469276314818895,0.008024458003798446
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tgfb,pcc,0.5336644663248403,0.5309159203258575,-0.0027485459989827765
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tgfb,ccc,0.4270602207011929,0.42813516745842883,0.0010749467572359062
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tgfb,z_rmse,0.6590087541702895,0.6590387853065386,-3.0031136249109025e-05
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tgfb,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,tgfb,abs_moran_delta,0.197368977865141,0.21518248136962895,-0.01781350350448796
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,emt,pcc,0.7193214677732394,0.7164283087975288,-0.002893158975710519
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,emt,ccc,0.68176181217755,0.6763975507005705,-0.005364261476979548
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,emt,z_rmse,0.5956211138064242,0.6027148221964911,-0.007093708390066844
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,emt,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,emt,abs_moran_delta,0.18727908028227755,0.1909356654989597,-0.003656585216682162
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,hypoxia,pcc,0.6604707226697057,0.6620377405221538,0.0015670178524480605
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,hypoxia,ccc,0.6072885995457864,0.609554698485642,0.002266098939855632
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,hypoxia,z_rmse,0.6272355584420835,0.6280818883689274,-0.0008463299268439695
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,hypoxia,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,hypoxia,abs_moran_delta,0.15050308768111334,0.13992992533385842,0.010573162347254916
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mhc,pcc,0.450799317997463,0.4382714489996,-0.012527868997862956
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mhc,ccc,0.36865962069979824,0.3492073503764128,-0.019452270323385423
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mhc,z_rmse,0.5935831682491192,0.5976136653414704,-0.0040304970923512595
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mhc,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mhc,abs_moran_delta,0.27884100855392185,0.2597123554693684,0.01912865308455347
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,icp,pcc,0.4687785792646486,0.4667894004966955,-0.001989178767953126
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,icp,ccc,0.38666397289502763,0.39755546479654486,0.010891491901517225
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,icp,z_rmse,0.8953852520788922,0.9027794793344706,-0.007394227255578367
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,icp,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,icp,abs_moran_delta,0.254745576970627,0.2634497798019851,-0.008704202831358088
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,ifng,pcc,0.45780174410732943,0.44275208026210583,-0.015049663845223604
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,ifng,ccc,0.3864136020720285,0.37028013702698365,-0.01613346504504487
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,ifng,z_rmse,0.7476070487430765,0.7537394555708649,-0.0061324068277883725
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,ifng,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,ifng,abs_moran_delta,0.09923267818774399,0.10770491859903275,-0.008472240411288759
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,toxic,pcc,0.5761372047724621,0.595854837444414,0.019717632671951923
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,toxic,ccc,0.5031447721707031,0.5290220412820785,0.025877269111375445
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,toxic,z_rmse,0.7638378392536423,0.7526524724112091,0.011185366842433209
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,toxic,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,toxic,abs_moran_delta,0.19566705366929718,0.20902985714756542,-0.013362803478268237
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Glycolysis,pcc,0.7488509471423981,0.7416348325149299,-0.007216114627468184
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Glycolysis,ccc,0.7069165084351575,0.6971547158344612,-0.009761792600696317
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Glycolysis,z_rmse,0.528068487113567,0.5362391570831139,-0.008170669969546851
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Glycolysis,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Glycolysis,abs_moran_delta,0.09032650867118093,0.08409271856777063,0.006233790103410297
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Inflammatory_Response,pcc,0.694787803911439,0.7023192619442263,0.007531458032787319
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Inflammatory_Response,ccc,0.5999395467954839,0.6117160723839378,0.011776525588453879
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Inflammatory_Response,z_rmse,0.634456569691932,0.6266652520053972,0.007791317686534738
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Inflammatory_Response,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Inflammatory_Response,abs_moran_delta,0.07993610151793316,0.08830711178086102,-0.008371010262927858
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,IL6_JAK_STAT3,pcc,0.7016997442300396,0.6944106413131551,-0.007289102916884449
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,IL6_JAK_STAT3,ccc,0.6477806269339291,0.6352185196926173,-0.012562107241311793
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,IL6_JAK_STAT3,z_rmse,0.5148013471691878,0.5153077942692103,-0.0005064471000224557
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,IL6_JAK_STAT3,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,IL6_JAK_STAT3,abs_moran_delta,0.11578334325953073,0.10716299692416091,0.008620346335369816
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,P53_Pathway,pcc,0.5972162995412656,0.5890617264683891,-0.008154573072876592
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,P53_Pathway,ccc,0.5494849422661979,0.5378295718480988,-0.011655370418099165
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,P53_Pathway,z_rmse,0.6257270620396936,0.6260509129986603,-0.00032385095896669824
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,P53_Pathway,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,P53_Pathway,abs_moran_delta,0.2820666661228321,0.2761419957190178,0.0059246704038142806
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,DNA_Damage_Response,pcc,0.5825884817297295,0.5830762814907177,0.00048779976098811684
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,DNA_Damage_Response,ccc,0.47425588664871904,0.47968558883210816,0.005429702183389118
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,DNA_Damage_Response,z_rmse,0.6831766936363904,0.6863357917424389,-0.003159098106048419
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,DNA_Damage_Response,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,DNA_Damage_Response,abs_moran_delta,0.2553451377788678,0.26902074754653743,-0.013675609767669628
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Complement,pcc,0.740470053875934,0.738062683633365,-0.0024073702425689847
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Complement,ccc,0.6826747142687246,0.6716344359131057,-0.011040278355618938
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Complement,z_rmse,0.6362635134239061,0.648434066017783,-0.012170552593876893
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Complement,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Complement,abs_moran_delta,0.1043827994687311,0.09780176806399221,0.006581031404738882
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Coagulation,pcc,0.6915099991927579,0.6957715181875151,0.004261518994757241
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Coagulation,ccc,0.6300685921007765,0.6363244199332208,0.006255827832444272
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Coagulation,z_rmse,0.6881597684658427,0.6907925157401592,-0.002632747274316505
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Coagulation,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Coagulation,abs_moran_delta,0.1786610713642772,0.1900309335955445,-0.011369862231267291
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Oxidative_Phosphorylation,pcc,0.8270247406118612,0.823932644269798,-0.0030920963420631997
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Oxidative_Phosphorylation,ccc,0.8075806323284764,0.8079139462699865,0.00033331394151003835
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Oxidative_Phosphorylation,z_rmse,0.42527730361805194,0.43164581191804013,-0.006368508299988196
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Oxidative_Phosphorylation,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Oxidative_Phosphorylation,abs_moran_delta,0.08145218139352361,0.07773317953758581,0.0037190018559378063
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Reactive_Oxygen_Species,pcc,0.46897750370010843,0.46744023195504414,-0.0015372717450642948
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Reactive_Oxygen_Species,ccc,0.399303124041146,0.39413197291404556,-0.005171151127100426
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Reactive_Oxygen_Species,z_rmse,0.7417500143639724,0.7399834515927132,0.0017665627712591947
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Reactive_Oxygen_Species,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Reactive_Oxygen_Species,abs_moran_delta,0.326999613268183,0.30836345466625636,0.018636158601926633
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Wound_Healing,pcc,0.8139227637662778,0.8114808231900061,-0.002441940576271673
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Wound_Healing,ccc,0.7760761927492451,0.7699667066716964,-0.006109486077548687
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Wound_Healing,z_rmse,0.49800428963393584,0.5005374734124985,-0.0025331837785627087
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Wound_Healing,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Wound_Healing,abs_moran_delta,0.10047654120473125,0.10686725717174671,-0.006390715967015459
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Fibrosis,pcc,0.8493153168279114,0.8471954293218599,-0.002119887506051521
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Fibrosis,ccc,0.8171446701292738,0.8155456869779648,-0.0015989831513090191
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Fibrosis,z_rmse,0.4792619774369056,0.47529966690900977,0.003962310527895807
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Fibrosis,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Fibrosis,abs_moran_delta,0.08480774658766033,0.08896288334606299,-0.004155136758402664
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,MYC_Targets,pcc,0.8316647388357039,0.8278113514480827,-0.003853387387621199
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,MYC_Targets,ccc,0.8018930907773512,0.7991363090801274,-0.002756781697223709
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,MYC_Targets,z_rmse,0.42535494835369847,0.42828914856118877,-0.0029342002074903006
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,MYC_Targets,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,MYC_Targets,abs_moran_delta,0.07679103570444297,0.0730957195129058,0.003695316191537165
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,E2F_Targets,pcc,0.7376981561681235,0.7303493944620348,-0.007348761706088669
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,E2F_Targets,ccc,0.6905329481461813,0.6803583237925843,-0.01017462435359695
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,E2F_Targets,z_rmse,0.5692808789355106,0.5841612828912113,-0.014880403955700672
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,E2F_Targets,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,E2F_Targets,abs_moran_delta,0.10964089556341916,0.11085667415925615,-0.0012157785958369915
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,G2M_Checkpoint,pcc,0.7165203674430701,0.7201589901569561,0.0036386227138859306
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,G2M_Checkpoint,ccc,0.6608545216431351,0.6542313369650139,-0.0066231846781211745
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,G2M_Checkpoint,z_rmse,0.5896297173003272,0.5896128315449563,1.688575537095449e-05
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,G2M_Checkpoint,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,G2M_Checkpoint,abs_moran_delta,0.1106261524308431,0.11352750572784474,-0.002901353297001641
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Mitotic_Spindle,pcc,0.6960070132113608,0.6905870159335267,-0.005419997277834154
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Mitotic_Spindle,ccc,0.6388457082362967,0.621228095679738,-0.017617612556558693
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Mitotic_Spindle,z_rmse,0.6083472558344304,0.615131172471306,-0.006783916636875609
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Mitotic_Spindle,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Mitotic_Spindle,abs_moran_delta,0.1411664737225209,0.1293015835033676,0.011864890219153296
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Unfolded_Protein_Response,pcc,0.6129357508816105,0.6148481123364156,0.0019123614548051115
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Unfolded_Protein_Response,ccc,0.5507276508368438,0.5515598577842186,0.0008322069473747362
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Unfolded_Protein_Response,z_rmse,0.5738487019150837,0.5691760401244504,0.0046726617906333034
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Unfolded_Protein_Response,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Unfolded_Protein_Response,abs_moran_delta,0.270932171418121,0.2631000791765558,0.00783209224156517
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mTOR_Signaling,pcc,0.6884332993727902,0.6868675896826384,-0.0015657096901517953
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mTOR_Signaling,ccc,0.6497574309189728,0.6413502175271578,-0.008407213391814938
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mTOR_Signaling,z_rmse,0.5684952494692878,0.5712890240409652,-0.0027937745716773987
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mTOR_Signaling,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,mTOR_Signaling,abs_moran_delta,0.26055714900081767,0.25023956779560397,0.0103175812052137
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Interferon_Alpha,pcc,0.595548355921238,0.5898968981650116,-0.005651457756226441
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Interferon_Alpha,ccc,0.5553632574958521,0.5492761528665989,-0.006087104629253215
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Interferon_Alpha,z_rmse,0.5557499637809259,0.5613241222619286,-0.005574158481002733
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Interferon_Alpha,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Interferon_Alpha,abs_moran_delta,0.12521085456447514,0.1394016903430671,-0.014190835778591954
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Angiogenesis,pcc,0.7644376530235834,0.770071015634395,0.005633362610811599
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Angiogenesis,ccc,0.719398699459764,0.7063126369777267,-0.013086062482037253
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Angiogenesis,z_rmse,0.604530187201258,0.6037245867016064,0.0008056004996515043
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Angiogenesis,ssim,,,
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Angiogenesis,abs_moran_delta,0.09660180643041782,0.09428955031106928,0.0023122561193485436
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Apoptosis,pcc,0.5252562706695116,0.516189044492172,-0.009067226177339682
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Apoptosis,ccc,0.4588243405748231,0.43734547901118465,-0.02147886156363843
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Apoptosis,z_rmse,0.6012936455300367,0.604203227552743,-0.002909582022706303
lora_s0_vs_lora_dropout10,lora_s0,lora_dropout10,internal_val,Apoptosis,ssim,,,
