experiment,arm,evidence_status,split,comparison_split,metric,mean,median,q1,q3,iqr,min,max,valid_pathways,baseline,fbr_mean,delta_candidate_better,delta_definition
huber_mse,MSE,accepted,external_test,external_xzy,ccc,0.3988582106489392,0.3847409685907094,0.2980295117282048,0.5146516843892189,0.21662217266101413,0.06091711884792773,0.7563415047764924,30,w007_fbr,0.3988582103332689,3.156703232143343e-10,candidate_mean-FBR_mean (positive=candidate_better)
huber_mse,MSE,accepted,external_test,external_xzy,nrmse_sigma_train,0.7672245655248499,0.7238223811227369,0.5363426120364645,0.9076907087668634,0.3713480967303989,0.3788674077510145,1.4482992421400633,30,w007_fbr,0.7672245654708524,-5.399747315948389e-11,FBR_mean-candidate_mean (positive=candidate_better)
huber_mse,MSE,accepted,external_test,external_xzy,pcc,0.5193862066831609,0.5601192515031256,0.3915032701670285,0.6366340743357597,0.24513080416873118,0.15060565009818044,0.7854307075114229,30,w007_fbr,0.519386206636611,4.6549986087995876e-11,candidate_mean-FBR_mean (positive=candidate_better)
huber_mse,MSE,accepted,external_test,external_xzy,raw_mae,1176.2113741177366,1111.0687692562858,859.1078316741526,1354.1110805245016,495.003248850349,425.5612409317337,2058.5854300959595,30,w007_fbr,1176.211373424824,-6.929126357135829e-07,FBR_mean-candidate_mean (positive=candidate_better)
huber_mse,MSE,accepted,external_test,external_xzy,raw_r2,-0.08801664087970794,0.08679702537326806,-0.27597119147175175,0.2909007001769064,0.5668718916486581,-2.6751053829709606,0.6128963318582452,30,w007_fbr,-0.08801664134310691,4.6339897197267277e-10,candidate_mean-FBR_mean (positive=candidate_better)
huber_mse,MSE,accepted,external_test,external_xzy,ssim,,,,,,,,0,w007_fbr,0.3093753110282321,,candidate_mean-FBR_mean (positive=candidate_better)
huber_mse,MSE,accepted,external_test,external_xzy,z_mae,0.6191226727714151,0.6125887088465544,0.4197467151324591,0.7421625528239244,0.3224158376914653,0.19265375588229064,1.1779072687874879,30,w007_fbr,0.6191226720887658,-6.826492704448128e-10,FBR_mean-candidate_mean (positive=candidate_better)
huber_mse,MSE,accepted,external_test,external_xzy,z_rmse,0.7672245655248499,0.7238223811227371,0.5363426120364645,0.9076907087668635,0.37134809673039904,0.3788674077510145,1.4482992421400631,30,w007_fbr,0.7672245654708524,-5.399747315948389e-11,FBR_mean-candidate_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,abs_moran_delta,0.1162635807482984,0.10400069184624283,0.030919349744460825,0.16340219667179479,0.13248284692733397,0.007975289672815633,0.3632763554760925,30,w007_fbr,0.10762428980820607,-0.008639290940092331,FBR_mean-candidate_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,ccc,0.37996169443596073,0.358745835160989,0.2857084770762258,0.5056402792465801,0.21993180217035424,0.048564913773491175,0.7311692299728249,30,w007_fbr,0.3988582103332689,-0.018896515897308175,candidate_mean-FBR_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,nrmse_sigma_train,0.7841061214955223,0.7526882048149747,0.5568468408849099,0.9198060354718849,0.362959194586975,0.3907070854348975,1.4528708030935749,30,w007_fbr,0.7672245654708524,-0.016881556024669897,FBR_mean-candidate_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,pcc,0.4972635078147471,0.5252662638854078,0.3805981919628377,0.6159654895139064,0.23536729755106872,0.11826299332511381,0.765516877769101,30,w007_fbr,0.519386206636611,-0.02212269882186385,candidate_mean-FBR_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,raw_mae,1210.0803995424824,1153.1978302187754,875.1468975496718,1370.3927977854883,495.2459002358164,432.1929201647444,2080.5092082771794,30,w007_fbr,1176.211373424824,-33.86902611765845,FBR_mean-candidate_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,raw_r2,-0.12927501606935843,0.03381114924388223,-0.3547259889337754,0.21760072634656435,0.5723267152803397,-2.5897571385790994,0.5842570224053047,30,w007_fbr,-0.08801664134310691,-0.04125837472625152,candidate_mean-FBR_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,ssim,0.2895603936848108,0.2636304334424934,0.16584353979473324,0.43142955958994406,0.2655860197952108,-0.0989095817006344,0.6859867157176205,30,w007_fbr,0.3093753110282321,-0.019814917343421334,candidate_mean-FBR_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,z_mae,0.6348630095047433,0.6248248795268045,0.4365048738354187,0.7499802211955511,0.3134753473601324,0.19565595107574593,1.139283594171463,30,w007_fbr,0.6191226720887658,-0.015740337415977468,FBR_mean-candidate_mean (positive=candidate_better)
lora_dropout10,LoRA_dropout10,accepted_smoke,external_test,external_xzy,z_rmse,0.7841061214955224,0.7526882048149746,0.5568468408849099,0.9198060354718849,0.362959194586975,0.3907070854348975,1.4528708030935749,30,w007_fbr,0.7672245654708524,-0.016881556024670008,FBR_mean-candidate_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,abs_moran_delta,0.1079198869946064,0.08845088894147016,0.027097959681261427,0.15691106100828947,0.12981310132702806,0.0010622717329039633,0.3409587101828234,30,w007_fbr,0.10762428980820607,-0.0002955971864003343,FBR_mean-candidate_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,ccc,0.38245700327648435,0.3640229157187457,0.2714151771628437,0.5194463779708917,0.24803120080804797,0.0559134734491635,0.720019712531626,30,w007_fbr,0.3988582103332689,-0.01640120705678455,candidate_mean-FBR_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,nrmse_sigma_train,0.7876187508349078,0.749886894450787,0.549468187273944,0.946679534397181,0.397211347123237,0.3746154641949545,1.4412564806389174,30,w007_fbr,0.7672245654708524,-0.02039418536405546,FBR_mean-candidate_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,pcc,0.507205144392427,0.5418881403356346,0.382632247996177,0.6389583281989709,0.2563260802027939,0.16506189785736297,0.7736800144520635,30,w007_fbr,0.519386206636611,-0.012181062244183916,candidate_mean-FBR_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,raw_mae,1215.2806783291696,1149.7316860578426,883.487041542011,1414.6153783758225,531.1283368338115,376.1294468352793,2067.3562123558695,30,w007_fbr,1176.211373424824,-39.0693049043457,FBR_mean-candidate_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,raw_r2,-0.1449111559675217,0.03596203612370624,-0.29004049673123133,0.2586611828614186,0.5487016795926499,-2.7363910642837888,0.5640131313669601,30,w007_fbr,-0.08801664134310691,-0.05689451462441478,candidate_mean-FBR_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,ssim,0.29875857915759163,0.2699864151728978,0.16805459897332353,0.4187661762782172,0.2507115773048937,-0.12307036753817294,0.7154302674230615,30,w007_fbr,0.3093753110282321,-0.010616731870640495,candidate_mean-FBR_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,z_mae,0.6385373984746009,0.6231559578320981,0.4343852783166747,0.7607092721423003,0.32632399382562566,0.1702757292278152,1.1801869961076996,30,w007_fbr,0.6191226720887658,-0.01941472638583508,FBR_mean-candidate_mean (positive=candidate_better)
lora_s0,S0,accepted_smoke,external_test,external_xzy,z_rmse,0.7876187508349078,0.749886894450787,0.549468187273944,0.946679534397181,0.397211347123237,0.3746154641949545,1.4412564806389176,30,w007_fbr,0.7672245654708524,-0.02039418536405546,FBR_mean-candidate_mean (positive=candidate_better)
lora_s1,S1,accepted_smoke,external_test,external_xzy,abs_moran_delta,0.11575591437991098,0.10820435406381906,0.02820026017330285,0.16597017814704515,0.1377699179737423,0.0006079343522191749,0.3272674491376829,30,w007_fbr,0.10762428980820607,-0.00813162457170491,FBR_mean-candidate_mean (positive=candidate_better)
lora_s1,S1,accepted_smoke,external_test,external_xzy,ccc,0.38218745812383015,0.36313711020885864,0.28172575040188086,0.5092412429806539,0.22751549257877302,0.04879102212860484,0.7335026470644572,30,w007_fbr,0.3988582103332689,-0.016670752209438755,candidate_mean-FBR_mean (positive=candidate_better)
lora_s1,S1,accepted_smoke,external_test,external_xzy,nrmse_sigma_train,0.7841854970168227,0.7620462164554379,0.5466050911450381,0.9417265320747661,0.395121440929728,0.38950690540860194,1.4550158557313742,30,w007_fbr,0.7672245654708524,-0.016960931545970337,FBR_mean-candidate_mean (positive=candidate_better)
lora_s1,S1,accepted_smoke,external_test,external_xzy,pcc,0.49523989251943357,0.5255874639831777,0.3864355416835941,0.6121416788024617,0.2257061371188676,0.12037379747856046,0.760693200701128,30,w007_fbr,0.519386206636611,-0.02414631411717738,candidate_mean-FBR_mean (positive=candidate_better)
lora_s1,S1,accepted_smoke,external_test,external_xzy,raw_mae,1206.826624521213,1156.621031432428,886.2078460443573,1372.3886011492204,486.1807551048631,414.59827619456024,2040.4448545997725,30,w007_fbr,1176.211373424824,-30.615251096389102,FBR_mean-candidate_mean (positive=candidate_better)
lora_s1,S1,accepted_smoke,external_test,external_xzy,raw_r2,-0.1358916119550982,0.04345342369497046,-0.339375971864767,0.24720438661694039,0.5865803584817073,-2.780192476067635,0.5784109346998632,30,w007_fbr,-0.08801664134310691,-0.04787497061199128,candidate_mean-FBR_mean (positive=candidate_better)
