epoch,train_loss,train_mae,train_r2,train_pcc,val_loss,val_mae,val_r2,val_pcc,lr
1,0.32476223361576567,0.64933180809021,0.10730495303869247,0.3467233468024686,0.36716617253338324,0.7251602411270142,0.12210141122341156,0.35329615981163126,3e-05
2,0.3028752119591816,0.6144769191741943,0.1851280778646469,0.4374652852702121,0.3643325972341098,0.7203551530838013,0.12801146507263184,0.36347741663839245,3e-05
3,0.29100464706482804,0.5978485345840454,0.2083096206188202,0.4623738993594466,0.36195997285824644,0.7179999947547913,0.13549621403217316,0.37225800647166174,3e-05
4,0.2874821027159034,0.5914059281349182,0.22542405128479004,0.4800147379908454,0.3632754915662188,0.7195890545845032,0.1281721442937851,0.36444550378606905,3e-05
5,0.28424579259169375,0.586743950843811,0.2378377765417099,0.4927098125434257,0.3632795903703393,0.7197478413581848,0.13128075003623962,0.3719164257113489,3e-05
6,0.2828300857431395,0.583044707775116,0.24829372763633728,0.5030568065909079,0.3610692972901464,0.7169485688209534,0.1353294998407364,0.3751625252910991,3e-05
7,0.2775565420521422,0.5764999389648438,0.2565210163593292,0.510989706030345,0.36281588834048106,0.7192111611366272,0.13179904222488403,0.37065150033072597,3e-05
8,0.2760804070908661,0.5738980770111084,0.26650774478912354,0.5204296241471299,0.3650143161952176,0.7202318906784058,0.12137725204229355,0.36110093991046294,3e-05
9,0.27488698106314796,0.571063756942749,0.274975448846817,0.5284865483408941,0.3627709594725589,0.718309223651886,0.12940716743469238,0.37121829581211024,3e-05
10,0.26976293076876107,0.5647766590118408,0.2820870578289032,0.5349111337286377,0.3648260533429433,0.7202752828598022,0.1219550147652626,0.3661455283412957,3e-05
11,0.26579629724228315,0.5599473714828491,0.2839277982711792,0.5365907475179207,0.3639309738752458,0.7195303440093994,0.12647849321365356,0.3696535063003267,3e-05
12,0.2663595115313091,0.5593158602714539,0.29440179467201233,0.5462210639398103,0.3698245743900332,0.7251630425453186,0.10885124653577805,0.3525467698628102,3e-05
13,0.2655475643045034,0.557361900806427,0.30237680673599243,0.5534451226350386,0.36842891857556526,0.7241411209106445,0.11132624745368958,0.35447362506636104,1.5e-05
14,0.2583885621264823,0.5487982034683228,0.3066655993461609,0.557057795788369,0.37064156879208227,0.7268818616867065,0.10602119565010071,0.34923409482446505,1.5e-05
15,0.2621909205154769,0.5525615215301514,0.3124079406261444,0.5625103125188488,0.368531541051412,0.7248519062995911,0.11281149089336395,0.35963995443715785,1.5e-05
16,0.2566039844069492,0.5460372567176819,0.3136190176010132,0.5633723389840714,0.3689603750713019,0.7257786989212036,0.11342086642980576,0.35596498170710306,1.5e-05
17,0.25671924738598845,0.5458094477653503,0.3188129663467407,0.5678181551826998,0.3690555602745549,0.7264686226844788,0.11269709467887878,0.35350657407899017,1.5e-05
18,0.2534881259023815,0.5419279932975769,0.3205336034297943,0.5693856939648413,0.37221205759243137,0.7294209003448486,0.10264604538679123,0.34755919496954457,1.5e-05
19,0.2508465300668046,0.5377889275550842,0.32987552881240845,0.5772529185940976,0.3697907229594109,0.7259177565574646,0.10893751680850983,0.3534897837260385,7.5e-06
20,0.25131245671436603,0.5380080342292786,0.3314306437969208,0.5787197807398942,0.3701900857067984,0.7263510823249817,0.10714907199144363,0.35344241343890415,7.5e-06
21,0.24833012953177858,0.5349576473236084,0.33373308181762695,0.5806575167488723,0.36989601095983893,0.7263479828834534,0.10964463651180267,0.3544115801015091,7.5e-06
22,0.2519490917211063,0.5382847189903259,0.3346576392650604,0.5815335944490703,0.3719602800063498,0.7286350727081299,0.10234443098306656,0.34599232439670957,7.5e-06
23,0.2510194311359565,0.5371915102005005,0.33567535877227783,0.5825902024759255,0.37071670385367045,0.7272336483001709,0.1069563776254654,0.35212916171486996,7.5e-06
24,0.2443198915028741,0.5301288366317749,0.33942911028862,0.5854827072347863,0.3734898470773719,0.7302638292312622,0.09877803921699524,0.34934627746896096,7.5e-06
25,0.2505714875755115,0.5357059836387634,0.345489501953125,0.5907727505831705,0.372324405077861,0.7294328808784485,0.10188143700361252,0.3448377348654678,3.75e-06
26,0.24743783267626698,0.5323794484138489,0.34448572993278503,0.5898604987781056,0.372721414848626,0.7299244999885559,0.10164284706115723,0.3466254876565619,3.75e-06
