epoch,train_loss,train_mae,train_r2,train_pcc,val_loss,val_mae,val_r2,val_pcc,lr
1,0.42421063780784607,0.8070629239082336,-0.03428344056010246,0.0003304585712603422,0.38846150040626526,0.7545921206474304,0.0005209167720749974,0.05577785571042591,0.0001
2,0.4157559871673584,0.7943248748779297,-0.021732712164521217,0.017876188880465747,0.38348206877708435,0.7441850900650024,0.0017637391574680805,0.08126376414146767,0.0001
3,0.41061145067214966,0.7854287028312683,-0.01695028506219387,0.032704085922270816,0.3809712529182434,0.7385396361351013,0.0006779909017495811,0.09751771292602235,0.0001
4,0.4065172076225281,0.7783373594284058,-0.012523218058049679,0.05352057595829172,0.378634512424469,0.7336658239364624,0.001958606531843543,0.11679067967213486,0.0001
5,0.4039555788040161,0.7732277512550354,-0.011268270201981068,0.06576105060608343,0.3754916787147522,0.7279049754142761,0.007318653631955385,0.14380701216803332,0.0001
6,0.4007830321788788,0.7678881287574768,-0.006232583429664373,0.0876173092770226,0.37162262201309204,0.7212720513343811,0.016047079116106033,0.1768953179448082,0.0001
7,0.39767616987228394,0.7627754807472229,3.5196542739868164e-05,0.1100640515896233,0.367125004529953,0.7136607766151428,0.0274407509714365,0.2132161923306689,0.0001
8,0.3944327235221863,0.7575803995132446,0.0075400411151349545,0.13447746501181435,0.3620953857898712,0.7049387097358704,0.04076399654150009,0.24897026613472142,0.0001
9,0.39043813943862915,0.7516080737113953,0.017950113862752914,0.1649901253630409,0.3567809760570526,0.6953616738319397,0.05517871677875519,0.2799607179023419,0.0001
10,0.3866245746612549,0.7456826567649841,0.028002558276057243,0.1921724418095657,0.3515309989452362,0.6855258941650391,0.0695258304476738,0.30426026873145284,0.0001
11,0.38235318660736084,0.738970160484314,0.03933431953191757,0.2204166048862681,0.3468092381954193,0.6761930584907532,0.08248027414083481,0.32175523371928627,0.0001
12,0.37829625606536865,0.7324457168579102,0.050053637474775314,0.2443346000933251,0.3430684506893158,0.6679652333259583,0.09276410937309265,0.33347093155639435,0.0001
13,0.3741787374019623,0.7260857224464417,0.061586521565914154,0.267424894981881,0.3405207097530365,0.6613644361495972,0.09972569346427917,0.34113567025023417,0.0001
14,0.37039777636528015,0.720001757144928,0.07127048075199127,0.2845724877827463,0.3391216993331909,0.6572076082229614,0.10362731665372849,0.3463304000974686,0.0001
15,0.36649632453918457,0.7138799428939819,0.08157945424318314,0.302571976185701,0.3385895788669586,0.6550990343093872,0.10561082512140274,0.35022322481213464,0.0001
16,0.3634146749973297,0.7088490128517151,0.08982961624860764,0.3151959222092705,0.3385533094406128,0.6539947986602783,0.1066473200917244,0.35368833217599643,0.0001
17,0.3606826066970825,0.7046453952789307,0.09726305305957794,0.32579156622869304,0.3386896848678589,0.6533946394920349,0.10760392993688583,0.3571664089127689,0.0001
18,0.3578779399394989,0.7004848718643188,0.1051950752735138,0.33685641953694734,0.3388293385505676,0.6530704498291016,0.10880395770072937,0.36061193738805086,0.0001
19,0.35463568568229675,0.6960023045539856,0.11455903947353363,0.349497841773679,0.33888980746269226,0.6528528332710266,0.11006086319684982,0.3640699084970037,0.0001
20,0.3520675003528595,0.6921864151954651,0.12148863822221756,0.35831799874010783,0.33881875872612,0.6526392102241516,0.11113147437572479,0.3676069904374668,0.0001
21,0.34948259592056274,0.6885347366333008,0.1286626160144806,0.3678583100288291,0.33868607878685,0.6525056958198547,0.11172690242528915,0.37099448558938114,0.0001
22,0.3471021056175232,0.6852320432662964,0.13533535599708557,0.37623387567141486,0.3386910855770111,0.6527664661407471,0.11099864542484283,0.37390168769991855,0.0001
23,0.3442440330982208,0.6810890436172485,0.14231766760349274,0.38578519736587463,0.33881649374961853,0.6533022522926331,0.11016368865966797,0.3749010027758601,5e-05
24,0.3429489731788635,0.6791325807571411,0.14585545659065247,0.3906457504711518,0.33898642659187317,0.6540487408638,0.10913704335689545,0.3756690263325428,5e-05
25,0.34215033054351807,0.6780567169189453,0.14779779314994812,0.3931826430843933,0.3391823172569275,0.6549767851829529,0.10809889435768127,0.37626101800346456,5e-05
26,0.3408324420452118,0.6763616800308228,0.15090806782245636,0.3970280359234274,0.3393265902996063,0.6558825969696045,0.10731323063373566,0.37689194875101195,5e-05
27,0.3397204577922821,0.6746308207511902,0.15373244881629944,0.4006404275435402,0.3393598794937134,0.656609833240509,0.10706057399511337,0.3777001721394241,5e-05
28,0.3385021686553955,0.6732645034790039,0.15726692974567413,0.404810316573895,0.33928540349006653,0.6571328639984131,0.10728112608194351,0.37869309944939394,5e-05
29,0.3374365270137787,0.6713959574699402,0.15995141863822937,0.40782939383068517,0.3391691744327545,0.657215416431427,0.1076582744717598,0.37935928278624764,2.5e-05
30,0.33707478642463684,0.6711388826370239,0.16093257069587708,0.4086794099278464,0.33897432684898376,0.6570971012115479,0.10823646932840347,0.38021568515107573,2.5e-05
31,0.3365310728549957,0.6703740358352661,0.1625141203403473,0.4103824243445158,0.3387211263179779,0.6568185687065125,0.10897132754325867,0.38120441844781644,2.5e-05
