mode,pathway,lambda,slope_k,intercept_z_b,intercept_raw_b,baseline_raw_r2,calibrated_raw_r2,delta_raw_r2,baseline_pcc,calibrated_pcc,delta_pcc,pcc_changed,pcc_sign_flipped,baseline_raw_mae,calibrated_raw_mae,delta_raw_mae,fallback_reason
Mode_B_Pathway_Specific_Lambda,P53_Pathway,10.0,1.0009972728383174,-0.0012570062232598253,-2.1079282494830776,-0.2763090352977946,-0.2771668087941004,-0.0008577734963057804,0.5617481612020473,0.5617481612020478,5.551115123125783e-16,False,False,1205.826915503647,1206.2595175092806,0.43260200563372564,none
Mode_B_Pathway_Specific_Lambda,DNA_Damage_Response,10.0,1.0008439632526693,0.002920879969526928,4.2951638383150295,-0.16611754532726208,-0.16046660917907762,0.00565093614818446,0.5041214406174792,0.5041214406174793,1.1102230246251565e-16,False,False,1078.323425727204,1075.267927721162,-3.055498006041944,none
Mode_B_Pathway_Specific_Lambda,Complement,10.0,0.9982113548133289,-0.003314360949755228,-5.792387348342334,-1.694794006752065,-1.7064102731811013,-0.011616266429036237,0.36128576791316236,0.3612857679131624,5.551115123125783e-17,False,False,2058.585426103899,2063.7977881251763,5.212362021277386,none
Mode_B_Pathway_Specific_Lambda,Coagulation,10.0,1.0003115931334277,-0.004301795481649234,-4.276930813265105,0.1324687726026994,0.13189951642211983,-0.0005692561805795693,0.4286053226972293,0.4286053226972295,2.220446049250313e-16,False,False,553.1261609417287,553.3891552297338,0.26299428800507485,none
Mode_B_Pathway_Specific_Lambda,Oxidative_Phosphorylation,10.0,0.9986208903848367,0.0009095963998638287,2.212278614875496,0.6128963380644099,0.6127985786051685,-9.775945924139773e-05,0.7854307111791455,0.7854307111791453,-2.220446049250313e-16,False,False,702.5372076749677,702.521587735548,-0.015619939419707407,none
Mode_B_Pathway_Specific_Lambda,Reactive_Oxygen_Species,10.0,0.9980503885129398,0.0007610018845539267,0.8626222320838397,-0.5280710591823379,-0.5290859453693377,-0.0010148861869998527,0.28059079569286816,0.28059079569286816,0.0,False,False,855.5255749528155,855.9685468002027,0.4429718473871844,none
Mode_B_Pathway_Specific_Lambda,Wound_Healing,10.0,1.0015579333512166,0.0001556134907496642,0.31134021452867655,0.336362170261597,0.336857056663072,0.0004948864014749921,0.6335773292191307,0.6335773292191306,-1.1102230246251565e-16,False,False,808.9291361452321,808.5071513760585,-0.42198476917360495,none
Mode_B_Pathway_Specific_Lambda,Fibrosis,10.0,1.0019052738186762,-0.00017369462061120536,-0.482098771990528,0.512135037285919,0.5122480666862053,0.00011302940028623532,0.7206142753278977,0.7206142753278977,0.0,False,False,1077.3604235216903,1076.7106422953718,-0.6497812263185097,none
Mode_B_Pathway_Specific_Lambda,MYC_Targets,10.0,1.0011560664935977,-0.0008381947617592748,-2.651807604773145,0.4073893825920357,0.40755942566539016,0.00017004307335444224,0.7729682828699457,0.7729682828699458,1.1102230246251565e-16,False,False,982.4016059364344,981.8376673301848,-0.5639386062496214,none
Mode_B_Pathway_Specific_Lambda,E2F_Targets,10.0,1.0019965963468447,-0.0005465730077035284,-1.1070558023922732,0.0011873488603014737,0.002949218430194356,0.0017618695698928821,0.6338882302821978,0.633888230282198,2.220446049250313e-16,False,False,1229.8409829246207,1228.207759868145,-1.6332230564755719,none
