pathway,pcc,r2,mae,rank
ECM_Organization,0.6567484984938583,0.2909079299831506,0.5455192767153673,1
MYC_Targets,0.6527360682159865,0.4193841442511289,0.5991447557157251,2
Oxidative_Phosphorylation,0.6500404796375491,0.418948829509851,0.5891410094668136,3
Fibrosis,0.6204375964078284,0.24581930698630994,0.5602338100582788,4
tls,0.5972343900458568,0.2799809649480357,0.43699329281775523,5
IL6_JAK_STAT3,0.5656960585544276,0.3082139097023022,0.647993376504953,6
Wound_Healing,0.5213821300675273,0.14274587259222626,0.6247237932698192,7
toxic,0.5197243648752663,0.20633297063387435,0.4995751998479134,8
E2F_Targets,0.516204737276467,0.24305314856566185,0.5669698478237891,9
Glycolysis,0.512168698665554,0.25909537975938257,0.6690112142601883,10
emt,0.4832700553850827,0.1239187562365558,0.6107054562654991,11
mTOR_Signaling,0.4667131004318661,0.20946166452018955,0.6338137809407006,12
mhc,0.4469359953280336,0.19722349014293472,0.7415726225645085,13
Angiogenesis,0.43310415216804826,0.1076729681356643,0.6464964641824633,14
G2M_Checkpoint,0.42567411510413017,0.14203197062132855,0.5724359162993673,15
P53_Pathway,0.41044411214178966,0.1543434107346564,0.6657246405557639,16
Mitotic_Spindle,0.40488750643133936,0.1369258398945027,0.5960335995693165,17
hypoxia,0.402782276697344,0.15325593368585577,0.7147240008936498,18
Unfolded_Protein_Response,0.3792932585266698,0.13587782493845735,0.687073255166953,19
Complement,0.34406543817399854,0.07220866276962912,0.6509103090443578,20
DNA_Damage_Response,0.3268554934086908,0.06592351800912832,0.6208436980716945,21
icp,0.3150577199274516,0.06561828962632266,0.4418527683477288,22
Coagulation,0.2540003875158648,-0.014372586691522304,0.7420689411473134,23
Inflammatory_Response,0.24406219147765154,0.0035127898880448205,0.7846055301896232,24
Reactive_Oxygen_Species,0.23954265186634577,0.0500793023139634,0.7242445298885951,25
Apoptosis,0.2136621015743645,0.03468590799463078,0.6768459726572655,26
TNF_Signaling,0.2121602347198603,0.00545369570477372,0.7729901393689003,27
tgfb,0.19393971256221404,0.005212344259862944,0.6603137733835556,28
ifng,0.10676792948999485,-0.034819900573862084,0.6495794678361017,29
Interferon_Alpha,-0.03398751368761604,-0.22996031830276187,0.8554236498599925,30
