pathway,pcc,r2,mae,rank
ECM_Organization,0.6782757800510913,0.41112784761757803,0.5140162664214388,1
MYC_Targets,0.6754194291466099,0.43066472836336633,0.6094867592574199,2
Oxidative_Phosphorylation,0.664003820604967,0.42195985533662694,0.6068393343851788,3
Fibrosis,0.6485777025498615,0.3680010019874923,0.5268859727637665,4
tls,0.6109412753823396,0.27859578465609924,0.4531789424061054,5
IL6_JAK_STAT3,0.5568901597989764,0.3018718176853519,0.668619086215484,6
Wound_Healing,0.5442546362528974,0.25036631715577384,0.5981859109101544,7
Glycolysis,0.5218186380928285,0.2563868266248436,0.688373234251774,8
toxic,0.5209865476961454,0.19550125483386005,0.5069399966290358,9
emt,0.5113511692209919,0.20967498990283318,0.5936000898809416,10
E2F_Targets,0.5074860643906125,0.251830769584932,0.5719890487285951,11
Angiogenesis,0.46638107648616606,0.18786525807163523,0.6353274616795669,12
mTOR_Signaling,0.4642472446102881,0.21077578977539024,0.6589711771646855,13
G2M_Checkpoint,0.43814275051274354,0.1722456394598194,0.5690521187900324,14
mhc,0.4355539109711729,0.18339675364618413,0.7661954769285003,15
Mitotic_Spindle,0.4177442087527773,0.1636001811747494,0.5934142388886064,16
P53_Pathway,0.4146873871990507,0.16554973879195778,0.685607619082133,17
hypoxia,0.3799475607011977,0.10847691201561771,0.749920716042791,18
Unfolded_Protein_Response,0.3616113534623266,0.12203014845657334,0.6965497264606516,19
Complement,0.34391694870468736,0.08845108327244244,0.6443133574689116,20
DNA_Damage_Response,0.32434303171804063,0.07894440000747482,0.6163539161527432,21
icp,0.3160052762466621,0.05767174487648963,0.4526251365202542,22
Inflammatory_Response,0.2942212813048205,0.0785975009857256,0.7762342253941319,23
Reactive_Oxygen_Species,0.2740138860628938,0.07223195383326464,0.7415197734677815,24
TNF_Signaling,0.2525450112845722,0.05974654530904322,0.7755920798824653,25
Coagulation,0.24657616539295074,0.03475537203355228,0.7335551528513258,26
Apoptosis,0.2116757805625103,0.041534614783262924,0.68476426288742,27
tgfb,0.19592011834404635,0.020020812662867704,0.6584145286203992,28
ifng,0.136999956498522,-0.010010791296280575,0.6809440134599168,29
Interferon_Alpha,0.00803459060432875,-0.19888013745927302,0.8402081957461016,30
