pathway,pcc,r2,mae,rank
ECM_Organization,0.6529403887859202,0.2601245379472992,0.5690679844626365,1
MYC_Targets,0.645670279267897,0.4127801923558688,0.5958045057629567,2
Oxidative_Phosphorylation,0.62806141090519,0.3920014452466809,0.6041197350315631,3
Fibrosis,0.6161393357966594,0.23838014212203318,0.5735816800625988,4
tls,0.5630260571367107,0.24581492045852582,0.46205464569176274,5
IL6_JAK_STAT3,0.5391710733558893,0.2874088457212436,0.6578963032434877,6
Glycolysis,0.5196634116998946,0.26187150864767894,0.6601782575571826,7
Wound_Healing,0.5158658968574401,0.12318764939378968,0.6388751982681885,8
toxic,0.5086199889337042,0.17979127337359568,0.5321437239374629,9
emt,0.4867647710829226,0.10075213725664955,0.6289869893834275,10
E2F_Targets,0.48413116099700704,0.22552292311159183,0.5844780082723615,11
mTOR_Signaling,0.46743921311195596,0.20595174111049308,0.6324905908816648,12
mhc,0.4279930532656072,0.16735534331521706,0.7632397798116007,13
Angiogenesis,0.4212893099611657,0.10888678331172619,0.6484499081973973,14
G2M_Checkpoint,0.40912431876551003,0.1462371536831829,0.5788751934453634,15
P53_Pathway,0.40306930797378,0.15912665213662547,0.6731328351901775,16
hypoxia,0.4027871507106884,0.14399193832332224,0.7196663621585698,17
Mitotic_Spindle,0.3912625427615618,0.13568009487346666,0.595808959322064,18
Unfolded_Protein_Response,0.3616672750290589,0.11078243885806516,0.6876364235432242,19
Complement,0.33695159818858417,0.026530125364141677,0.6607441556693673,20
DNA_Damage_Response,0.3181173429275846,0.078561967035224,0.6218962569673405,21
icp,0.31089386008699654,0.05143442014755051,0.45735969948486777,22
Inflammatory_Response,0.2638865384972767,0.03551036226697535,0.7759707061321732,23
Reactive_Oxygen_Species,0.2531797475169886,0.051075156052697634,0.7140299172065899,24
Apoptosis,0.22088680515490394,0.042116861101546,0.6800766744589115,25
TNF_Signaling,0.2157464722341595,-0.001649719177362563,0.7672288046264369,26
tgfb,0.21325734057018886,0.020270889008492055,0.6576961113689691,27
ifng,0.14405456690912152,-0.01518215000176193,0.6625623462867533,28
Coagulation,0.1325708278194942,-0.0806534477744596,0.7799903078006102,29
Interferon_Alpha,-0.015613170876887418,-0.2668970015119403,0.8749543369081243,30
