pathway,pcc,r2,mae,rank
ECM_Organization,0.6842145290717723,0.3073001503944397,0.5943960547447205,1
MYC_Targets,0.6493875677171307,0.40403151512145996,0.5889661312103271,2
Oxidative_Phosphorylation,0.6460918919605788,0.39876604080200195,0.5758278369903564,3
tls,0.6317569549086586,0.36255383491516113,0.4493914544582367,4
Fibrosis,0.6247521985398636,0.1703236699104309,0.6497414112091064,5
Wound_Healing,0.5505147892622616,0.12887239456176758,0.6665927171707153,6
IL6_JAK_STAT3,0.544430318570266,0.2936009168624878,0.6447824835777283,7
Glycolysis,0.5165514965879038,0.22347933053970337,0.6803553700447083,8
toxic,0.5009672961056081,0.23564082384109497,0.48923784494400024,9
E2F_Targets,0.5006744020460079,0.22836685180664062,0.6043505072593689,10
emt,0.4995182336322504,0.11742407083511353,0.644055962562561,11
mhc,0.4534548978289427,0.18804359436035156,0.7585813999176025,12
mTOR_Signaling,0.4485284474635924,0.19035637378692627,0.6557018160820007,13
Angiogenesis,0.4176049414399618,0.12574529647827148,0.6516413688659668,14
P53_Pathway,0.4098434427606932,0.1658419966697693,0.6736252903938293,15
G2M_Checkpoint,0.40289816057188976,0.15111708641052246,0.6190587878227234,16
hypoxia,0.39185268919201943,0.11651074886322021,0.7313645482063293,17
Mitotic_Spindle,0.3897573259059418,0.14652228355407715,0.6267149448394775,18
Complement,0.3849245405219332,0.07040399312973022,0.6778653264045715,19
Unfolded_Protein_Response,0.3726827376908636,0.13460969924926758,0.680963933467865,20
icp,0.2997943125570541,0.07828867435455322,0.49195048213005066,21
DNA_Damage_Response,0.2983324487455624,0.08807778358459473,0.6412978172302246,22
Reactive_Oxygen_Species,0.2781704620089603,0.07425832748413086,0.7240306735038757,23
Apoptosis,0.22699591852609421,0.04597872495651245,0.6975520849227905,24
tgfb,0.18313320955423673,0.022162139415740967,0.6806600093841553,25
Coagulation,0.1825914551964477,-0.15936243534088135,0.7815386652946472,26
TNF_Signaling,0.1635182745049011,-0.0076084136962890625,0.7914161682128906,27
ifng,0.1336900771365239,-0.04680919647216797,0.6973339319229126,28
Inflammatory_Response,0.12440137690732299,-0.15384399890899658,0.8613134026527405,29
Interferon_Alpha,-0.004784718608785381,-0.26169848442077637,0.8871257305145264,30
