sampling_method,calibration_fraction,repeat,seed,pathway,intercept_z,intercept_raw,baseline_raw_r2,calibrated_raw_r2,delta_raw_r2,baseline_raw_mae,calibrated_raw_mae
random,0.05,23,20260748,E2F_Targets,0.490930796852,994.355336922,0.00389912327423,0.39242030163,0.388521178355,1228.34236606,889.397072768
random,0.05,23,20260748,G2M_Checkpoint,0.808821137242,1741.00562184,-0.195366971899,0.444874046135,0.640241018034,1896.66604255,1114.65181819
random,0.05,23,20260748,Mitotic_Spindle,0.763959910577,1409.82869943,-0.0960904877723,0.386015892711,0.482106380483,1537.58378152,1018.53270175
random,0.05,23,20260748,Unfolded_Protein_Response,0.394150095204,757.816897772,0.135638143779,0.33963739217,0.203999248391,1006.84328236,777.745610209
random,0.05,23,20260748,mTOR_Signaling,0.113137544491,203.858604438,0.380264445515,0.427906021356,0.0476415758403,733.789619837,691.372002574
random,0.05,23,20260748,Interferon_Alpha,0.969055738837,1803.33314203,-2.68317549064,-0.073769705493,2.60940578515,1905.6473862,888.194004322
random,0.05,23,20260748,Angiogenesis,-0.317011333107,-560.186745582,0.319108408929,0.405659835118,0.0865514261893,1222.0758864,1090.33937577
random,0.05,23,20260748,Apoptosis,0.120191015052,187.770554011,0.0752576368487,0.145262334474,0.0700046976249,773.932351073,732.813559719
random,0.05,23,20260748,TNF_Signaling,0.378235625891,827.82854282,-0.287048035896,0.0281811925837,0.315229228479,1363.18927811,1100.1450377
random,0.05,23,20260748,ECM_Organization,-0.112202230861,-355.602302179,0.527719966125,0.521806315332,-0.00591365079335,1078.95842627,1117.20819783
random,0.05,24,20260749,tls,0.023573246583,37.2755791758,0.391634670609,0.393881270441,0.00224659983217,1183.29697605,1190.75525174
random,0.05,24,20260749,tgfb,0.362614316006,614.163962309,0.0881381741113,0.132492068135,0.0443538940233,848.66821408,765.011818226
random,0.05,24,20260749,emt,-0.229847406718,-493.841511464,0.184828184542,0.319790691696,0.134962507154,870.847095749,797.884945621
random,0.05,24,20260749,hypoxia,-0.00899168270945,-22.5940736331,0.0451728384564,0.0448427776776,-0.000330060778872,1152.0305094,1152.18008929
random,0.05,24,20260749,mhc,-0.0827553238576,-182.801825759,0.22600492011,0.25172100201,0.0257160818997,430.565981822,408.19701147
random,0.05,24,20260749,icp,0.880469915565,1335.55534301,-0.296417886599,0.0770254445032,0.373443331102,1726.43142072,1509.60878473
random,0.05,24,20260749,ifng,0.272761015615,791.857720817,-0.381365088751,-0.132299042727,0.249066046024,1852.47821717,1691.88057466
random,0.05,24,20260749,toxic,0.181311219787,347.758966511,0.121158691781,0.139802965117,0.0186442733365,1596.747508,1633.62899407
random,0.05,24,20260749,Glycolysis,0.489950586057,851.47654452,-0.38194504949,0.368444353071,0.750389402562,1037.36483292,633.305339427
random,0.05,24,20260749,Inflammatory_Response,0.197093361541,376.735846775,0.187489801172,0.145884025905,-0.0416057752666,1340.77896634,1413.75533433
random,0.05,24,20260749,IL6_JAK_STAT3,0.552107032818,1086.11239249,-0.293180524898,0.303276875488,0.596457400387,1219.94468448,736.53440659
random,0.05,24,20260749,P53_Pathway,0.645504505588,1082.47449959,-0.255266659422,0.312069482359,0.567336141781,1203.574557,767.920040954
random,0.05,24,20260749,DNA_Damage_Response,0.564998190152,830.831742615,-0.144776031463,0.253209878348,0.397985909811,1079.98026304,820.159792178
random,0.05,24,20260749,Complement,1.11161782636,1942.73379731,-1.6849660359,-0.0479144487605,1.63705158714,2062.50962564,1150.36584787
random,0.05,24,20260749,Coagulation,-0.0155396393787,-15.4498192137,0.133591578551,0.13142627719,-0.00216530136107,550.909692836,551.926900184
random,0.05,24,20260749,Oxidative_Phosphorylation,0.0721843059246,175.563355737,0.615953761881,0.615995919243,4.21573613258e-05,708.608766393,699.657570105
random,0.05,24,20260749,Reactive_Oxygen_Species,0.700284396227,793.796837074,-0.498268919619,-0.00495504832646,0.493313871293,854.443788371,620.770156109
random,0.05,24,20260749,Wound_Healing,0.142649727139,285.403254152,0.345876680829,0.383144302077,0.0372676212481,804.48126494,778.206332827
random,0.05,24,20260749,Fibrosis,0.0336019552513,93.2640360773,0.519979371591,0.523865863338,0.00388649174643,1070.091792,1057.69803218
random,0.05,24,20260749,MYC_Targets,0.199817518202,632.165265771,0.413992733236,0.591507010976,0.17751427774,989.899562604,749.765020764
random,0.05,24,20260749,E2F_Targets,0.503207317052,1019.22080362,0.0190207083474,0.396821260732,0.377800552385,1231.00124066,896.942666824
random,0.05,24,20260749,G2M_Checkpoint,0.821231769577,1767.71978604,-0.165223081851,0.450149250657,0.615372332507,1902.6596944,1133.57939993
random,0.05,24,20260749,Mitotic_Spindle,0.766302998249,1414.1526858,-0.0766535343093,0.39695719336,0.473610727669,1538.06087559,1019.12728081
random,0.05,24,20260749,Unfolded_Protein_Response,0.382467102116,735.354466109,0.159755374817,0.361410730201,0.201655355384,1012.92449383,777.570372294
random,0.05,24,20260749,mTOR_Signaling,0.141287644609,254.581290268,0.391724109084,0.439107928441,0.047383819357,741.609851153,695.126570149
random,0.05,24,20260749,Interferon_Alpha,0.976803124417,1817.7503903,-2.62224656273,-0.0484611877448,2.57378537498,1903.89004078,879.19750707
random,0.05,24,20260749,Angiogenesis,-0.347840593895,-614.664745155,0.312903390469,0.39866289847,0.085759508001,1214.43870976,1076.45103438
random,0.05,24,20260749,Apoptosis,0.215666544695,336.928900729,0.101049999274,0.172065396956,0.071015397682,770.036386128,719.750059809
random,0.05,24,20260749,TNF_Signaling,0.444008437809,971.782753688,-0.26835185246,0.0277734338653,0.296125286325,1356.67233298,1093.99169042
random,0.05,24,20260749,ECM_Organization,-0.03343997482,-105.981244219,0.539347196469,0.544654598761,0.00530740229231,1069.79895344,1072.03863706
random,0.05,25,20260750,tls,-0.0898135190901,-142.019086345,0.388153353676,0.373583591588,-0.0145697620877,1184.21467383,1162.13880806
random,0.05,25,20260750,tgfb,0.149403710205,253.046751308,0.0690848614578,0.170953990129,0.101869128671,848.960346141,773.213544835
random,0.05,25,20260750,emt,-0.203286874072,-436.774547889,0.170520072775,0.310588981586,0.140068908811,869.307733767,792.256711304
random,0.05,25,20260750,hypoxia,0.0494498815746,124.256415795,0.0520847573868,0.0447504197809,-0.00733433760582,1127.32551052,1133.79164992
random,0.05,25,20260750,mhc,-0.154057120976,-340.303459316,0.207832506268,0.190790037544,-0.0170424687246,419.413700755,439.95248284
random,0.05,25,20260750,icp,0.987582411922,1498.03070336,-0.302242940508,0.0487774850648,0.351020425573,1717.70225379,1531.72739948
random,0.05,25,20260750,ifng,0.299929190535,870.730168998,-0.382186709999,-0.123374450833,0.258812259166,1847.44289573,1688.21087084
random,0.05,25,20260750,toxic,0.0483502276922,92.7368159153,0.115200812319,0.125516480918,0.0103156685983,1594.54289658,1600.15910022
random,0.05,25,20260750,Glycolysis,0.631420388818,1097.33443762,-0.372038110698,0.338694335564,0.710732446262,1018.8363797,633.708160222
random,0.05,25,20260750,Inflammatory_Response,-0.0564326084434,-107.868607859,0.186853460745,0.183091067095,-0.00376239365056,1354.7597426,1347.26394661
random,0.05,25,20260750,IL6_JAK_STAT3,0.485491490995,955.065401227,-0.336993067451,0.306150740596,0.643143808047,1213.87445059,736.593375608
random,0.05,25,20260750,P53_Pathway,0.640481072406,1074.05048663,-0.271423954284,0.307660367822,0.579084322106,1200.41326166,766.309546146
random,0.05,25,20260750,DNA_Damage_Response,0.574903591751,845.397669048,-0.157451726134,0.244392127252,0.401843853386,1074.82543775,816.171951363
random,0.05,25,20260750,Complement,1.07024699299,1870.43150574,-1.71286241419,-0.0342892031956,1.67857321099,2055.36070295,1143.73129934
random,0.05,25,20260750,Coagulation,-0.0596037276734,-59.2592141024,0.127972095913,0.114741005396,-0.0132310905172,554.789770676,561.209782685
random,0.05,25,20260750,Oxidative_Phosphorylation,0.0730776554332,177.736119409,0.614184362241,0.614049812179,-0.000134550062382,702.588185045,694.664524732
random,0.05,25,20260750,Reactive_Oxygen_Species,0.537011058858,608.720802994,-0.52605689756,0.0390493462927,0.565106243853,856.148064075,614.738738886
random,0.05,25,20260750,Wound_Healing,0.12835665126,256.806701957,0.333626041157,0.372789899023,0.039163857866,810.170783189,781.180692011
random,0.05,25,20260750,Fibrosis,0.0383707797784,106.500165327,0.512788244401,0.516827664696,0.00403942029463,1078.09562616,1065.30668818
random,0.05,25,20260750,MYC_Targets,0.260488632135,824.111253336,0.411159767643,0.586361220914,0.175201453271,973.676244724,747.951220171
random,0.05,25,20260750,E2F_Targets,0.533570910052,1080.7207155,0.0170901454443,0.392013611863,0.374923466419,1218.38550923,886.983649115
random,0.05,25,20260750,G2M_Checkpoint,0.727280751014,1565.48811334,-0.192642846371,0.451378819804,0.644021666175,1905.27029344,1135.7054171
random,0.05,25,20260750,Mitotic_Spindle,0.618074506521,1140.60851311,-0.0995305581473,0.400814035004,0.500344593151,1550.27365147,1042.31314809
random,0.05,25,20260750,Unfolded_Protein_Response,0.223680931788,430.062536788,0.131705821277,0.334356470311,0.202650649034,1020.89001741,827.01469134
random,0.05,25,20260750,mTOR_Signaling,0.213033117175,383.856960673,0.396402666028,0.429805827932,0.0334031619045,733.55484581,686.268346641
random,0.05,25,20260750,Interferon_Alpha,0.972121230828,1809.03777085,-2.70458903704,-0.0710071993443,2.6335818377,1903.25746702,878.55840599
random,0.05,25,20260750,Angiogenesis,-0.189653200688,-335.133789198,0.304830812513,0.384205304432,0.0793744919192,1219.37889384,1117.71452927
random,0.05,25,20260750,Apoptosis,0.1343412107,209.876949194,0.0841237938104,0.157748473173,0.0736246793628,767.703614455,725.895957161
random,0.05,25,20260750,TNF_Signaling,0.332887988788,728.578060387,-0.288861760896,0.0283925940608,0.317254354957,1354.26259161,1106.23865073
random,0.05,25,20260750,ECM_Organization,-0.102116035978,-323.63614524,0.53787595514,0.535302921054,-0.00257303408534,1071.87467275,1103.21681391
random,0.05,26,20260751,tls,-0.116476250347,-184.179963359,0.392848200244,0.372272220291,-0.0205759799531,1185.21025316,1158.67537529
random,0.05,26,20260751,tgfb,0.27676147853,468.754041871,0.100846441127,0.195602362609,0.0947559214817,844.35866254,744.229435031
random,0.05,26,20260751,emt,-0.293561455471,-630.735125307,0.171479447806,0.284345918037,0.112866470231,868.938975713,815.370793553
random,0.05,26,20260751,hypoxia,0.0190028108728,47.7497841027,0.0496902336758,0.0487556004647,-0.000934633211091,1149.44800426,1150.83762345
random,0.05,26,20260751,mhc,-0.117324963069,-259.164201846,0.222820273382,0.236785620097,0.0139653467154,428.86350057,418.991950281
random,0.05,26,20260751,icp,0.783224509313,1188.04704135,-0.295791743324,0.0896986528629,0.385490396187,1719.5137264,1488.69525013
random,0.05,26,20260751,ifng,0.445513215453,1293.37793594,-0.363996736723,-0.130284636689,0.233712100034,1843.32337646,1723.65329997
random,0.05,26,20260751,toxic,-0.0976023908902,-187.203564262,0.119287577992,0.0871234622974,-0.0321641156942,1598.80958877,1599.91264623
random,0.05,26,20260751,Glycolysis,0.533727724105,927.556066201,-0.371959547738,0.371974949162,0.7439344969,1032.14385758,628.022158897
random,0.05,26,20260751,Inflammatory_Response,-0.0870159000803,-166.32731079,0.183532270168,0.174972426061,-0.00855984410773,1361.41454221,1351.86524982
random,0.05,26,20260751,IL6_JAK_STAT3,0.525117299161,1033.01782486,-0.296489212729,0.313533988462,0.610023201191,1217.58809932,733.400147894
random,0.05,26,20260751,P53_Pathway,0.676883213222,1135.09481524,-0.250512893023,0.303386020813,0.553898913836,1197.42934963,776.144885958
random,0.05,26,20260751,DNA_Damage_Response,0.678633363989,997.932648685,-0.130619629238,0.226222724677,0.356842353915,1062.59856846,820.971247713
random,0.05,26,20260751,Complement,1.18044413966,2063.0190265,-1.68023749517,-0.0541197522741,1.62611774289,2044.65754834,1128.31988417
random,0.05,26,20260751,Coagulation,-0.0105417843353,-10.4808521099,0.133055305347,0.131691187677,-0.00136411766953,552.168559612,552.777542343
random,0.05,26,20260751,Oxidative_Phosphorylation,0.0669305275839,162.785357196,0.617830930515,0.618811934851,0.000981004335851,707.453122483,698.937583962
random,0.05,26,20260751,Reactive_Oxygen_Species,0.692014217377,784.422300317,-0.498223663332,0.00292527259028,0.501148935922,851.955413096,619.096355721
random,0.05,26,20260751,Wound_Healing,0.085091321803,170.244560784,0.335732819905,0.371672231224,0.0359394113188,811.743611752,785.905047277
random,0.05,26,20260751,Fibrosis,0.00663346032469,18.4115263059,0.512707128669,0.513881633039,0.00117450436981,1078.85800994,1076.01651056
random,0.05,26,20260751,MYC_Targets,0.275621390042,871.986955176,0.427048247148,0.587766983294,0.160718736147,979.018084698,761.271194283
random,0.05,26,20260751,E2F_Targets,0.541644389669,1097.07313747,0.0240215267287,0.391916596816,0.367895070087,1221.54950735,897.655056941
random,0.05,26,20260751,G2M_Checkpoint,0.914828237576,1969.1882807,-0.153197649466,0.42486704556,0.578064695026,1895.28904502,1141.98905579
random,0.05,26,20260751,Mitotic_Spindle,0.744903499511,1374.66157239,-0.0760236852993,0.40039352709,0.476417212389,1541.07699926,1020.77247753
random,0.05,26,20260751,Unfolded_Protein_Response,0.342270400518,658.069847696,0.152796715023,0.364737312252,0.211940597229,1011.33910641,784.208322447
random,0.05,26,20260751,mTOR_Signaling,0.130875004563,235.81911651,0.389027223755,0.436931130181,0.0479039064258,739.19872334,694.528798448
random,0.05,26,20260751,Interferon_Alpha,1.1772592696,2190.78281315,-2.55301673175,-0.200061993726,2.35295473802,1889.59626574,910.12450886
random,0.05,26,20260751,Angiogenesis,-0.235136511335,-415.506776245,0.3123105528,0.396719287868,0.0844087350671,1229.2192703,1116.56546843
random,0.05,26,20260751,Apoptosis,0.141448657458,220.980684484,0.0921286994337,0.16648999532,0.074361295886,768.966226973,724.605563443
random,0.05,26,20260751,TNF_Signaling,0.273218971785,597.982970933,-0.280973098275,0.0147427143444,0.295715812619,1364.83504907,1134.67398401
random,0.05,26,20260751,ECM_Organization,-0.0925112036773,-293.195569754,0.537788373713,0.537863305671,7.49319571755e-05,1073.96688623,1099.28596654
random,0.05,27,20260752,tls,0.349904842317,553.292717142,0.385454358724,0.350761409157,-0.0346929495679,1166.89693922,1349.2118553
random,0.05,27,20260752,tgfb,0.150118568912,254.257515574,0.0624470131609,0.164667023387,0.102220010226,850.954685362,774.635820897
random,0.05,27,20260752,emt,-0.271416097575,-583.154440488,0.182784290262,0.307762010224,0.124977719962,865.471592968,800.70318561
random,0.05,27,20260752,hypoxia,0.0219759980593,55.2207339112,0.0241130154618,0.0227962909223,-0.00131672453954,1154.08586254,1155.65357757
random,0.05,27,20260752,mhc,-0.145404400447,-321.190089484,0.183356424564,0.17557540692,-0.00778101764455,420.168489783,436.304457919
random,0.05,27,20260752,icp,0.62715769543,951.31451539,-0.319157867653,0.0587134880114,0.377871355664,1736.30932488,1489.31357895
random,0.05,27,20260752,ifng,0.276431215569,802.512748491,-0.373414698685,-0.120583719478,0.252830979208,1841.24084376,1682.23074447
random,0.05,27,20260752,toxic,0.271063197138,519.905262378,0.112418212857,0.120350339199,0.00793212634166,1600.70947008,1678.27354996
random,0.05,27,20260752,Glycolysis,0.506277892703,879.851484851,-0.428492007913,0.350428867381,0.778920875295,1031.29172722,628.092034539
random,0.05,27,20260752,Inflammatory_Response,-0.0222174741256,-42.4677871567,0.191082122673,0.190429752624,-0.000652370048934,1352.54373274,1348.95092486
random,0.05,27,20260752,IL6_JAK_STAT3,0.431532420791,848.916391431,-0.37845273073,0.279050808932,0.657503539662,1212.93464715,745.132973804
random,0.05,27,20260752,P53_Pathway,0.445595846046,747.238998783,-0.335002991659,0.258032641118,0.593035632777,1209.73647858,808.787930212
random,0.05,27,20260752,DNA_Damage_Response,0.524594916317,771.418592286,-0.183626586646,0.230895336396,0.414521923043,1081.7554603,828.356164634
random,0.05,27,20260752,Complement,1.05344523654,1841.06769082,-1.74166623846,-0.0464579156278,1.69520832283,2058.09699417,1145.40790216
random,0.05,27,20260752,Coagulation,0.103212953371,102.61637553,0.123295823268,0.114148180488,-0.00914764278039,550.276310703,550.623482606
random,0.05,27,20260752,Oxidative_Phosphorylation,-0.0750862416955,-182.621310725,0.603252014558,0.572045501544,-0.0312065130142,701.932941664,749.45846301
random,0.05,27,20260752,Reactive_Oxygen_Species,0.470960994878,533.850747116,-0.575730467319,0.00917368679194,0.584904154111,853.196401642,616.05632825
random,0.05,27,20260752,Wound_Healing,0.0594781431226,118.99956585,0.334043049928,0.363712512748,0.0296694628198,808.219531634,787.765205674
random,0.05,27,20260752,Fibrosis,0.0507446162116,140.844414609,0.514526855821,0.518404081184,0.00387722536321,1077.11741695,1060.99585324
random,0.05,27,20260752,MYC_Targets,0.175894008555,556.478148995,0.384388522304,0.567850850722,0.183462328418,986.102316281,755.190711728
random,0.05,27,20260752,E2F_Targets,0.248467256673,503.257779524,-0.0414195052325,0.28591919691,0.327338702143,1245.76212022,990.777707517
random,0.05,27,20260752,G2M_Checkpoint,0.560902221701,1207.35460082,-0.232279602293,0.399179063107,0.6314586654,1911.16373588,1216.05401611
random,0.05,27,20260752,Mitotic_Spindle,0.527474369137,973.412993962,-0.134698194201,0.365853429448,0.500551623648,1553.44947797,1074.40815623
random,0.05,27,20260752,Unfolded_Protein_Response,0.231096262399,444.319701527,0.118639558085,0.330435835581,0.211796277497,1005.74628041,812.981460826
random,0.05,27,20260752,mTOR_Signaling,0.0671657410522,121.023611556,0.372415367683,0.408878328433,0.0364629607499,737.950427311,708.388608203
random,0.05,27,20260752,Interferon_Alpha,0.777872645583,1447.55710723,-2.84114513784,-0.175794631505,2.66535050633,1906.05046202,965.623977969
random,0.05,27,20260752,Angiogenesis,-0.246254790234,-435.15374726,0.308016663677,0.394157581216,0.0861409175387,1230.73238292,1111.88544458
random,0.05,27,20260752,Apoptosis,0.146044741743,228.160999019,0.0721749955536,0.148015930775,0.0758409352211,771.439672537,727.567977234
random,0.05,27,20260752,TNF_Signaling,0.394815684439,864.116625614,-0.290357996872,0.0258316081005,0.316189604973,1354.49726683,1094.9930932
random,0.05,27,20260752,ECM_Organization,-0.0547699763243,-173.582374626,0.52835332395,0.533989463512,0.00563613956107,1080.20999998,1089.59933866
random,0.05,28,20260753,tls,0.201442080478,318.533562773,0.384707305383,0.383212901799,-0.00149440358414,1167.76631314,1255.10413553
random,0.05,28,20260753,tgfb,0.270640310258,458.386550039,0.082014764983,0.180477587166,0.0984628221829,846.093262763,750.323364615
random,0.05,28,20260753,emt,-0.177520716097,-381.414347917,0.165243712861,0.301508206228,0.136264493367,879.34959954,801.165438956
random,0.05,28,20260753,hypoxia,-0.118049026431,-296.630617615,0.0503509024293,0.00549237374229,-0.044858528687,1140.00941929,1171.2759737
random,0.05,28,20260753,mhc,-0.0505568556344,-111.677232156,0.225828554242,0.251752305778,0.0259237515363,425.357454255,400.746908154
random,0.05,28,20260753,icp,1.13420858847,1720.44304256,-0.282894930774,0.00584278789411,0.288737718668,1707.35549917,1572.14616754
random,0.05,28,20260753,ifng,0.397827996435,1154.94206466,-0.359495146601,-0.108381040563,0.251114106038,1839.11228176,1694.06610079
random,0.05,28,20260753,toxic,0.470750224651,902.909438265,0.131568328661,0.0674925092207,-0.0640758194408,1573.73789871,1773.44688827
random,0.05,28,20260753,Glycolysis,0.449539904698,781.247528974,-0.426849667511,0.34707097502,0.773920642531,1032.14229314,636.047572107
random,0.05,28,20260753,Inflammatory_Response,0.0699856577871,133.774703736,0.198263046557,0.193337731709,-0.00492531484805,1347.69186135,1366.39390177
random,0.05,28,20260753,IL6_JAK_STAT3,0.402594706187,791.989729436,-0.332432668783,0.291022666905,0.623455335688,1217.83956217,764.353961642
random,0.05,28,20260753,P53_Pathway,0.528640636888,886.500410022,-0.283115426635,0.309430526598,0.592545953233,1208.93795919,778.374233272
random,0.05,28,20260753,DNA_Damage_Response,0.404495785514,594.812415716,-0.175928433271,0.230775077663,0.406703510934,1071.95144416,834.530394221
random,0.05,28,20260753,Complement,1.05916019708,1851.05551823,-1.67854051515,-0.0173363647823,1.66120415037,2050.91648651,1143.60958843
random,0.05,28,20260753,Coagulation,0.0843949742042,83.9071655541,0.137101586793,0.132757189403,-0.00434439739068,550.835514932,549.846152043
random,0.05,28,20260753,Oxidative_Phosphorylation,0.0386813342428,94.0789657402,0.615765685176,0.619349233624,0.00358354844849,696.644422928,688.16099631
random,0.05,28,20260753,Reactive_Oxygen_Species,0.5384863168,610.39305943,-0.526361289744,0.0366292144719,0.562990504216,858.103186304,617.293492537
random,0.05,28,20260753,Wound_Healing,0.114646829772,229.377082953,0.333217729873,0.372319123197,0.0391013933234,810.939018533,781.715255013
random,0.05,28,20260753,Fibrosis,0.118383002485,328.578397661,0.509820521965,0.500539091666,-0.00928143029851,1080.80530383,1063.35383521
random,0.05,28,20260753,MYC_Targets,0.227244397195,718.936037443,0.400261549547,0.585424313523,0.185162763975,982.148198999,739.47359547
random,0.05,28,20260753,E2F_Targets,0.436099013112,883.296350312,-0.000868743028932,0.393291141214,0.394159884243,1235.88809048,893.963306148
random,0.05,28,20260753,G2M_Checkpoint,0.801443052854,1725.12412987,-0.176965834674,0.452852830649,0.629818665324,1897.80773814,1122.44332088
random,0.05,28,20260753,Mitotic_Spindle,0.69778695262,1287.71164333,-0.087379434476,0.405424702278,0.492804136754,1541.75236836,1019.91201689
random,0.05,28,20260753,Unfolded_Protein_Response,0.253242107395,486.898647359,0.127353862739,0.346561011555,0.219207148816,1003.52459928,799.304539883
random,0.05,28,20260753,mTOR_Signaling,0.13562971984,244.386472512,0.393299914238,0.442630872015,0.0493309577762,727.121642159,680.865999189
random,0.05,28,20260753,Interferon_Alpha,0.856591611742,1594.04663811,-2.69557390029,-0.0876446181863,2.60792928211,1915.34347625,923.837113536
random,0.05,28,20260753,Angiogenesis,-0.273426311006,-483.168200385,0.306337147818,0.395968836375,0.0896316885564,1214.27207023,1090.70551834
random,0.05,28,20260753,Apoptosis,0.124055832338,193.808433653,0.0896288846854,0.161151223191,0.0715223385054,765.311200159,724.029995206
random,0.05,28,20260753,TNF_Signaling,0.492042869365,1076.91371111,-0.268897524313,0.00570923416123,0.274606758474,1346.44908345,1100.09765565
random,0.05,28,20260753,ECM_Organization,-0.0359066161506,-113.798765574,0.531473559942,0.536988789788,0.00551522984629,1076.70806893,1079.86422136
random,0.05,29,20260754,tls,-0.03506935438,-55.4539864177,0.382748370492,0.37813357768,-0.004614792812,1184.6163192,1174.76643299
random,0.05,29,20260754,tgfb,0.275591366136,466.772209295,0.0879117185107,0.18386466386,0.0959529453489,844.746364546,745.868237337
random,0.05,29,20260754,emt,-0.207009377639,-444.772579339,0.185154924918,0.324183920652,0.139028995733,865.558077246,789.96529769
random,0.05,29,20260754,hypoxia,0.0111592621274,28.0407125501,0.0469847365073,0.0467020016977,-0.000282734809661,1145.68127546,1146.22992857
random,0.05,29,20260754,mhc,-0.0790724685559,-174.666606878,0.223421223476,0.250584533362,0.027163309886,425.813435021,400.636729121
random,0.05,29,20260754,icp,0.697087726592,1057.3890389,-0.305864914617,0.0771516190504,0.383016533667,1734.90817375,1490.74563709
random,0.05,29,20260754,ifng,0.415653375443,1206.69126336,-0.367496852677,-0.121744868084,0.245751984593,1842.46533192,1703.45813126
random,0.05,29,20260754,toxic,-0.00363266790093,-6.96753811698,0.119064962679,0.118141019835,-0.000923942843588,1598.60915348,1598.37044077
random,0.05,29,20260754,Glycolysis,0.56011369108,973.411776192,-0.379398937196,0.361193569631,0.740592506827,1031.265419,629.961705029
random,0.05,29,20260754,Inflammatory_Response,0.139116756045,265.915952113,0.182081449866,0.161546158105,-0.020535291761,1346.73151296,1389.38485724
random,0.05,29,20260754,IL6_JAK_STAT3,0.516482109061,1016.03056257,-0.316178821354,0.305253590402,0.621432411756,1217.43767948,731.402104211
random,0.05,29,20260754,P53_Pathway,0.591143098266,991.313498107,-0.27099620275,0.314034852579,0.585031055329,1205.5245767,773.336773176
random,0.05,29,20260754,DNA_Damage_Response,0.626592922759,921.407004483,-0.148446117673,0.231933224924,0.380379342597,1078.40597779,822.130486969
random,0.05,29,20260754,Complement,1.03650432001,1811.46067093,-1.7281299549,-0.0300386073059,1.6980913476,2050.72698702,1145.67638264
random,0.05,29,20260754,Coagulation,0.058776898023,58.4371635833,0.140402424791,0.140239441219,-0.000162983572278,551.185524749,549.396032264
random,0.05,29,20260754,Oxidative_Phosphorylation,0.0835063269075,203.100255511,0.619043158105,0.616532660953,-0.00251049715273,700.698726249,693.178280277
random,0.05,29,20260754,Reactive_Oxygen_Species,0.513700471403,582.297437442,-0.517985418433,0.0481373197594,0.566122738193,856.981369255,614.786859771
random,0.05,29,20260754,Wound_Healing,0.157878088836,315.87105855,0.331966114284,0.366968059102,0.0350019448179,810.139047943,784.829393228
random,0.05,29,20260754,Fibrosis,0.116171031509,322.438953114,0.517211832371,0.508664460735,-0.00854737163617,1072.68344929,1054.02506807
random,0.05,29,20260754,MYC_Targets,0.301462553442,953.740977923,0.425674685584,0.572909083216,0.147234397631,978.081373123,778.501628849
random,0.05,29,20260754,E2F_Targets,0.552793953084,1119.65601057,0.0176624095965,0.382925355103,0.365262945507,1222.63889937,891.963405438
random,0.05,29,20260754,G2M_Checkpoint,0.835775347404,1799.0251632,-0.173485161195,0.445014738789,0.618499899985,1899.56047409,1124.54635226
random,0.05,29,20260754,Mitotic_Spindle,0.726124011947,1340.00548617,-0.0870246613698,0.399221383802,0.486246045172,1540.14351308,1022.09332847
random,0.05,29,20260754,Unfolded_Protein_Response,0.318753572038,612.854965797,0.147767663072,0.364212340005,0.216444676933,1010.46369443,786.188841376
random,0.05,29,20260754,mTOR_Signaling,0.227402581045,409.74879759,0.402468946753,0.429553385855,0.027084439102,735.277437528,689.014916272
random,0.05,29,20260754,Interferon_Alpha,1.03611712845,1928.12888039,-2.683841738,-0.0809619742402,2.60287976376,1897.5621574,862.650443499
random,0.05,29,20260754,Angiogenesis,-0.32166153805,-568.404064339,0.295436878586,0.38545503168,0.0900181530936,1219.14506672,1087.49724604
random,0.05,29,20260754,Apoptosis,0.188871407917,295.067721044,0.100424466895,0.176172460591,0.0757479936967,765.172836352,715.20963574
random,0.05,29,20260754,TNF_Signaling,0.507229280336,1110.15157556,-0.268005899689,-0.00465441832302,0.263351481366,1346.91512291,1097.86915082
random,0.05,29,20260754,ECM_Organization,0.0302015983392,95.7178642216,0.53586481498,0.525867031133,-0.00999778384707,1072.99606523,1077.97517275
random,0.05,30,20260755,tls,0.0567409065194,89.722480356,0.387797093127,0.392176531056,0.00437943792936,1184.52824119,1203.36625741
random,0.05,30,20260755,tgfb,0.244990947012,414.943933829,0.0828540495011,0.18625434188,0.103400292379,852.377101166,754.510035747
random,0.05,30,20260755,emt,-0.271519145821,-583.375846082,0.183914731832,0.308622304283,0.124707572451,859.757910085,798.271277884
random,0.05,30,20260755,hypoxia,0.0168624679343,42.3715843246,0.0415303413022,0.0407934327644,-0.000736908537773,1143.53841329,1144.94784308
random,0.05,30,20260755,mhc,-0.039266604357,-86.7377062068,0.227612027252,0.250357900842,0.02274587359,423.09083279,401.896981103
random,0.05,30,20260755,icp,0.582822978497,884.064667286,-0.313596471739,0.0514543391447,0.365050810884,1739.23883867,1502.881609
random,0.05,30,20260755,ifng,0.335762398305,974.758239765,-0.37238414088,-0.116439302993,0.255944837887,1857.23043691,1703.19423524
random,0.05,30,20260755,toxic,-0.00658888151296,-12.637621809,0.116700162392,0.115025249744,-0.00167491264815,1609.63035936,1609.20943764
random,0.05,30,20260755,Glycolysis,0.549718961944,955.346958436,-0.392337537442,0.36150274581,0.753840283252,1028.74096023,625.9164248
random,0.05,30,20260755,Inflammatory_Response,-0.148444367358,-283.745297144,0.191931419378,0.167198710405,-0.024732708973,1346.58495119,1338.99737817
