sampling_method,calibration_fraction,repeat,seed,n_calibration,n_test,baseline_mean_r2,calibrated_mean_r2,delta_mean_r2,baseline_mean_pcc,calibrated_mean_pcc,baseline_mean_ccc,calibrated_mean_ccc,baseline_mean_raw_mae,calibrated_mean_raw_mae,delta_mean_raw_mae
spatial_stratified,0.1,55,20260780,104,935,-0.0879080454403,0.266030756769,0.353938802209,0.522201053722,0.522201053722,0.40108150769,0.462441631709,1176.18902238,949.456413149,-226.732609231
spatial_stratified,0.1,56,20260781,104,935,-0.0868643500929,0.269029180829,0.355893530922,0.523432419774,0.523432419774,0.401039882984,0.463087090137,1179.53363624,950.001827331,-229.531808908
spatial_stratified,0.1,57,20260782,104,935,-0.0928822547938,0.261754674263,0.354636929057,0.517972705345,0.517972705345,0.396673728774,0.458425770415,1177.69091125,953.827459444,-223.863451806
spatial_stratified,0.1,58,20260783,104,935,-0.0714108472457,0.264754928414,0.33616577566,0.522083685242,0.522083685242,0.401550892932,0.461315108315,1177.69608346,951.449086722,-226.246996737
spatial_stratified,0.1,59,20260784,104,935,-0.0990239345409,0.259588275207,0.358612209748,0.516383213216,0.516383213216,0.396552245777,0.457807530928,1175.96432141,950.557220592,-225.407100816
spatial_stratified,0.1,60,20260785,104,935,-0.0708214929754,0.25901600215,0.329837495126,0.520968984693,0.520968984693,0.401031280199,0.459582773415,1179.19869212,957.578116305,-221.620575818
spatial_stratified,0.1,61,20260786,104,935,-0.0746014044989,0.267349856873,0.341951261372,0.52460403303,0.52460403303,0.404143144403,0.46392694512,1174.9756029,949.495081409,-225.480521487
spatial_stratified,0.1,62,20260787,104,935,-0.0833453255455,0.264877324242,0.348222649787,0.518827573415,0.518827573415,0.39743872783,0.458960055874,1177.06344047,948.268147818,-228.795292657
spatial_stratified,0.1,63,20260788,104,935,-0.0809497270746,0.267082070704,0.348031797779,0.521039266309,0.521039266309,0.400554997302,0.461157614132,1177.59097003,949.770360338,-227.820609687
spatial_stratified,0.1,64,20260789,104,935,-0.0690824724953,0.261064672401,0.330147144896,0.522446465619,0.522446465619,0.401472376122,0.458688065109,1174.68683569,951.803224997,-222.883610694
spatial_stratified,0.1,65,20260790,104,935,-0.0673586696661,0.269667257977,0.337025927643,0.525344434694,0.525344434694,0.404110999789,0.463161187515,1177.97596358,951.328301797,-226.647661785
spatial_stratified,0.1,66,20260791,104,935,-0.0768493364542,0.269998829357,0.346848165811,0.524727545055,0.524727545055,0.402298127826,0.463703849044,1180.77234594,957.295012658,-223.477333284
spatial_stratified,0.1,67,20260792,104,935,-0.0854148979222,0.264593631157,0.35000852908,0.520152788917,0.520152788917,0.3995150355,0.460423611404,1175.68095427,951.565516731,-224.115437543
spatial_stratified,0.1,68,20260793,104,935,-0.0794401099436,0.272091555438,0.351531665381,0.524637368969,0.524637368969,0.402275658172,0.464014366907,1174.69176072,946.170302612,-228.521458104
spatial_stratified,0.1,69,20260794,104,935,-0.0795379341328,0.266014528133,0.345552462266,0.523518236891,0.523518236891,0.401939184815,0.462673671808,1178.261656,953.47669051,-224.784965489
spatial_stratified,0.1,70,20260795,104,935,-0.0840201579141,0.264010084388,0.348030242302,0.518547777161,0.518547777161,0.399546185543,0.460348858102,1176.35031062,952.208745002,-224.141565618
spatial_stratified,0.1,71,20260796,104,935,-0.083538682323,0.258308918982,0.341847601305,0.518809905194,0.518809905194,0.398473589089,0.457447830858,1175.23400343,948.90216357,-226.331839855
spatial_stratified,0.1,72,20260797,104,935,-0.0944834275496,0.264436832718,0.358920260268,0.521425654828,0.521425654828,0.398967471919,0.461507928027,1177.60092325,952.785672636,-224.815250615
spatial_stratified,0.1,73,20260798,104,935,-0.0939393186748,0.259663278696,0.353602597371,0.514083189743,0.514083189743,0.394375665937,0.455368654221,1178.85113192,952.541926935,-226.309204983
spatial_stratified,0.1,74,20260799,104,935,-0.0804759361628,0.262869515666,0.343345451829,0.520133045946,0.520133045946,0.400522275417,0.460843165439,1177.43276421,958.339821679,-219.092942536
spatial_stratified,0.1,75,20260800,104,935,-0.103299808772,0.260134971044,0.363434779816,0.513763327975,0.513763327975,0.39423347398,0.456691944397,1176.78789407,946.761789243,-230.026104829
spatial_stratified,0.1,76,20260801,104,935,-0.0782267814857,0.256484229898,0.334711011384,0.520300377007,0.520300377007,0.400096792923,0.458740759454,1173.75821823,953.282053468,-220.476164761
spatial_stratified,0.1,77,20260802,104,935,-0.0811833014011,0.26971015616,0.350893457561,0.521974675993,0.521974675993,0.401366882813,0.463550432013,1173.86168126,947.531718572,-226.329962691
spatial_stratified,0.1,78,20260803,104,935,-0.0914007397334,0.262753977461,0.354154717195,0.519002487438,0.519002487438,0.397514248279,0.459420971296,1176.445717,954.803114283,-221.642602718
spatial_stratified,0.1,79,20260804,104,935,-0.103591829167,0.257935805553,0.36152763472,0.515063632905,0.515063632905,0.393553955308,0.455361505349,1179.25444015,949.303129636,-229.951310518
spatial_stratified,0.1,80,20260805,104,935,-0.0834369444245,0.257469305369,0.340906249794,0.516994785541,0.516994785541,0.397021747715,0.456244860632,1179.03201568,954.709834622,-224.322181062
spatial_stratified,0.1,81,20260806,104,935,-0.0982545861122,0.260750516238,0.35900510235,0.517339725503,0.517339725503,0.39585301672,0.457846982893,1179.79001878,954.393797176,-225.396221599
spatial_stratified,0.1,82,20260807,104,935,-0.0789989100404,0.267687634293,0.346686544333,0.522440321606,0.522440321606,0.401702606235,0.462028939926,1177.66599503,951.319934957,-226.346060069
spatial_stratified,0.1,83,20260808,104,935,-0.0919671194221,0.259631922099,0.351599041521,0.519936124808,0.519936124808,0.397868784627,0.458751636089,1179.45672313,953.331326493,-226.125396634
spatial_stratified,0.1,84,20260809,104,935,-0.0934957573372,0.262420558109,0.355916315446,0.516902837062,0.516902837062,0.396675611423,0.45825459028,1174.43867554,947.993501437,-226.4451741
spatial_stratified,0.1,85,20260810,104,935,-0.0844081066238,0.26926551951,0.353673626134,0.522327329954,0.522327329954,0.401018257574,0.462574586803,1174.96173332,950.413530603,-224.548202714
spatial_stratified,0.1,86,20260811,104,935,-0.098348090219,0.258943261239,0.357291351458,0.5156929876,0.5156929876,0.396807082402,0.458175007944,1173.95584254,947.827884065,-226.127958477
spatial_stratified,0.1,87,20260812,104,935,-0.109661707538,0.254134221548,0.363795929086,0.516902777518,0.516902777518,0.394783285228,0.456235991826,1177.15411036,959.690357148,-217.463753215
spatial_stratified,0.1,88,20260813,104,935,-0.0865701042193,0.260863788094,0.347433892314,0.516518719633,0.516518719633,0.396626295181,0.457093445827,1177.13972447,953.356049293,-223.783675172
spatial_stratified,0.1,89,20260814,104,935,-0.0902074319007,0.258040346924,0.348247778824,0.513881714007,0.513881714007,0.394873595198,0.454751268608,1178.39374593,952.106761329,-226.286984603
spatial_stratified,0.1,90,20260815,104,935,-0.060837235033,0.272604976197,0.33344221123,0.528944653941,0.528944653941,0.407467810848,0.467330424201,1172.01373417,949.28086803,-222.732866138
spatial_stratified,0.1,91,20260816,104,935,-0.0815874035623,0.264165536375,0.345752939937,0.523511838792,0.523511838792,0.401930327099,0.462603267101,1173.85290277,951.433399633,-222.419503135
spatial_stratified,0.1,92,20260817,104,935,-0.0784898936426,0.267453074503,0.345942968145,0.523415778127,0.523415778127,0.403044164927,0.464629700658,1177.92050072,950.745392862,-227.17510786
spatial_stratified,0.1,93,20260818,104,935,-0.0862966978217,0.262475603385,0.348772301206,0.522885089204,0.522885089204,0.401420483386,0.462494801525,1176.07837496,959.008763604,-217.069611357
spatial_stratified,0.1,94,20260819,104,935,-0.0869250039924,0.263884741201,0.350809745194,0.519469692953,0.519469692953,0.399230969083,0.459998772393,1178.76749044,958.533369536,-220.234120906
spatial_stratified,0.1,95,20260820,104,935,-0.0778733099432,0.269099216349,0.346972526293,0.522916591498,0.522916591498,0.40222103916,0.463141133393,1173.12771915,948.54967018,-224.578048973
spatial_stratified,0.1,96,20260821,104,935,-0.0916480247911,0.260871103698,0.352519128489,0.516598505314,0.516598505314,0.396198383689,0.457789996239,1178.07931326,953.47771357,-224.601599695
spatial_stratified,0.1,97,20260822,104,935,-0.0816310342332,0.27291089559,0.354541929823,0.526520427028,0.526520427028,0.404336258569,0.467319867591,1176.54186615,950.819148398,-225.722717757
spatial_stratified,0.1,98,20260823,104,935,-0.0852946564949,0.268504532087,0.353799188582,0.521137317744,0.521137317744,0.400154186545,0.462057656626,1173.78335451,947.226682685,-226.556671822
spatial_stratified,0.1,99,20260824,104,935,-0.105983296191,0.252912088002,0.358895384194,0.510347404199,0.510347404199,0.390245845593,0.451348807911,1184.09799687,954.315706408,-229.782290463
spatial_stratified,0.1,100,20260825,104,935,-0.0782237309373,0.267521741911,0.345745472848,0.522137639888,0.522137639888,0.401054968331,0.462265451047,1177.24438091,951.351313269,-225.893067639
spatial_stratified,0.1,101,20260826,104,935,-0.0663487294376,0.270844839063,0.3371935685,0.526537686996,0.526537686996,0.404486607354,0.463529275945,1174.21275021,948.027265262,-226.18548495
spatial_stratified,0.1,102,20260827,104,935,-0.0760958067421,0.258460884957,0.3345566917,0.520099410334,0.520099410334,0.399689537033,0.458954480655,1174.44999635,951.537765294,-222.912231056
spatial_stratified,0.1,103,20260828,104,935,-0.0935457717175,0.259932136964,0.353477908682,0.517419979242,0.517419979242,0.397023203942,0.458232778167,1179.19897169,953.392921593,-225.806050099
spatial_stratified,0.1,104,20260829,104,935,-0.082537361675,0.266191301268,0.348728662943,0.520888460503,0.520888460503,0.399401614914,0.460663056989,1175.4370895,948.681730357,-226.755359146
spatial_stratified,0.1,105,20260830,104,935,-0.0782210618179,0.263937468753,0.342158530571,0.52031540626,0.52031540626,0.400168446422,0.460111744179,1177.27735277,953.409784771,-223.867567995
spatial_stratified,0.1,106,20260831,104,935,-0.0731227667666,0.265539546028,0.338662312795,0.521345161492,0.521345161492,0.400934895458,0.460520103679,1177.51705541,947.509276592,-230.007778814
spatial_stratified,0.1,107,20260832,104,935,-0.0888059176775,0.262942668524,0.351748586201,0.519036475554,0.519036475554,0.399446503327,0.460115366231,1179.51451191,956.174464445,-223.340047467
spatial_stratified,0.1,108,20260833,104,935,-0.0877434105724,0.264335865096,0.352079275668,0.520239949107,0.520239949107,0.400414010986,0.461246352024,1177.81565256,951.098049385,-226.71760318
spatial_stratified,0.1,109,20260834,104,935,-0.0929558360573,0.258007149721,0.350962985778,0.51705628072,0.51705628072,0.397558051304,0.45807181339,1177.51708702,955.174173805,-222.342913211
spatial_stratified,0.1,110,20260835,104,935,-0.070983977097,0.271294702023,0.34227867912,0.526701110038,0.526701110038,0.404998071044,0.465513174279,1176.06279977,948.000963264,-228.061836509
spatial_stratified,0.1,111,20260836,104,935,-0.0731687028096,0.262540396326,0.335709099136,0.521360305785,0.521360305785,0.401319233928,0.459890897239,1179.72902662,955.739000587,-223.990026033
spatial_stratified,0.1,112,20260837,104,935,-0.0915300596548,0.262065282565,0.35359534222,0.517467102147,0.517467102147,0.397757574287,0.458837778078,1178.81707418,952.41411921,-226.402954972
spatial_stratified,0.1,113,20260838,104,935,-0.0830264970005,0.266382581848,0.349409078849,0.520966035215,0.520966035215,0.400107486354,0.461156318554,1174.36230299,948.571990788,-225.790312199
spatial_stratified,0.1,114,20260839,104,935,-0.071806644261,0.269578532849,0.34138517711,0.522397210881,0.522397210881,0.401096454724,0.461855131997,1178.17548805,954.152472419,-224.023015632
spatial_stratified,0.1,115,20260840,104,935,-0.0716582884312,0.269006795164,0.340665083595,0.524069769304,0.524069769304,0.401759086692,0.461525028718,1181.37004216,953.307351065,-228.062691091
spatial_stratified,0.1,116,20260841,104,935,-0.0858215753516,0.260198601491,0.346020176843,0.516725424578,0.516725424578,0.397081818942,0.45775191746,1175.90733547,949.40047368,-226.506861793
spatial_stratified,0.1,117,20260842,104,935,-0.0766842644691,0.268091956384,0.344776220853,0.522756666919,0.522756666919,0.40295626151,0.463489259952,1174.97654201,952.118445275,-222.85809674
spatial_stratified,0.1,118,20260843,104,935,-0.0810299427835,0.264275608044,0.345305550828,0.520719900537,0.520719900537,0.40170026033,0.461500147905,1179.6860831,959.52225497,-220.163828132
spatial_stratified,0.1,119,20260844,104,935,-0.0886717237845,0.262314330856,0.350986054641,0.516901962944,0.516901962944,0.397038343785,0.458449296945,1180.66871595,955.028146257,-225.640569696
spatial_stratified,0.1,120,20260845,104,935,-0.0771741881611,0.267575425229,0.34474961339,0.525318891631,0.525318891631,0.404605934147,0.464736716067,1171.68169441,949.223822357,-222.457872048
spatial_stratified,0.1,121,20260846,104,935,-0.0862385467616,0.265188411714,0.351426958475,0.521527782642,0.521527782642,0.401171762505,0.462411866401,1176.49244323,951.187588557,-225.304854672
spatial_stratified,0.1,122,20260847,104,935,-0.0711020372277,0.269628380509,0.340730417737,0.524671929715,0.524671929715,0.403599971265,0.464226750014,1178.12203431,946.948654364,-231.173379944
spatial_stratified,0.1,123,20260848,104,935,-0.0879705030406,0.262902735676,0.350873238716,0.51912834692,0.51912834692,0.398236088367,0.460092423011,1177.64437,951.605378173,-226.038991829
spatial_stratified,0.1,124,20260849,104,935,-0.0879862976378,0.26473809561,0.352724393248,0.51945853937,0.51945853937,0.399361067002,0.461013775007,1174.76699974,951.341386466,-223.425613274
spatial_stratified,0.1,125,20260850,104,935,-0.0823884625801,0.266601228467,0.348989691047,0.521615891962,0.521615891962,0.40045922244,0.462721568,1178.92957216,952.217814292,-226.711757872
spatial_stratified,0.1,126,20260851,104,935,-0.0840617686992,0.265216975593,0.349278744292,0.520270111968,0.520270111968,0.400672530094,0.462119274531,1174.97371914,953.350588734,-221.623130404
spatial_stratified,0.1,127,20260852,104,935,-0.085596673272,0.265353665015,0.350950338287,0.520523770923,0.520523770923,0.400305370081,0.461534194982,1177.31505608,948.823148306,-228.491907771
spatial_stratified,0.1,128,20260853,104,935,-0.0872943700424,0.257785838887,0.345080208929,0.517320385304,0.517320385304,0.398476483571,0.458294828203,1181.92243846,954.664949064,-227.257489394
spatial_stratified,0.1,129,20260854,104,935,-0.0843648786956,0.258714079151,0.343078957846,0.519346970611,0.519346970611,0.399800003529,0.459869012273,1176.5531011,957.927883979,-218.625217125
spatial_stratified,0.1,130,20260855,104,935,-0.0803411909471,0.262778991265,0.343120182212,0.521960080329,0.521960080329,0.403199769148,0.462391661946,1173.79345161,950.963652399,-222.829799212
spatial_stratified,0.1,131,20260856,104,935,-0.0809213661597,0.260132199813,0.341053565972,0.519563394159,0.519563394159,0.400126772518,0.459551989775,1175.99187299,955.908939992,-220.082932993
spatial_stratified,0.1,132,20260857,104,935,-0.111439033226,0.252938879696,0.364377912922,0.51056729223,0.51056729223,0.390429584127,0.451663564136,1178.01483059,953.207424139,-224.807406448
spatial_stratified,0.1,133,20260858,104,935,-0.104215205248,0.253509389687,0.357724594935,0.510378981346,0.510378981346,0.390692582373,0.451611126198,1176.37442818,950.923907186,-225.450520995
spatial_stratified,0.1,134,20260859,104,935,-0.0970187079967,0.254643526098,0.351662234094,0.51274165125,0.51274165125,0.392669712689,0.453287690432,1182.29447029,959.710655915,-222.583814373
spatial_stratified,0.1,135,20260860,104,935,-0.0832038708014,0.263727853672,0.346931724474,0.520572936692,0.520572936692,0.399617082395,0.459640967047,1177.80519798,948.729748947,-229.075449035
spatial_stratified,0.1,136,20260861,104,935,-0.0853421759539,0.26430889716,0.349651073114,0.518142309536,0.518142309536,0.397650621059,0.459053508122,1181.00292122,955.210473507,-225.79244771
spatial_stratified,0.1,137,20260862,104,935,-0.0794362897357,0.263599833773,0.343036123509,0.519800472565,0.519800472565,0.400252315465,0.460000583747,1175.7292885,952.584234512,-223.145053992
spatial_stratified,0.1,138,20260863,104,935,-0.0750651877902,0.268120879649,0.343186067439,0.522192015925,0.522192015925,0.401535015962,0.462428186395,1177.62685819,950.203196941,-227.423661245
spatial_stratified,0.1,139,20260864,104,935,-0.0866454195287,0.26443532114,0.351080740669,0.519781756379,0.519781756379,0.399435392399,0.460702920021,1173.15341865,947.315896734,-225.837521919
spatial_stratified,0.1,140,20260865,104,935,-0.0783782147996,0.264890613158,0.343268827958,0.519490956273,0.519490956273,0.400667531451,0.460762111361,1175.86011028,951.035945988,-224.824164288
spatial_stratified,0.1,141,20260866,104,935,-0.0847888289352,0.267356033108,0.352144862043,0.521369834499,0.521369834499,0.401040311671,0.462403086339,1178.74373419,953.579569101,-225.164165092
spatial_stratified,0.1,142,20260867,104,935,-0.0867946645471,0.264115694149,0.350910358696,0.521077408957,0.521077408957,0.400243308328,0.461489762586,1175.65992141,949.492933259,-226.166988148
spatial_stratified,0.1,143,20260868,104,935,-0.0808221362716,0.26380300784,0.344625144111,0.520390169652,0.520390169652,0.398965948634,0.459024067117,1181.47404247,954.491763868,-226.982278604
spatial_stratified,0.1,144,20260869,104,935,-0.0930495014382,0.265366727072,0.358416228511,0.521829479134,0.521829479134,0.40016994047,0.461937059583,1177.66174838,949.061217637,-228.600530743
spatial_stratified,0.1,145,20260870,104,935,-0.0918831284873,0.263890845836,0.355773974323,0.518703790186,0.518703790186,0.398368114047,0.460790937697,1179.54245581,952.238420267,-227.30403554
spatial_stratified,0.1,146,20260871,104,935,-0.0751681127775,0.26653693693,0.341705049708,0.521097815077,0.521097815077,0.400344356239,0.460376269818,1174.60739803,950.569961834,-224.037436194
spatial_stratified,0.1,147,20260872,104,935,-0.0941136383564,0.263726701517,0.357840339874,0.519020754608,0.519020754608,0.399024847097,0.461424186161,1176.48581425,950.083337772,-226.40247648
spatial_stratified,0.1,148,20260873,104,935,-0.0815764817762,0.261759506263,0.343335988039,0.51783620067,0.51783620067,0.398369469946,0.457227624827,1180.31994422,954.807199314,-225.51274491
spatial_stratified,0.1,149,20260874,104,935,-0.101822255073,0.258867851179,0.360690106251,0.5155699833,0.5155699833,0.394515976488,0.456346034336,1174.43222348,947.932382739,-226.499840738
spatial_stratified,0.1,150,20260875,104,935,-0.0888321387283,0.265610793786,0.354442932515,0.521434814566,0.521434814566,0.399296541094,0.461305069546,1178.73101696,949.862003946,-228.86901301
spatial_stratified,0.1,151,20260876,104,935,-0.0949730512567,0.25670465262,0.351677703876,0.51763672592,0.51763672592,0.396496215831,0.45733209128,1177.74732929,952.996350488,-224.750978803
spatial_stratified,0.1,152,20260877,104,935,-0.0766907289239,0.271336016962,0.348026745886,0.526697592059,0.526697592059,0.406016487075,0.467985470469,1169.27968142,946.859953768,-222.419727649
spatial_stratified,0.1,153,20260878,104,935,-0.0803548864614,0.265610953054,0.345965839515,0.522629532547,0.522629532547,0.401326420412,0.460749240685,1174.87371688,946.799877482,-228.073839394
spatial_stratified,0.1,154,20260879,104,935,-0.0850937665299,0.264034142665,0.349127909195,0.518779265171,0.518779265171,0.397519145417,0.459041703662,1176.79280539,950.924052305,-225.868753081
spatial_stratified,0.1,155,20260880,104,935,-0.0822295995992,0.267050367729,0.349279967328,0.52062011779,0.52062011779,0.400658230119,0.461651548696,1174.74717463,950.970703929,-223.776470703
spatial_stratified,0.1,156,20260881,104,935,-0.0807211695891,0.262447329794,0.343168499383,0.517848639224,0.517848639224,0.398629411201,0.457744489601,1178.82113504,949.995487967,-228.82564707
spatial_stratified,0.1,157,20260882,104,935,-0.0825491621556,0.272365836523,0.354914998678,0.524654054158,0.524654054158,0.403912651466,0.466553957825,1173.41930036,944.675169338,-228.744131018
spatial_stratified,0.1,158,20260883,104,935,-0.0929086578739,0.259857478749,0.352766136623,0.516433587723,0.516433587723,0.396548867323,0.457119665766,1178.38264879,953.714294752,-224.668354042
spatial_stratified,0.1,159,20260884,104,935,-0.0740608272826,0.268902575378,0.34296340266,0.525305982218,0.525305982218,0.403492393169,0.465006665366,1175.04568707,952.854618151,-222.191068923
spatial_stratified,0.1,160,20260885,104,935,-0.0926637869079,0.263061103689,0.355724890597,0.519015217021,0.519015217021,0.398661035517,0.460113197761,1175.17150407,948.617528916,-226.553975157
spatial_stratified,0.1,161,20260886,104,935,-0.0697063189128,0.267477234886,0.337183553799,0.524514255763,0.524514255763,0.403271046003,0.463147943556,1179.4018605,953.645994923,-225.755865572
spatial_stratified,0.1,162,20260887,104,935,-0.0890519610478,0.259339968503,0.348391929551,0.516665428125,0.516665428125,0.396293821749,0.457223896567,1175.21595267,956.177951734,-219.038000931
spatial_stratified,0.1,163,20260888,104,935,-0.0823778940065,0.268702348859,0.351080242865,0.521698251438,0.521698251438,0.400770828798,0.462511775565,1176.10622254,947.214011458,-228.892211083
spatial_stratified,0.1,164,20260889,104,935,-0.0764598816289,0.267030960383,0.343490842012,0.523100920189,0.523100920189,0.402520727276,0.462917118346,1177.91756216,950.394703721,-227.522858435
spatial_stratified,0.1,165,20260890,104,935,-0.0854431586238,0.266905539366,0.35234869799,0.5185362791,0.5185362791,0.397341776568,0.458492574983,1177.74077281,950.980211335,-226.760561477
spatial_stratified,0.1,166,20260891,104,935,-0.0768113656829,0.265508316619,0.342319682302,0.528644669738,0.528644669738,0.405270156307,0.465713569488,1177.16917127,957.044109031,-220.125062241
spatial_stratified,0.1,167,20260892,104,935,-0.0748443117807,0.265994994974,0.340839306755,0.522631707633,0.522631707633,0.402510639305,0.461635881418,1172.03882475,952.935769582,-219.103055171
spatial_stratified,0.1,168,20260893,104,935,-0.0807016475657,0.26497071056,0.345672358125,0.521481419478,0.521481419478,0.401673842823,0.461883209952,1172.83140207,948.240732741,-224.590669327
spatial_stratified,0.1,169,20260894,104,935,-0.0713502405513,0.270093859314,0.341444099865,0.52442020935,0.52442020935,0.402753537841,0.462895400313,1177.38792645,947.969692505,-229.418233944
spatial_stratified,0.1,170,20260895,104,935,-0.0917471881821,0.261168617554,0.352915805736,0.518147449858,0.518147449858,0.396908238176,0.458675949137,1176.04079945,954.305431868,-221.735367578
spatial_stratified,0.1,171,20260896,104,935,-0.0771764448086,0.262061498555,0.339237943363,0.519960561756,0.519960561756,0.400013252478,0.457953192246,1173.61665292,948.76130217,-224.855350745
spatial_stratified,0.1,172,20260897,104,935,-0.085688670822,0.265314613615,0.351003284437,0.522030502068,0.522030502068,0.40052513054,0.462475462946,1175.21885485,951.449963841,-223.768891009
spatial_stratified,0.1,173,20260898,104,935,-0.111442011284,0.242172478369,0.353614489653,0.510435006538,0.510435006538,0.389984001416,0.448524807636,1181.60843584,964.343461723,-217.264974116
spatial_stratified,0.1,174,20260899,104,935,-0.0830401399813,0.263914721683,0.346954861664,0.52096185983,0.52096185983,0.400582895697,0.461678276478,1176.4972739,955.236377706,-221.260896197
spatial_stratified,0.1,175,20260900,104,935,-0.0810245828727,0.261116207634,0.342140790506,0.518053472478,0.518053472478,0.398994595023,0.458711290878,1175.71794128,952.656473744,-223.061467534
spatial_stratified,0.1,176,20260901,104,935,-0.105248530218,0.254308419549,0.359556949767,0.509139547454,0.509139547454,0.388875505581,0.449912235991,1180.20619241,953.205203188,-227.000989221
spatial_stratified,0.1,177,20260902,104,935,-0.0919917818119,0.258124395016,0.350116176828,0.515511065857,0.515511065857,0.394094711397,0.455528175073,1177.27960466,950.347409283,-226.932195381
spatial_stratified,0.1,178,20260903,104,935,-0.0818496713161,0.262468116406,0.344317787722,0.520217610835,0.520217610835,0.40000739436,0.46092270339,1178.28396399,954.473233975,-223.81073001
spatial_stratified,0.1,179,20260904,104,935,-0.0834813172444,0.271519169128,0.355000486372,0.524062850709,0.524062850709,0.402551922439,0.465162002101,1173.94001502,944.750728896,-229.189286125
spatial_stratified,0.1,180,20260905,104,935,-0.079898381523,0.26557353962,0.345471921143,0.523737402143,0.523737402143,0.403132874009,0.463937328472,1177.63701596,954.326182361,-223.310833595
spatial_stratified,0.1,181,20260906,104,935,-0.0778300567362,0.267274981073,0.34510503781,0.522817228552,0.522817228552,0.401776937757,0.462017553341,1177.93764558,955.655090588,-222.282554988
spatial_stratified,0.1,182,20260907,104,935,-0.0936874154968,0.259714385178,0.353401800675,0.516509056708,0.516509056708,0.397503955678,0.45822605795,1176.0919286,946.719951591,-229.371977013
spatial_stratified,0.1,183,20260908,104,935,-0.0756822766958,0.270859728964,0.34654200566,0.525528545175,0.525528545175,0.404071651214,0.46534754735,1174.96943216,948.534441601,-226.434990558
spatial_stratified,0.1,184,20260909,104,935,-0.0884907711112,0.265590198411,0.354080969522,0.521703371395,0.521703371395,0.40068231351,0.462386673089,1176.85692494,956.705278362,-220.151646577
spatial_stratified,0.1,185,20260910,104,935,-0.083840778343,0.264959907716,0.348800686059,0.51982665772,0.51982665772,0.399048074181,0.4602940273,1177.67451162,948.64985115,-229.024660469
spatial_stratified,0.1,186,20260911,104,935,-0.0757856462275,0.267093620804,0.342879267032,0.523766473895,0.523766473895,0.401644529339,0.461919955298,1176.59453472,951.379682477,-225.214852242
spatial_stratified,0.1,187,20260912,104,935,-0.0901167026234,0.2600764612,0.350193163823,0.516707815531,0.516707815531,0.395886550524,0.456615124704,1179.54049151,956.415724068,-223.12476744
spatial_stratified,0.1,188,20260913,104,935,-0.0820656364686,0.266458966856,0.348524603324,0.522111110253,0.522111110253,0.400322599213,0.461363611218,1179.6578966,950.858816157,-228.799080444
spatial_stratified,0.1,189,20260914,104,935,-0.0841109179965,0.270375705373,0.354486623369,0.523341986811,0.523341986811,0.401171270067,0.463761691543,1177.11359611,950.750912867,-226.36268324
spatial_stratified,0.1,190,20260915,104,935,-0.0864236513355,0.262080083005,0.34850373434,0.517786838217,0.517786838217,0.399100903764,0.459260003531,1170.55990374,942.163509132,-228.396394609
spatial_stratified,0.1,191,20260916,104,935,-0.0843911773384,0.263319182572,0.34771035991,0.519125475345,0.519125475345,0.397639451996,0.458814961991,1178.72560011,948.350091401,-230.375508705
spatial_stratified,0.1,192,20260917,104,935,-0.0816611402928,0.266138945742,0.347800086034,0.522108090842,0.522108090842,0.400365707616,0.462017449514,1176.65787637,951.229450637,-225.428425738
spatial_stratified,0.1,193,20260918,104,935,-0.0858342043954,0.270738197705,0.356572402101,0.525097914629,0.525097914629,0.401384081629,0.463833346102,1179.97669107,949.261057018,-230.715634056
spatial_stratified,0.1,194,20260919,104,935,-0.0897993604118,0.262904769155,0.352704129567,0.517243146308,0.517243146308,0.396134997816,0.457728923314,1174.47070195,948.8760339,-225.594668051
spatial_stratified,0.1,195,20260920,104,935,-0.0853402215349,0.259208547415,0.34454876895,0.518919435231,0.518919435231,0.398908497519,0.458212736203,1175.17059238,950.509738731,-224.660853645
spatial_stratified,0.1,196,20260921,104,935,-0.090823258869,0.262760868159,0.353584127028,0.516928875383,0.516928875383,0.39630144353,0.458133254412,1175.09068392,948.246360075,-226.844323846
spatial_stratified,0.1,197,20260922,104,935,-0.0720725001614,0.267223921918,0.33929642208,0.522899776432,0.522899776432,0.401613630691,0.46126881515,1176.33433611,952.574377415,-223.759958698
spatial_stratified,0.1,198,20260923,104,935,-0.0750151264547,0.267866217152,0.342881343607,0.523631723321,0.523631723321,0.401714513566,0.46240054542,1176.35970639,952.095039892,-224.264666502
spatial_stratified,0.1,199,20260924,104,935,-0.0933609556897,0.260719168259,0.354080123949,0.519417242211,0.519417242211,0.397868358288,0.458503287974,1174.14921163,944.879835465,-229.269376161
spatial_stratified,0.2,0,20260725,208,831,-0.0915017728862,0.265768225117,0.357269998003,0.522338962764,0.522338962764,0.40275194394,0.46562267193,1178.04841302,951.171329528,-226.877083494
spatial_stratified,0.2,1,20260726,208,831,-0.100109165448,0.266151034344,0.366260199792,0.519790839428,0.519790839428,0.398784553176,0.4618591188,1177.41386768,948.902435349,-228.511432329
spatial_stratified,0.2,2,20260727,208,831,-0.101527689085,0.262828671853,0.364356360938,0.518262269102,0.518262269102,0.396096625811,0.458979499405,1183.33734289,953.495205872,-229.84213702
spatial_stratified,0.2,3,20260728,208,831,-0.0807989834889,0.266840958161,0.34763994165,0.521168362417,0.521168362417,0.398417034641,0.460943643405,1173.60517597,944.503272696,-229.101903277
