sampling_method,calibration_fraction,repeat,seed,n_calibration,n_test,baseline_mean_r2,calibrated_mean_r2,delta_mean_r2,baseline_mean_pcc,calibrated_mean_pcc,baseline_mean_ccc,calibrated_mean_ccc,baseline_mean_raw_mae,calibrated_mean_raw_mae,delta_mean_raw_mae
random,0.05,167,20260892,52,987,-0.0830042370154,0.263182738451,0.346186975466,0.520782712455,0.520782712455,0.400223466166,0.460657702753,1179.8223787,955.946603543,-223.875775156
random,0.05,168,20260893,52,987,-0.0902477264761,0.257467592275,0.347715318751,0.520386049257,0.520386049257,0.398807005153,0.458859931156,1172.8253885,954.573543424,-218.251845077
random,0.05,169,20260894,52,987,-0.086004633209,0.257773007309,0.343777640518,0.51908724597,0.51908724597,0.39870421559,0.458529463004,1181.1036022,952.853946577,-228.249655626
random,0.05,170,20260895,52,987,-0.110126022909,0.236074876939,0.346200899848,0.509655015017,0.509655015017,0.390143686056,0.446705633619,1177.85958704,969.88792379,-207.971663254
random,0.05,171,20260896,52,987,-0.0988821240636,0.245852046056,0.34473417012,0.517330673453,0.517330673453,0.396978651608,0.454756536095,1177.92631638,971.014635123,-206.911681254
random,0.05,172,20260897,52,987,-0.0863872527591,0.260238795474,0.346626048233,0.519877904714,0.519877904714,0.398970872356,0.458219213951,1177.07441882,956.820815165,-220.253603658
random,0.05,173,20260898,52,987,-0.093577798027,0.253477817324,0.347055615351,0.517597939301,0.517597939301,0.396451044012,0.455663561281,1178.25106647,963.210517388,-215.040549079
random,0.05,174,20260899,52,987,-0.0848279532759,0.259822816001,0.344650769277,0.52137066237,0.52137066237,0.399524416592,0.459075160727,1180.81249464,957.883114735,-222.929379908
random,0.05,175,20260900,52,987,-0.0808221488749,0.253586611048,0.334408759923,0.522585848503,0.522585848503,0.402564387062,0.458294478829,1176.06805144,955.40424245,-220.663808992
random,0.05,176,20260901,52,987,-0.0773911667826,0.248174615244,0.325565782027,0.52135254871,0.52135254871,0.400063647814,0.453926187661,1175.32500169,955.891354244,-219.433647451
random,0.05,177,20260902,52,987,-0.090161011484,0.254708987765,0.344869999249,0.519687400111,0.519687400111,0.398809411443,0.458027873317,1173.98426709,959.656512052,-214.327755036
random,0.05,178,20260903,52,987,-0.0738352533319,0.262725263268,0.3365605166,0.524722506355,0.524722506355,0.403443710407,0.461603996708,1175.88006205,950.900787574,-224.979274475
random,0.05,179,20260904,52,987,-0.0817530021472,0.264136428642,0.34588943079,0.523330324736,0.523330324736,0.402337516634,0.462609803628,1176.84018805,953.264308401,-223.575879652
random,0.05,180,20260905,52,987,-0.0837779332456,0.263739509212,0.347517442457,0.521499493594,0.521499493594,0.400541666793,0.461253148935,1175.77664485,950.557763443,-225.218881405
random,0.05,181,20260906,52,987,-0.0718320124056,0.238349563018,0.310181575423,0.521668131603,0.521668131603,0.401366580627,0.453297317637,1176.50666294,960.501102449,-216.005560487
random,0.05,182,20260907,52,987,-0.0993079038039,0.253519726697,0.352827630501,0.515748596434,0.515748596434,0.395209234168,0.455325866924,1176.1404413,955.573842,-220.566599298
random,0.05,183,20260908,52,987,-0.0950188168784,0.250399512607,0.345418329485,0.518654223905,0.518654223905,0.397909890084,0.456177413479,1176.40806774,968.057756045,-208.350311698
random,0.05,184,20260909,52,987,-0.0841978417205,0.259497067952,0.343694909672,0.520983704763,0.520983704763,0.400347746612,0.459214626401,1176.34708486,954.711434046,-221.635650813
random,0.05,185,20260910,52,987,-0.0927766419864,0.261597915389,0.354374557376,0.519230034223,0.519230034223,0.399026722957,0.460105968372,1174.65819844,951.635726327,-223.02247211
random,0.05,186,20260911,52,987,-0.0762864367092,0.264518233927,0.340804670636,0.52464897483,0.52464897483,0.403578085897,0.463242149519,1175.94736707,950.47628862,-225.471078445
random,0.05,187,20260912,52,987,-0.0903842787123,0.260955135354,0.351339414066,0.521839958898,0.521839958898,0.40034906912,0.46107394595,1173.97622387,950.699195565,-223.277028305
random,0.05,188,20260913,52,987,-0.0808296756191,0.26165903434,0.342488709959,0.520926890485,0.520926890485,0.400971008325,0.459894167088,1175.29535762,947.775305188,-227.520052428
random,0.05,189,20260914,52,987,-0.087105888948,0.258747216702,0.34585310565,0.519846495562,0.519846495562,0.399057693887,0.458256310134,1175.56075117,958.792770409,-216.767980761
random,0.05,190,20260915,52,987,-0.0820777176201,0.25161547244,0.33369319006,0.51899325344,0.51899325344,0.398682970414,0.454911431213,1178.76129745,959.74667459,-219.01462286
random,0.05,191,20260916,52,987,-0.0873434303639,0.260677189816,0.34802062018,0.519728757445,0.519728757445,0.398174407521,0.458374742655,1178.13249926,954.263758845,-223.86874041
random,0.05,192,20260917,52,987,-0.0849427136979,0.252226863123,0.337169576821,0.521050993439,0.521050993439,0.40054616404,0.458042233303,1174.96047252,958.192771848,-216.767700673
random,0.05,193,20260918,52,987,-0.0916109604534,0.253992149248,0.345603109702,0.516084810725,0.516084810725,0.39667049891,0.45572756444,1177.09584936,948.186582687,-228.909266669
random,0.05,194,20260919,52,987,-0.0812124247284,0.262408356828,0.343620781557,0.521342410373,0.521342410373,0.401066591394,0.460687077627,1176.82359414,948.663095675,-228.160498465
random,0.05,195,20260920,52,987,-0.0891039190852,0.254116054815,0.3432199739,0.517445947981,0.517445947981,0.397648331327,0.455901980027,1176.04287922,957.763933133,-218.278946086
random,0.05,196,20260921,52,987,-0.0706182781731,0.254794316585,0.325412594758,0.522393353883,0.522393353883,0.402834961892,0.458554471762,1178.1425734,952.083115395,-226.059458004
random,0.05,197,20260922,52,987,-0.0937348625226,0.250629229718,0.344364092241,0.518229388404,0.518229388404,0.397562309587,0.455061108866,1175.67726054,963.618733678,-212.058526861
random,0.05,198,20260923,52,987,-0.0791007362641,0.264610122914,0.343710859178,0.521422442312,0.521422442312,0.400927902432,0.461177727431,1176.84085274,954.749692415,-222.09116033
random,0.05,199,20260924,52,987,-0.0907223233941,0.249563290884,0.340285614278,0.520826202717,0.520826202717,0.400322906551,0.457990263595,1177.61494572,960.347712081,-217.267233635
random,0.1,0,20260725,104,935,-0.0775268871158,0.272392546289,0.349919433405,0.525146616768,0.525146616768,0.403419810969,0.46512649813,1176.83184333,950.615430053,-226.216413274
random,0.1,1,20260726,104,935,-0.0560914983494,0.259816021275,0.315907519624,0.528080708759,0.528080708759,0.407875567495,0.463331319026,1171.70962771,953.041715523,-218.667912183
random,0.1,2,20260727,104,935,-0.0855395983111,0.262221687143,0.347761285454,0.522935561795,0.522935561795,0.402635481984,0.463524739775,1175.59419777,953.522221505,-222.071976266
random,0.1,3,20260728,104,935,-0.104256625135,0.2564280778,0.360684702935,0.514691441216,0.514691441216,0.393635659406,0.455973545802,1172.39317178,949.318649706,-223.074522073
random,0.1,4,20260729,104,935,-0.0906890590197,0.267605324743,0.358294383763,0.524280698042,0.524280698042,0.402378624985,0.464481321649,1170.99183822,949.20188213,-221.789956094
random,0.1,5,20260730,104,935,-0.10152709719,0.249840565752,0.351367662942,0.514672076144,0.514672076144,0.393507911849,0.452167898384,1177.70467756,958.756684717,-218.94799284
random,0.1,6,20260731,104,935,-0.0910068329575,0.265341194856,0.356348027814,0.518634422748,0.518634422748,0.398477388816,0.460706589713,1177.24261223,949.453275743,-227.789336482
random,0.1,7,20260732,104,935,-0.0781295586496,0.266937686112,0.345067244762,0.520803851882,0.520803851882,0.401720260657,0.462046191974,1174.45403947,949.016072656,-225.437966817
random,0.1,8,20260733,104,935,-0.0894004729523,0.2611870489,0.350587521852,0.518495240494,0.518495240494,0.398681922697,0.460101712801,1171.16360538,946.41673868,-224.746866698
random,0.1,9,20260734,104,935,-0.0741951898149,0.262014655035,0.33620984485,0.52203588806,0.52203588806,0.402320132846,0.460625195348,1173.1086974,954.749244427,-218.359452977
random,0.1,10,20260735,104,935,-0.0826367053382,0.263480388955,0.346117094293,0.522796353384,0.522796353384,0.403255336599,0.463242216311,1171.20884478,949.496886629,-221.711958148
random,0.1,11,20260736,104,935,-0.0803632294178,0.268961279276,0.349324508694,0.525830991616,0.525830991616,0.404633427327,0.466365435498,1172.90655129,951.919759948,-220.986791345
random,0.1,12,20260737,104,935,-0.0898721839222,0.266377547867,0.35624973179,0.520226048498,0.520226048498,0.398245196776,0.460436240828,1179.177316,951.473961332,-227.703354666
random,0.1,13,20260738,104,935,-0.0790758587457,0.264525806681,0.343601665427,0.520074855255,0.520074855255,0.399135085925,0.458995090352,1180.1907285,954.700778304,-225.489950199
random,0.1,14,20260739,104,935,-0.108997667916,0.252593633201,0.361591301117,0.513622047429,0.513622047429,0.394932926599,0.456193651658,1176.89942971,953.380945542,-223.518484166
random,0.1,15,20260740,104,935,-0.084688765573,0.26771485615,0.352403621723,0.521416412556,0.521416412556,0.399342764799,0.46138370286,1178.1373109,952.865846361,-225.271464536
random,0.1,16,20260741,104,935,-0.10296166503,0.261153667072,0.364115332102,0.517223420419,0.517223420419,0.397052547417,0.459122220684,1176.63623538,953.126562482,-223.509672899
random,0.1,17,20260742,104,935,-0.0877518263657,0.26647930498,0.354231131345,0.52064476978,0.52064476978,0.400397733152,0.462645329601,1173.48731511,948.3664695,-225.120845612
random,0.1,18,20260743,104,935,-0.0836195871307,0.261585966828,0.345205553959,0.521082978399,0.521082978399,0.400121278993,0.460739652063,1174.88116556,956.874876342,-218.006289222
random,0.1,19,20260744,104,935,-0.106284291234,0.258653064638,0.364937355872,0.516531904743,0.516531904743,0.395983329904,0.458031903972,1172.91902935,949.407273431,-223.511755922
random,0.1,20,20260745,104,935,-0.0843734178701,0.259476558797,0.343849976667,0.516125977005,0.516125977005,0.396879432524,0.45637718147,1176.10949668,954.869877653,-221.239619028
random,0.1,21,20260746,104,935,-0.0910396456726,0.264125459205,0.355165104877,0.520009727592,0.520009727592,0.398623344304,0.460844154989,1178.87112474,953.317922514,-225.553202222
random,0.1,22,20260747,104,935,-0.106148420656,0.259239723437,0.365388144093,0.515213233743,0.515213233743,0.395966628477,0.457378720372,1172.4581391,945.113472004,-227.344667098
random,0.1,23,20260748,104,935,-0.0774410809257,0.268468197117,0.345909278042,0.522689319297,0.522689319297,0.401575077077,0.462917475038,1177.23176039,949.996612173,-227.235148218
random,0.1,24,20260749,104,935,-0.0766414149793,0.265301516208,0.341942931187,0.521258581795,0.521258581795,0.401298619237,0.461200010913,1178.27582128,952.36908777,-225.906733514
random,0.1,25,20260750,104,935,-0.076906730092,0.264804071545,0.341710801637,0.521072612144,0.521072612144,0.400404911224,0.461525127766,1174.46310291,949.157124371,-225.30597854
random,0.1,26,20260751,104,935,-0.0879507223951,0.257066838956,0.345017561351,0.515264396002,0.515264396002,0.395956227792,0.455458784152,1176.65672234,948.571423068,-228.08529927
random,0.1,27,20260752,104,935,-0.0670677022265,0.272272151111,0.339339853338,0.525753381107,0.525753381107,0.404637792002,0.465464790349,1177.7776138,949.693074231,-228.084539566
random,0.1,28,20260753,104,935,-0.0795474811753,0.268937194174,0.348484675349,0.52139275375,0.52139275375,0.400049835592,0.461237658881,1174.40652595,953.898096673,-220.50842928
random,0.1,29,20260754,104,935,-0.0842272546934,0.267440250822,0.351667505515,0.522873632536,0.522873632536,0.40150063082,0.463015802076,1174.37916696,946.869992203,-227.509174762
random,0.1,30,20260755,104,935,-0.0943093962826,0.257942762699,0.352252158981,0.515993625028,0.515993625028,0.396425078574,0.456416047808,1170.5283464,947.159909635,-223.368436762
random,0.1,31,20260756,104,935,-0.0717826286528,0.262193294788,0.333975923441,0.52397418101,0.52397418101,0.402471384958,0.460887114408,1171.14242148,944.696095485,-226.446325994
random,0.1,32,20260757,104,935,-0.0725026330863,0.265106151098,0.337608784184,0.523672446442,0.523672446442,0.40266968273,0.461656501798,1177.6438141,948.984548427,-228.659265669
random,0.1,33,20260758,104,935,-0.106093314411,0.256094101736,0.362187416147,0.513646692377,0.513646692377,0.39312417248,0.454555196751,1177.82057486,952.006666819,-225.813908037
random,0.1,34,20260759,104,935,-0.0785728519897,0.27559253174,0.35416538373,0.526739337267,0.526739337267,0.405341856005,0.468494888468,1172.37084593,947.72185348,-224.648992453
random,0.1,35,20260760,104,935,-0.0927721444254,0.263045269573,0.355817413998,0.522618832524,0.522618832524,0.400949934744,0.463114277043,1177.12152387,951.24202467,-225.879499199
random,0.1,36,20260761,104,935,-0.0941600035963,0.263853458687,0.358013462283,0.524317460171,0.524317460171,0.400936695756,0.463053863837,1177.89203376,958.310061747,-219.581972012
random,0.1,37,20260762,104,935,-0.0807102224028,0.260840249692,0.341550472095,0.519764070484,0.519764070484,0.401680379519,0.460210778391,1174.34689379,950.031422601,-224.315471186
random,0.1,38,20260763,104,935,-0.0788075158652,0.259922821783,0.338730337648,0.519982669735,0.519982669735,0.400503842812,0.458710319597,1183.41528226,960.207447207,-223.207835057
random,0.1,39,20260764,104,935,-0.0764682114595,0.264465244733,0.340933456193,0.522128544643,0.522128544643,0.402296938451,0.461945569562,1173.65098412,954.197175651,-219.453808473
random,0.1,40,20260765,104,935,-0.0882745859833,0.263545345579,0.351819931562,0.519497508385,0.519497508385,0.399319986318,0.460452818457,1175.63626196,953.226394105,-222.409867859
random,0.1,41,20260766,104,935,-0.0669341684049,0.265264334595,0.332198503,0.52385987357,0.52385987357,0.403041016348,0.462060146041,1177.84126245,952.723253901,-225.118008549
random,0.1,42,20260767,104,935,-0.10051731038,0.25420424071,0.35472155109,0.514568241556,0.514568241556,0.394671087669,0.454627580525,1178.65573597,956.882562161,-221.773173811
random,0.1,43,20260768,104,935,-0.0935745363893,0.258226885355,0.351801421745,0.516387133402,0.516387133402,0.396924530203,0.457119104728,1175.69543208,949.364839574,-226.330592504
random,0.1,44,20260769,104,935,-0.134834982131,0.232699817724,0.367534799856,0.508874466905,0.508874466905,0.38831739186,0.448105730685,1173.8048388,960.144274672,-213.660564128
random,0.1,45,20260770,104,935,-0.0772157945271,0.265877577367,0.343093371894,0.522536890957,0.522536890957,0.402789946857,0.461649566276,1174.08067654,952.54428434,-221.536392198
random,0.1,46,20260771,104,935,-0.0908648833679,0.2627822476,0.353647130968,0.519936594768,0.519936594768,0.399008626377,0.460619205381,1179.85451461,952.9954937,-226.859020912
random,0.1,47,20260772,104,935,-0.108621974026,0.255007186028,0.363629160054,0.513566125737,0.513566125737,0.393869046383,0.455120187511,1175.83465738,954.044258384,-221.790399
random,0.1,48,20260773,104,935,-0.0999149213778,0.255882305972,0.355797227349,0.515023108033,0.515023108033,0.393823150075,0.454596782628,1174.44006145,955.279622705,-219.160438742
random,0.1,49,20260774,104,935,-0.088294153023,0.266467913943,0.354762066966,0.521557765799,0.521557765799,0.402142868577,0.46378456684,1174.6880438,947.683652322,-227.004391481
random,0.1,50,20260775,104,935,-0.0869770914483,0.268891132288,0.355868223736,0.52355528973,0.52355528973,0.401411378606,0.46341114973,1175.55429742,947.766795787,-227.787501636
random,0.1,51,20260776,104,935,-0.0688132864841,0.269310905917,0.338124192401,0.528258333468,0.528258333468,0.406284440356,0.465433024487,1174.8710291,956.708982971,-218.16204613
random,0.1,52,20260777,104,935,-0.121105212682,0.242982441614,0.364087654296,0.516049107365,0.516049107365,0.394249198956,0.45408645043,1174.50127329,957.735671269,-216.765602022
random,0.1,53,20260778,104,935,-0.0934875924262,0.264665403155,0.358152995581,0.522024384611,0.522024384611,0.400564067456,0.462958744315,1172.5767102,944.094320302,-228.482389903
random,0.1,54,20260779,104,935,-0.0691056009424,0.261970115965,0.331075716908,0.522962546667,0.522962546667,0.404038373193,0.46209714959,1180.98505355,955.179800495,-225.805253059
random,0.1,55,20260780,104,935,-0.0801794615194,0.261844928838,0.342024390358,0.521501232165,0.521501232165,0.401828523393,0.460941964149,1176.15101589,950.952914753,-225.198101139
random,0.1,56,20260781,104,935,-0.105344944426,0.257994449423,0.363339393849,0.515482779171,0.515482779171,0.396117476142,0.457662746049,1176.42476292,949.142221094,-227.282541821
random,0.1,57,20260782,104,935,-0.0876853087732,0.269622881464,0.357308190237,0.522784144267,0.522784144267,0.40108561889,0.463761053473,1176.45409424,948.17173362,-228.282360618
random,0.1,58,20260783,104,935,-0.0975666776463,0.258112675268,0.355679352914,0.520870284646,0.520870284646,0.400283897081,0.461306790412,1175.86942222,956.195304739,-219.674117477
random,0.1,59,20260784,104,935,-0.0779744244702,0.269009729186,0.346984153657,0.522524125909,0.522524125909,0.401874981837,0.462294084446,1176.01058731,947.126599463,-228.883987845
random,0.1,60,20260785,104,935,-0.0954678566406,0.261213556899,0.35668141354,0.51860997697,0.51860997697,0.399037533895,0.460565825581,1175.5676244,951.325520301,-224.242104099
random,0.1,61,20260786,104,935,-0.0904674782518,0.268451160684,0.358918638935,0.522551716997,0.522551716997,0.401732703916,0.46429954227,1175.18850477,948.896159861,-226.292344913
random,0.1,62,20260787,104,935,-0.0959969682931,0.261715080957,0.35771204925,0.520016762552,0.520016762552,0.398956019795,0.460522176415,1177.59256896,955.535607985,-222.056960973
random,0.1,63,20260788,104,935,-0.0814430611763,0.264490890133,0.345933951309,0.521398135932,0.521398135932,0.399905740454,0.460529174279,1174.48487498,948.320408515,-226.164466468
random,0.1,64,20260789,104,935,-0.111826173497,0.250199302051,0.362025475548,0.517654767648,0.517654767648,0.395468102903,0.455776209274,1174.60538798,958.403994213,-216.201393763
random,0.1,65,20260790,104,935,-0.0840572122338,0.264534141649,0.348591353882,0.521143805227,0.521143805227,0.399462936967,0.460890479646,1175.39776454,944.343203647,-231.054560892
random,0.1,66,20260791,104,935,-0.090665064682,0.263508117098,0.35417318178,0.523200478133,0.523200478133,0.401587427084,0.46297281267,1176.29367229,951.941019134,-224.352653159
random,0.1,67,20260792,104,935,-0.108121920219,0.253662487396,0.361784407615,0.517951916535,0.517951916535,0.398802040581,0.459724956311,1171.87136426,950.906394357,-220.964969902
random,0.1,68,20260793,104,935,-0.083778708233,0.25653822927,0.340316937503,0.517375618082,0.517375618082,0.397116149553,0.455468975372,1174.87065349,954.924115368,-219.94653812
random,0.1,69,20260794,104,935,-0.0724467762987,0.266994482925,0.339441259224,0.522233793358,0.522233793358,0.401530099292,0.461560896663,1179.78081964,952.407946586,-227.372873053
random,0.1,70,20260795,104,935,-0.102133182594,0.255744370722,0.357877553316,0.516700498726,0.516700498726,0.3961623836,0.45713793701,1176.88450893,953.180465192,-223.704043741
random,0.1,71,20260796,104,935,-0.0807099244702,0.265720114035,0.346430038505,0.521811484947,0.521811484947,0.402462408683,0.46346903916,1177.74232392,950.926186053,-226.816137862
random,0.1,72,20260797,104,935,-0.120066552269,0.248718060022,0.368784612291,0.510834501649,0.510834501649,0.392019166382,0.453464990549,1173.52029458,952.624103676,-220.896190905
random,0.1,73,20260798,104,935,-0.0969874944541,0.258546084623,0.355533579077,0.515692174317,0.515692174317,0.396036296144,0.45745138987,1178.38925637,953.166561526,-225.222694846
random,0.1,74,20260799,104,935,-0.0942338958543,0.261163864889,0.355397760743,0.515929193755,0.515929193755,0.395753330008,0.456632654982,1173.9750852,946.403074452,-227.572010743
random,0.1,75,20260800,104,935,-0.0898331141721,0.257771020357,0.347604134529,0.516737711251,0.516737711251,0.397135108546,0.457437602784,1177.93396491,956.889787996,-221.044176913
random,0.1,76,20260801,104,935,-0.0759783591864,0.267352182471,0.343330541657,0.52342692537,0.52342692537,0.402277972625,0.463397244321,1175.37707559,946.561937513,-228.815138078
random,0.1,77,20260802,104,935,-0.0912080972736,0.262989440978,0.354197538252,0.519425875332,0.519425875332,0.400238931894,0.46133395385,1172.71130756,952.736333395,-219.974974161
random,0.1,78,20260803,104,935,-0.0714673986908,0.26932234413,0.340789742821,0.524671461091,0.524671461091,0.402205205481,0.462631840631,1178.83653188,952.709516811,-226.127015074
random,0.1,79,20260804,104,935,-0.0801991330297,0.264886785029,0.345085918058,0.519988935737,0.519988935737,0.397879304696,0.458098436155,1180.02299642,954.058633631,-225.964362787
random,0.1,80,20260805,104,935,-0.0827465936487,0.251007827114,0.333754420763,0.515394425335,0.515394425335,0.397298407683,0.453790840546,1171.29038188,948.046963836,-223.243418043
random,0.1,81,20260806,104,935,-0.0695463099329,0.269961223968,0.339507533901,0.524548284874,0.524548284874,0.404508190309,0.46504487757,1175.98190521,954.188153574,-221.793751639
random,0.1,82,20260807,104,935,-0.0745931251356,0.267294407856,0.341887532991,0.523407297179,0.523407297179,0.402693211497,0.46372397444,1176.21977277,949.046411358,-227.173361409
random,0.1,83,20260808,104,935,-0.0819147860707,0.265877996797,0.347792782868,0.524869259975,0.524869259975,0.402012454804,0.463158782734,1174.62844034,957.199704189,-217.428736149
random,0.1,84,20260809,104,935,-0.12723981784,0.235259389423,0.362499207263,0.503024945318,0.503024945318,0.383964377143,0.441789185741,1178.19192109,963.212978893,-214.978942201
random,0.1,85,20260810,104,935,-0.0936824699522,0.260251777944,0.353934247896,0.518105678398,0.518105678398,0.396386209302,0.458141688686,1176.93136921,955.621976933,-221.30939228
random,0.1,86,20260811,104,935,-0.100520325231,0.256045976874,0.356566302105,0.513168692105,0.513168692105,0.395231887259,0.456405695074,1174.51588279,949.720832404,-224.795050388
random,0.1,87,20260812,104,935,-0.0965210349164,0.254415780554,0.35093681547,0.511568285839,0.511568285839,0.393479148329,0.453733932243,1179.04579797,951.651093766,-227.394704207
random,0.1,88,20260813,104,935,-0.0989559267812,0.262091428931,0.361047355712,0.517850388445,0.517850388445,0.395519652837,0.457598464865,1173.91116827,950.347086421,-223.56408185
random,0.1,89,20260814,104,935,-0.104208247451,0.252001763218,0.356210010669,0.512842163795,0.512842163795,0.392662346197,0.452963957243,1178.73784684,955.782195538,-222.955651305
random,0.1,90,20260815,104,935,-0.0814442168443,0.268870239837,0.350314456681,0.524723203213,0.524723203213,0.405150339732,0.466846938,1169.26342701,948.657724982,-220.605702026
random,0.1,91,20260816,104,935,-0.0762923726497,0.266183247746,0.342475620396,0.521204740912,0.521204740912,0.400444406639,0.460018368387,1178.91550382,949.401594062,-229.513909761
random,0.1,92,20260817,104,935,-0.112559718011,0.251367196461,0.363926914472,0.509539185835,0.509539185835,0.391394891535,0.452130408202,1174.06264009,952.662103374,-221.400536719
random,0.1,93,20260818,104,935,-0.0847444308794,0.258284155065,0.343028585944,0.5185048591,0.5185048591,0.397941105448,0.456248713589,1176.52410122,953.998817368,-222.525283856
random,0.1,94,20260819,104,935,-0.101058280697,0.25736106789,0.358419348587,0.515192303667,0.515192303667,0.394194289283,0.455851170327,1178.96679435,954.98951925,-223.9772751
random,0.1,95,20260820,104,935,-0.0864263485759,0.263528119367,0.349954467943,0.520339109122,0.520339109122,0.397696508755,0.459146615251,1177.99826092,952.426499624,-225.571761299
random,0.1,96,20260821,104,935,-0.0831504861278,0.265475934723,0.34862642085,0.52023675429,0.52023675429,0.399129925004,0.46023450463,1177.36861332,953.282407187,-224.08620613
random,0.1,97,20260822,104,935,-0.0871149017846,0.261559145764,0.348674047549,0.518198595106,0.518198595106,0.3969566772,0.456892622807,1178.91937325,952.76737568,-226.151997569
random,0.1,98,20260823,104,935,-0.0957158707112,0.259673436732,0.355389307443,0.514537277803,0.514537277803,0.395676836885,0.456669051915,1173.68866589,945.162431372,-228.526234513
random,0.1,99,20260824,104,935,-0.0887971136408,0.252192811586,0.340989925227,0.519459408429,0.519459408429,0.399902627152,0.457913223258,1171.38277036,962.012347671,-209.370422687
random,0.1,100,20260825,104,935,-0.079785869278,0.266305096468,0.346090965746,0.520567502292,0.520567502292,0.400217573723,0.461670510195,1175.84937395,949.126383969,-226.722989982
random,0.1,101,20260826,104,935,-0.093562730982,0.262395109589,0.355957840571,0.516917289371,0.516917289371,0.396408012487,0.458616952047,1174.12609374,949.294808705,-224.831285035
random,0.1,102,20260827,104,935,-0.0622756525152,0.266683897652,0.328959550168,0.526603049328,0.526603049328,0.406530085611,0.463123370464,1178.11376727,954.142415026,-223.971352244
random,0.1,103,20260828,104,935,-0.0869129634705,0.26432338407,0.351236347541,0.520597751177,0.520597751177,0.400365722543,0.461531127631,1176.4722922,952.781293285,-223.690998913
random,0.1,104,20260829,104,935,-0.0684940683363,0.264235742942,0.332729811279,0.522332643691,0.522332643691,0.40280602148,0.461263652568,1175.93428653,954.765756973,-221.168529561
random,0.1,105,20260830,104,935,-0.0771928892929,0.267568164752,0.344761054045,0.52778292494,0.52778292494,0.406381286468,0.467250335259,1175.21672722,956.11042217,-219.106305045
random,0.1,106,20260831,104,935,-0.0812421734696,0.269922009226,0.351164182695,0.523632372118,0.523632372118,0.402558477872,0.464690205077,1177.44177288,951.941220585,-225.500552292
random,0.1,107,20260832,104,935,-0.0810951288149,0.262154501565,0.34324963038,0.518304636428,0.518304636428,0.398466726441,0.458971340402,1179.8137153,954.982449791,-224.83126551
random,0.1,108,20260833,104,935,-0.081777635717,0.266602456089,0.348380091806,0.523178944953,0.523178944953,0.40236745305,0.463385296305,1174.71010703,948.872684618,-225.837422412
random,0.1,109,20260834,104,935,-0.0701449261089,0.260557366736,0.330702292845,0.522910489165,0.522910489165,0.403542566226,0.461305019336,1171.75950407,947.710065567,-224.049438498
random,0.1,110,20260835,104,935,-0.085048094032,0.256636928863,0.341685022895,0.516613100283,0.516613100283,0.397482410876,0.456919368706,1179.51603185,960.514340466,-219.001691384
random,0.1,111,20260836,104,935,-0.101033579548,0.260288083179,0.361321662727,0.518567555185,0.518567555185,0.397203807679,0.459050529338,1175.64252771,953.451002791,-222.191524921
random,0.1,112,20260837,104,935,-0.0718233973336,0.266123082641,0.337946479975,0.523728958317,0.523728958317,0.403025443356,0.462347880714,1178.70418057,955.98595012,-222.718230452
random,0.1,113,20260838,104,935,-0.102920723162,0.256768483171,0.359689206333,0.518722977463,0.518722977463,0.396541880537,0.458963337897,1172.55901499,951.746229285,-220.812785705
random,0.1,114,20260839,104,935,-0.100013628089,0.2600939052,0.360107533289,0.519342940439,0.519342940439,0.398416280314,0.460307327365,1176.64715922,956.999644174,-219.647515048
random,0.1,115,20260840,104,935,-0.091610337487,0.257037176462,0.348647513949,0.513876597806,0.513876597806,0.393268039992,0.453428637459,1177.41119055,951.671549517,-225.739641029
random,0.1,116,20260841,104,935,-0.0910830779562,0.264940652228,0.356023730184,0.521722707864,0.521722707864,0.400799220104,0.462621461281,1175.1680126,950.894054798,-224.273957802
random,0.1,117,20260842,104,935,-0.105559769368,0.250804761788,0.356364531156,0.512111586034,0.512111586034,0.391633569308,0.452635456021,1173.589247,949.489744513,-224.099502491
random,0.1,118,20260843,104,935,-0.085886684554,0.2572890062,0.343175690754,0.514861304638,0.514861304638,0.396332125171,0.455837464425,1177.78458813,953.914172245,-223.870415886
random,0.1,119,20260844,104,935,-0.0767407885165,0.266942183268,0.343682971785,0.523048560798,0.523048560798,0.401655129319,0.462267676049,1177.73716609,952.945072432,-224.792093654
random,0.1,120,20260845,104,935,-0.0833674429498,0.262500226278,0.345867669228,0.522125984292,0.522125984292,0.401314084611,0.461607435236,1173.97205877,950.155119854,-223.816938916
random,0.1,121,20260846,104,935,-0.0820411968224,0.261060861678,0.343102058501,0.52072061329,0.52072061329,0.39870784893,0.459253946542,1176.35541571,953.875103518,-222.480312187
random,0.1,122,20260847,104,935,-0.0767674978595,0.271280221532,0.348047719391,0.523337200719,0.523337200719,0.401976191312,0.463428249633,1175.13428644,950.247777569,-224.886508868
random,0.1,123,20260848,104,935,-0.0745663129269,0.268912152236,0.343478465163,0.524183902298,0.524183902298,0.40318917627,0.463803314788,1175.30138959,948.776403638,-226.524985955
random,0.1,124,20260849,104,935,-0.0832709406777,0.268804785643,0.352075726321,0.521103644497,0.521103644497,0.40012365463,0.462010643518,1179.1701159,949.742814637,-229.427301267
random,0.1,125,20260850,104,935,-0.101962849804,0.25731185235,0.359274702153,0.517597329314,0.517597329314,0.399146726804,0.460667234468,1176.33294946,955.105483739,-221.227465724
