epoch,train_loss,train_mae,train_mape,train_r2,train_pcc,val_loss,val_mae,val_mape,val_r2,val_pcc,lr
17,0.5290340689512399,0.44341110438108444,133.45693111419678,0.4706744998693466,0.6745766674318598,0.5458979234099388,0.47121379896998405,186.33213329315186,0.3478056713938713,0.578152791472081,0.001
18,0.5037260972536527,0.4350843131542206,132.6137180328369,0.49311601370573044,0.692345807562206,0.5285804122686386,0.4607471786439419,165.57761240005493,0.35774829238653183,0.5921600016607793,0.001
19,0.4965568979581197,0.4297047443687916,130.74583053588867,0.502934105694294,0.6993287287125286,0.5463912561535835,0.47020114958286285,194.0845103263855,0.3574300557374954,0.5914590159071921,0.001
20,0.49166186039264387,0.42836112156510353,131.63030004501343,0.5075907707214355,0.7040632453782474,0.528288833796978,0.45346295088529587,212.95961713790894,0.3774540573358536,0.6045056081621535,0.001
21,0.47509288482176953,0.4203558452427387,134.42582845687866,0.5235259234905243,0.7159011153448572,0.5497935637831688,0.4664899855852127,193.08237028121948,0.35956164449453354,0.5924374618324512,0.001
22,0.4573492163266891,0.4120871387422085,127.759202003479,0.5409609228372574,0.7287065200217833,0.5261526554822922,0.45079707726836205,187.18004274368286,0.37512292712926865,0.6111400956319868,0.001
23,0.4465144016803839,0.4052637591958046,124.83338403701782,0.5540064871311188,0.7384011461655364,0.5135019347071648,0.45777398347854614,210.04989385604858,0.3653891831636429,0.6030487310376991,0.001
24,0.4422719746063917,0.4053972028195858,122.51445531845093,0.5572248995304108,0.7409819691010108,0.5233685001730919,0.45136328786611557,206.53027200698853,0.3703767880797386,0.6064094527536458,0.001
25,0.42523774810326403,0.3966972269117832,129.25753259658813,0.5742922201752663,0.7529589268316087,0.5255648568272591,0.44883181527256966,205.99182558059692,0.38003212958574295,0.611114356247165,0.001
26,0.4166321043784802,0.39081062749028206,126.44303035736084,0.5847345441579819,0.7603158031424968,0.5069039650261402,0.4426763914525509,158.8325653076172,0.38028885424137115,0.6125479450006601,0.001
27,0.4058454800874759,0.386399082839489,118.61218595504761,0.5938292443752289,0.7669447303530765,0.5318747013807297,0.44320962205529213,209.64123106002808,0.37543221563100815,0.6110638496637684,0.001
28,0.4041585807616894,0.384705264121294,125.70445966720581,0.5957928597927094,0.7685326086636253,0.5251838266849518,0.4411839619278908,193.55241537094116,0.38142161071300507,0.6155619017515189,0.001
29,0.3888184283024225,0.37633412331342697,116.5322413444519,0.6114078611135483,0.7785056628358595,0.5257250405848026,0.43772242218255997,190.68682622909546,0.3847964182496071,0.6159477405785228,0.001
30,0.38719461667232025,0.3755957819521427,125.16969442367554,0.6134620830416679,0.7801708647202337,0.5309346094727516,0.44496485218405724,180.91272115707397,0.3753684312105179,0.6119986557120034,0.001
31,0.37178738759114194,0.36849443055689335,121.04083728790283,0.6276687383651733,0.7894281471896661,0.5180478170514107,0.436784952878952,198.52900218963623,0.3826100453734398,0.61731372572924,0.001
32,0.35845500001540553,0.36155185103416443,118.62984561920166,0.6409877091646194,0.7980812325797828,0.5303285047411919,0.4358070604503155,191.00226402282715,0.3829163610935211,0.6160850788582892,0.0005
33,0.33698718364422137,0.3479044549167156,118.71276760101318,0.6624676957726479,0.8116981428677443,0.5159175246953964,0.4321189783513546,163.54322147369385,0.39628157764673233,0.6265571594173021,0.0005
34,0.3212536947849469,0.338951637968421,118.08303117752075,0.6804182603955269,0.8229433534847381,0.5239389464259148,0.4284990690648556,172.56324243545532,0.3847314268350601,0.6200446947806358,0.0005
35,0.3130550674903087,0.333077747374773,112.4423975944519,0.6868050545454025,0.827095965900791,0.5371307656168938,0.43120284751057625,175.936842918396,0.38125941157341003,0.6188430379420005,0.0005
36,0.30994321444095707,0.33030340261757374,118.52568554878235,0.6908238530158997,0.8296095409584497,0.5287715643644333,0.42979559302330017,179.1753420829773,0.37886571139097214,0.6199338905655709,0.0005
