pathway,pcc,r2,mae,rank
MYC_Targets,0.7108622219139475,0.4820705983040583,0.578473331223899,1
Oxidative_Phosphorylation,0.6973151569352596,0.46739234725618095,0.5771525828883238,2
ECM_Organization,0.6615437316813875,0.30559281615224,0.5502575588090396,3
Fibrosis,0.6296647524223358,0.2705962309503601,0.5531164861857816,4
tls,0.6072458241810984,0.2865843439110327,0.4434142878334663,5
Glycolysis,0.5669825575604248,0.30318599860901085,0.6648173931195178,6
IL6_JAK_STAT3,0.5610542436489613,0.3058695981982055,0.6565810067817929,7
Wound_Healing,0.5321864901768473,0.15639801927266983,0.6314318001602486,8
toxic,0.5202656741903479,0.1962238091243852,0.509629416240742,9
E2F_Targets,0.5154016084883399,0.26439389840002103,0.5710754971982637,10
emt,0.501195384415878,0.14433996820817274,0.6079707424711563,11
mTOR_Signaling,0.46897148209091044,0.21745219014981387,0.6357406450372429,12
mhc,0.44784794408251943,0.1983715498609704,0.755808810253484,13
Angiogenesis,0.4380207466530546,0.14834014097181014,0.6439023196283751,14
G2M_Checkpoint,0.4379077735696917,0.18158653737294184,0.5683178261403277,15
P53_Pathway,0.41854951117523936,0.1671511814341985,0.6658265975911285,16
Mitotic_Spindle,0.4147843058196099,0.16974183307983381,0.5942036402627018,17
hypoxia,0.4077497806307518,0.146743765357785,0.731240608296049,18
Unfolded_Protein_Response,0.35949806270980134,0.1136602281301734,0.6950082786916308,19
Complement,0.358043386881612,0.05649776697828268,0.6510476134139902,20
DNA_Damage_Response,0.34027099628092067,0.10459214241239156,0.6175312054635417,21
icp,0.3080775887420942,0.052087571611156624,0.44856903404955706,22
Inflammatory_Response,0.30171992568392536,0.06385317610501018,0.7734219131522437,23
Coagulation,0.29021947093147354,0.032015849529993035,0.7247708008318455,24
Reactive_Oxygen_Species,0.268052880067295,0.06989996745530058,0.7326918629941318,25
Apoptosis,0.2386179072763744,0.04173384363876731,0.6700957201533183,26
TNF_Signaling,0.21620585872642448,0.02963473535403438,0.7761582989533883,27
tgfb,0.18232119094142035,0.01951475226186572,0.6591387414180376,28
ifng,0.13902372542945743,-0.029273243992722797,0.6507991150185198,29
Interferon_Alpha,0.0532565054157905,-0.1829940375725525,0.8330291570530207,30
