pathway,pcc,r2,mae,rank
Oxidative_Phosphorylation,0.6582035857147499,0.4252779435964341,0.5828255687578328,1
MYC_Targets,0.644876849235986,0.39099135409258223,0.6139759813656535,2
ECM_Organization,0.6423424047240965,0.33679627702995074,0.551749740516177,3
Fibrosis,0.6106405020670621,0.2800041283037076,0.5686428118270659,4
tls,0.6035423561046939,0.30375162875766626,0.44063780202877967,5
IL6_JAK_STAT3,0.5459904111460593,0.2969544823174568,0.6611575457501243,6
Glycolysis,0.5310754833419365,0.265234125179707,0.6763051293435254,7
toxic,0.5110216621069595,0.20757005520829674,0.48960355574651226,8
Wound_Healing,0.5099876010943735,0.17432545310258507,0.6302403245759323,9
E2F_Targets,0.5007019592283889,0.24910177727413563,0.5884378276201695,10
emt,0.48631026343203876,0.15730468319570368,0.6146362952009461,11
mTOR_Signaling,0.46152204107327444,0.21291743664830076,0.6422256718197514,12
mhc,0.42446686024610636,0.17473299942755727,0.7578193705625047,13
Angiogenesis,0.41574418455037015,0.13141187707517232,0.6479191071251751,14
P53_Pathway,0.407753508353872,0.16437184601126742,0.6789474711571424,15
hypoxia,0.3951051748254466,0.13162027666577203,0.731821308833597,16
Unfolded_Protein_Response,0.37584957489263304,0.13667618808720639,0.6809417194892053,17
G2M_Checkpoint,0.3700483851228035,0.1326500066873212,0.6024824407326478,18
Mitotic_Spindle,0.36668216260709474,0.1332230156938894,0.6188173920946215,19
Complement,0.3462502443116328,0.06598015517388356,0.6580148398479473,20
DNA_Damage_Response,0.31408914945640626,0.08687200371044768,0.6252594060245623,21
icp,0.3082702102215468,0.050604678088926436,0.4403902016666705,22
Reactive_Oxygen_Species,0.26635363531195344,0.06782865858655829,0.728382636822162,23
Apoptosis,0.21609923680374066,0.04105727353674393,0.6847220179157703,24
TNF_Signaling,0.2117417965987807,0.015936047842805334,0.7739665193215518,25
Coagulation,0.19965726907443557,-0.055342353547072065,0.7553674078723142,26
Inflammatory_Response,0.19560875263147423,-0.027091653604990773,0.8035482217051224,27
tgfb,0.18689349903654673,0.017363597994504487,0.6695695061586074,28
ifng,0.1372321744572179,-0.016739095221254274,0.6758236261398267,29
Interferon_Alpha,-0.054929415162056676,-0.28792433381554083,0.876057199925405,30
