epoch,train_loss,train_pcc,train_r2,train_mae,val_loss,val_pcc,val_r2,val_mae,lr
1,0.30136691686245265,0.5120557456405933,0.25721415877342224,0.6183855533599854,0.330460507575626,0.3892140197786721,0.12441029399633408,0.64308762550354,0.0001
2,0.27131428069501007,0.5840425383942848,0.33813998103141785,0.5745692849159241,0.3297392845378308,0.3880785539093455,0.13298577070236206,0.6459077596664429,0.0001
3,0.25670842754437817,0.6160860003185603,0.3771970570087433,0.5544263124465942,0.33237339798115517,0.39557123213034223,0.12614399194717407,0.6452935338020325,0.0001
4,0.24332293691786405,0.6444244411178753,0.4133758842945099,0.5362313985824585,0.33364178760577057,0.38805311975874257,0.12360525131225586,0.6474931836128235,0.0001
5,0.22978833059551398,0.6714584433079422,0.4491952657699585,0.5179839134216309,0.33685851009552087,0.37536009250581137,0.11236151307821274,0.6528270840644836,0.0001
6,0.21614212563496663,0.6975004714847567,0.48497411608695984,0.4995803236961365,0.3409142932088137,0.369079677941735,0.10542651265859604,0.6594563126564026,0.0001
7,0.20311216989248307,0.7217895812126771,0.5195555686950684,0.48231956362724304,0.34975141735849186,0.3378551845993536,0.07667279243469238,0.67064368724823,0.0001
8,0.19034216048744523,0.7444701485606616,0.552960991859436,0.46491318941116333,0.35813673559555226,0.3421559337296563,0.05428551137447357,0.6824662685394287,0.0001
9,0.16528751611278605,0.7859906082779213,0.6162078976631165,0.42830583453178406,0.35489530401714775,0.3375848581436419,0.06795153766870499,0.679796040058136,5e-05
10,0.15421131655207893,0.8037456537050867,0.6443212628364563,0.41283100843429565,0.3599123575144119,0.3370842462447868,0.055778611451387405,0.6868499517440796,5e-05
11,0.14546993856387033,0.8175495566186618,0.6667755246162415,0.40037834644317627,0.36212852591624145,0.32179426665943184,0.0480019673705101,0.6899036765098572,5e-05
12,0.13768578389224287,0.8295627334485912,0.6866754293441772,0.3896239995956421,0.36348390345744047,0.32366201941769157,0.04654713347554207,0.691307783126831,5e-05
13,0.13093365533453938,0.839972786589474,0.7042076587677002,0.3800624907016754,0.3676089774417338,0.31996297995290285,0.03355402871966362,0.696203887462616,5e-05
14,0.12475364303427343,0.849150596395294,0.7199151515960693,0.37119755148887634,0.36458785043373393,0.3115936474772843,0.043593160808086395,0.6937445998191833,5e-05
15,0.11171291725791695,0.8673955480424262,0.7512772679328918,0.3505042493343353,0.3652452751517071,0.3149458676262235,0.03982433304190636,0.6941781640052795,2.5e-05
16,0.10671690422838949,0.8743413886309197,0.7633690237998962,0.3424913287162781,0.37075314804659054,0.3102680555817736,0.024724269285798073,0.7005861401557922,2.5e-05
17,0.10282456679057939,0.879709640610673,0.7728440761566162,0.33650508522987366,0.37079979229557086,0.3107131211654361,0.024967987090349197,0.7011622786521912,2.5e-05
18,0.09926559094493222,0.884596047858239,0.7815597653388977,0.33066269755363464,0.3731241236635521,0.3063126584244693,0.02119828201830387,0.7047382593154907,2.5e-05
19,0.09635749862396897,0.888702284561283,0.7889335751533508,0.326323539018631,0.37070358245161744,0.30504424058211166,0.027890849858522415,0.7023468613624573,2.5e-05
20,0.09358654411912594,0.8924582943496897,0.7956792712211609,0.32204869389533997,0.3725110814508521,0.306818682057205,0.022876223549246788,0.7041628360748291,2.5e-05
21,0.0880087993451302,0.8997312956490314,0.8087530732154846,0.31220340728759766,0.3730846573852999,0.3083870787412478,0.019876936450600624,0.7046720385551453,1.25e-05
22,0.08546320960322666,0.9029789435727081,0.8146476149559021,0.3076736629009247,0.37244094174685,0.30615708395155466,0.022478671744465828,0.7040837407112122,1.25e-05
