pathway,pcc,r2,mae,rank
ECM_Organization,0.8057263678444193,0.6485298541985272,0.39708262809056605,1
Oxidative_Phosphorylation,0.7994480313088965,0.6218435006559985,0.43229651337132075,2
MYC_Targets,0.7813485333846885,0.5960260746646078,0.42690174810188675,3
Fibrosis,0.725347432604176,0.5135801598929262,0.45699838576415097,4
IL6_JAK_STAT3,0.702961744838319,0.49318400518505134,0.5287179657313208,5
Glycolysis,0.6807078324337109,0.4574730946401204,0.5192187142664152,6
emt,0.6375999009086343,0.4058031959879952,0.5357626531501888,7
Wound_Healing,0.631643851368764,0.3642870475379235,0.5142258621777359,8
Coagulation,0.6114451424637708,0.37019985839424063,0.5486405958015094,9
tls,0.5883892206197652,0.3460080039902801,0.38591786381547166,10
E2F_Targets,0.58162396417696,0.3357089304440246,0.5133268376984906,11
toxic,0.5665077486219036,0.3122970965902834,0.33842071761018866,12
hypoxia,0.556891177395621,0.2922662196959841,0.5770896538584904,13
mhc,0.5166309467885694,0.2527937219840536,0.6508368029501888,14
G2M_Checkpoint,0.4841659480786815,0.21932094236377098,0.49704615602415086,15
Angiogenesis,0.4838676135187537,0.22890863686587304,0.6221315794686038,16
Inflammatory_Response,0.4834036898670788,0.1801378486977524,0.6706578770037737,17
TNF_Signaling,0.4781036174517608,0.21287370476660483,0.7299236490792453,18
Complement,0.46135966510993137,0.19935499245975197,0.5074165496713963,19
Interferon_Alpha,0.4349534368633842,0.18521194865859125,0.6000316807752831,20
DNA_Damage_Response,0.43462303550025966,0.1874745525988708,0.5167886323645282,21
Unfolded_Protein_Response,0.4041452326158164,0.147929184523794,0.621899864784717,22
P53_Pathway,0.39859234935434795,0.14601557902823492,0.7311215876679246,23
Reactive_Oxygen_Species,0.3959535551266794,0.14748076555103362,0.6679521102273963,24
mTOR_Signaling,0.35951096210884614,0.10232997974310698,0.6349834626926038,25
Mitotic_Spindle,0.3340259340775137,0.07109019793888749,0.5941551280588678,26
ifng,0.31376750384300656,0.09601386405838952,0.5090188295026415,27
Apoptosis,0.24524051626274962,0.04838293029656715,0.6332871393752453,28
icp,0.2392477757229436,0.028517567625653717,0.4086348778362264,29
tgfb,0.21611532189470556,0.018596817642618446,0.6695782133301887,30
