epoch,train_loss,train_pcc,train_r2,train_mae,val_loss,val_pcc,val_r2,val_mae,lr
1,0.29976608287697154,0.5172422120716597,0.26256000995635986,0.6168737411499023,0.33456602793628887,0.3849320212515906,0.12756142020225525,0.6522238254547119,0.0001
2,0.2672227973907237,0.5939772501832359,0.3499845266342163,0.5705965161323547,0.33128682369341733,0.39553897905969393,0.13024726510047913,0.6480854153633118,0.0001
3,0.24929332472036952,0.6328038109377666,0.398363322019577,0.5460594296455383,0.34571105745777125,0.36740783698918295,0.08998651802539825,0.6660293340682983,0.0001
4,0.231802646903819,0.6680655745115375,0.4446188509464264,0.5222601294517517,0.34044155312347774,0.37926188298596414,0.10551876574754715,0.6598182320594788,0.0001
5,0.21508634321643477,0.7002932445184128,0.4889248311519623,0.4997950494289398,0.34658974034189055,0.3567407970909353,0.09292451292276382,0.6711912751197815,0.0001
6,0.19940351430938483,0.7288445018507576,0.5298642516136169,0.4785686135292053,0.34965413943522394,0.36154712959057783,0.0847027376294136,0.6733420491218567,0.0001
7,0.18512692465493907,0.7538642078451037,0.5671014189720154,0.4594254195690155,0.3507547622234359,0.34890154316302285,0.08039266616106033,0.6751962304115295,0.0001
8,0.1728662973197382,0.7750101818741745,0.5995803475379944,0.4427195191383362,0.36173018581898647,0.33499145289278526,0.04923180863261223,0.6897490620613098,0.0001
9,0.14717774463957137,0.8149922710718043,0.6628506183624268,0.4042348861694336,0.3611338382499142,0.33498373737224557,0.051074083894491196,0.6890581250190735,5e-05
10,0.13669862313621106,0.8309857432860683,0.6890195608139038,0.38862475752830505,0.3619779008593263,0.32865285006693346,0.05288781225681305,0.6924391984939575,5e-05
11,0.12920185025390932,0.8420392255744754,0.7075750231742859,0.37754058837890625,0.36549284530000276,0.32460836669837806,0.040855757892131805,0.6959915161132812,5e-05
12,0.12310870480185246,0.8513817375069168,0.7235192060470581,0.3689522445201874,0.3668186557494988,0.3235839095918071,0.038245875388383865,0.6988565325737,5e-05
13,0.11733791861314509,0.8597159871914524,0.7379099726676941,0.36041688919067383,0.37028976199541613,0.316587887319114,0.02565007656812668,0.7020084857940674,5e-05
14,0.11281942658582096,0.8663244294364407,0.7494521737098694,0.35387715697288513,0.3745772529456575,0.310660634680813,0.014960930682718754,0.7086675763130188,5e-05
15,0.1015708664822024,0.8813920064668945,0.7758004665374756,0.33531683683395386,0.37346511614524713,0.31075461456096826,0.01843518391251564,0.7064098119735718,2.5e-05
16,0.0974804342446339,0.8869698626411344,0.7856380343437195,0.32843464612960815,0.3747065875602083,0.30982950443171114,0.013187308795750141,0.70811527967453,2.5e-05
17,0.09428073592839757,0.8913298678779926,0.7934342622756958,0.32317355275154114,0.3704050164101487,0.3112290175905554,0.02949734590947628,0.704189121723175,2.5e-05
18,0.09191848476168682,0.8947557668925383,0.7995718717575073,0.319400429725647,0.3745261065142752,0.3062932120933174,0.01610833778977394,0.7088475823402405,2.5e-05
19,0.08935501525517932,0.8981016789622911,0.8056190609931946,0.31557324528694153,0.37379242078508135,0.30924461916207546,0.017354894429445267,0.7072951197624207,2.5e-05
20,0.08747704986306434,0.9006104331526341,0.8102121949195862,0.3122439682483673,0.37445308357308815,0.31075941603427537,0.01776949129998684,0.7089579701423645,2.5e-05
21,0.08241448166777929,0.9070647323662716,0.821938157081604,0.3033137321472168,0.3768773514447688,0.30657520943465216,0.01026828121393919,0.7119062542915344,1.25e-05
22,0.08052677386910215,0.9093917464700104,0.82613205909729,0.2998196482658386,0.37724191922476963,0.3075968602579598,0.009158174507319927,0.7125612497329712,1.25e-05
