analysis_id,analysis_class,evidence_status,attempt_id,arm,analysis_card_id,task,seed,fold,split,n,n_positive,n_negative,auc,auprc,brier,calibration_intercept,calibration_slope,calibration_status,calibration_reason
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,MPR,61,2,test,31,15,16,0.8791666666666667,0.897307463778052,0.13726050781134747,-0.30522424498296735,1.2974628682738778,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,MPR,61,2,validation,31,15,16,0.8916666666666666,0.9002493997230838,0.13756910831367716,0.4670779855785183,1.3536786246181622,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,MPR,61,3,test,31,15,16,0.9,0.9217322291235335,0.1389724611625958,-0.8974315564761504,1.8867915678803768,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,MPR,61,3,validation,31,15,16,0.9541666666666666,0.9571733821733821,0.09471629325217847,-0.3549348453701626,1.967657572313571,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,MPR,61,4,test,31,15,16,0.9416666666666668,0.9586996336996336,0.11257457470455666,-0.35690138050323034,2.140341261166198,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,MPR,61,4,validation,31,15,16,0.9208333333333334,0.9039296613209655,0.1336451370649473,0.19171208680094978,2.5338716663051972,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,0,test,31,11,20,0.7863636363636364,0.7078799941029044,0.17694645534856104,0.12630907431981578,1.1834953714850829,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,0,validation,31,11,20,0.85,0.8361741298907075,0.14900186581821848,0.2050578948950851,1.4644658895021472,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,1,test,31,11,20,0.7818181818181819,0.7763888888888888,0.1675517809498556,-0.30032431693837514,0.9713560640962062,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,1,validation,31,11,20,0.9090909090909092,0.9057709966800875,0.11779983763934057,-0.16061776279897136,1.718055913839604,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,2,test,31,11,20,0.9227272727272727,0.9216345270890727,0.08131917732265286,0.3066071905484148,1.5744705296025348,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,2,validation,31,11,20,0.8681818181818182,0.775762495080677,0.12943140182645776,0.08154252951112423,1.785772427506642,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,3,test,31,11,20,0.9863636363636363,0.9777495232040687,0.09051529595560381,3.3143818032469774,5.661925749092551,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,3,validation,31,11,20,0.9045454545454545,0.8935786435786437,0.11238977704503682,0.3753791669588233,1.6350343480646998,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,4,test,31,11,20,0.8454545454545455,0.8086803095894006,0.1467990670967208,-0.09388330290547195,1.084647223698714,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,1,4,validation,31,11,20,0.8363636363636363,0.8466413216413218,0.13730690426325717,-0.2742349376921094,1.4011789047723668,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,0,test,31,11,20,0.8454545454545455,0.8552916381863751,0.12815071367458647,0.5203648887738604,1.2389276560726301,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,0,validation,31,11,20,0.9136363636363637,0.9187878787878789,0.09831594373642226,0.5357369220482563,1.7350584864702547,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,1,test,31,11,20,0.8545454545454545,0.8040813120956662,0.1390239966903599,0.6738825384484841,1.698269514275039,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,1,validation,31,11,20,0.9772727272727273,0.9617715617715619,0.0919654667456447,1.6592780819015516,3.6546506082318126,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,2,test,31,11,20,0.759090909090909,0.7537176872186173,0.17673729538702287,-0.16192976289044367,0.8853102770785363,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,2,validation,31,11,20,0.740909090909091,0.723534758702223,0.17376173270869788,-0.02319694654840893,0.9373877123631104,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,3,test,31,11,20,0.9681818181818181,0.9488390397481308,0.1003927152731665,-0.7738941409975231,2.2827771864882895,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,3,validation,31,11,20,0.8818181818181818,0.883790473909051,0.12276752323403091,0.3907620233466248,1.7007756594999976,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,4,test,31,11,20,0.8090909090909091,0.6981085581085582,0.17119584319862816,-0.31467129028254326,0.9460419026727626,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,2,4,validation,31,11,20,0.7909090909090908,0.7824478551751279,0.16944087140206265,-0.21069057837632488,0.8465088183055783,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,0,test,31,11,20,0.8727272727272728,0.793944313262495,0.14105744500546655,-0.06087895892526943,1.7295389890716097,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,0,validation,31,11,20,0.8818181818181818,0.8651443001443002,0.13937405997346286,0.9130129228530852,1.7284298747374358,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,1,test,31,11,20,0.9636363636363636,0.9273199023199024,0.10809906492588715,0.8856517721674648,2.8748168204481614,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,1,validation,31,11,20,0.9545454545454545,0.9419404125286479,0.10887902861060746,-0.31635065755355873,2.8166723213418,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,2,test,31,11,20,0.7954545454545454,0.7991171454807819,0.1462747005210921,0.16068542434389393,1.096243528072123,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,2,validation,31,11,20,0.8454545454545455,0.829742771848035,0.14011719760302666,0.030191255895275302,1.2463579615367677,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,3,test,31,11,20,0.8863636363636364,0.8825324675324675,0.11817548439780572,0.6689639851187338,1.8017699112135344,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,3,validation,31,11,20,0.8636363636363636,0.8641456582633054,0.12266478206326838,0.8673003037449593,1.528474166125103,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,4,test,31,11,20,0.8272727272727274,0.8182095895011496,0.14248885616389415,0.016159505501901178,1.0926308711240948,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,42,4,validation,31,11,20,0.8954545454545455,0.8594877344877345,0.12785061364706285,0.36070357659022156,1.841381792333893,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,0,test,31,11,20,0.8636363636363635,0.8448369812006176,0.1320412023193333,0.16195675317586067,1.4167977397259364,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,0,validation,31,11,20,0.75,0.7171106890474479,0.1766977399038439,0.2792745983888849,0.9453963420639991,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,1,test,31,11,20,0.9363636363636363,0.9335664335664335,0.10763742483063421,-0.709780515769898,1.8077890856713423,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,1,validation,31,11,20,0.95,0.9104552013642924,0.11426654559728623,-0.5137309903216813,2.369038742428671,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,2,test,31,11,20,0.8909090909090909,0.8543224452315361,0.13164990943849764,0.36369991258048456,2.076803533442439,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,2,validation,31,11,20,0.8409090909090909,0.829978354978355,0.14159744160064702,0.17645096673571828,1.5842175581422995,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,3,test,31,11,20,0.8954545454545455,0.8644227994227995,0.12432272313337987,0.529227536309911,2.162010580956795,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,3,validation,31,11,20,0.8727272727272728,0.8560248673885038,0.13009674662946008,-0.0063611644343718405,1.4137675987794232,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,4,test,31,11,20,0.7454545454545455,0.6370395421313813,0.19092199116392602,0.14095655574199306,0.9521858765924767,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A002,ORD,S2-ORD-SLIDE-001,pCR,61,4,validation,31,11,20,0.7590909090909091,0.6992123617123618,0.17701309974320717,0.2820231992018,1.0827411094663706,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,0,test,31,15,16,0.8958333333333333,0.9028265107212474,0.14920602215041293,1.1784497100548026,1.420128615451323,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,0,validation,31,15,16,0.875,0.8797883597883598,0.15187306657749225,0.5963788135761344,1.3282652249051967,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,1,test,31,15,16,0.9166666666666667,0.9152742464507171,0.12633538801605912,0.36232858778633514,1.1616669433917604,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,1,validation,31,15,16,0.8291666666666666,0.8091607024962794,0.16889685252708178,0.4008499737151924,1.2871884537895475,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,2,test,31,15,16,0.6583333333333333,0.6820105846373595,0.2326439987915194,0.035001002752786115,0.670995130663714,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,2,validation,31,15,16,0.7291666666666666,0.7482506279410304,0.2172733881848986,-0.40476744498501604,1.00257835859161,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,3,test,31,15,16,0.8291666666666666,0.8163171648849398,0.17990800362093012,0.15585220312725329,0.9002840319789837,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,3,validation,31,15,16,0.9083333333333333,0.9232330827067667,0.12101237634105419,-0.6550951816517365,1.5672522145785266,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,4,test,31,15,16,0.875,0.8983583083583083,0.16441813386890028,-0.41037481181941854,2.4340716123649186,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,1,4,validation,31,15,16,0.7249999999999999,0.7658675477446091,0.20144965138571855,0.1265437545699909,1.1211090203833418,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,0,test,31,15,16,0.9875,0.9877124183006536,0.06972455636382564,-1.7415019034145642,5.280168556653569,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,0,validation,31,15,16,0.9625,0.9749999999999999,0.06571744733905345,-0.5349797578358814,1.833763427431119,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,1,test,31,15,16,0.7875000000000001,0.854071169208424,0.17202433804813622,0.2507398170110435,0.6587587126916705,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,1,validation,31,15,16,0.7166666666666666,0.8149954548397262,0.20453232756329598,0.3651349327431082,0.5333024163720259,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,2,test,31,15,16,0.9208333333333334,0.9357511769276474,0.15708019644660623,-0.9187205102457189,3.632125749864489,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,2,validation,31,15,16,0.6416666666666666,0.6881936050643144,0.23143179572837938,-0.11367974838454131,0.9252870573131635,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,3,test,31,15,16,0.8958333333333333,0.897566846638054,0.1376652355288549,-0.09288061761674407,2.015015454792444,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,3,validation,31,15,16,0.7875000000000001,0.8389328449328448,0.19135084665522958,-0.20452833207151616,0.7886271081687739,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,4,test,31,15,16,0.9666666666666667,0.9689987789987788,0.08391792499170708,0.5966527657968892,2.7804475137251177,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,2,4,validation,31,15,16,0.8583333333333333,0.8746731046731047,0.15466043318439393,0.3350584705404538,1.1558205015639715,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,0,test,31,15,16,0.8541666666666665,0.8991493886230728,0.14108016439827223,0.3656120465150038,1.1496350307634537,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,0,validation,31,15,16,0.8374999999999999,0.8786202686202684,0.16053789281150352,0.019174126170854098,1.0405697688985696,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,1,test,31,15,16,0.9166666666666666,0.9363492063492063,0.1177896255876529,-0.27957067626570115,1.9748962370513725,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,1,validation,31,15,16,0.8541666666666666,0.8875538109980834,0.1376659861672713,-0.06111480211192972,1.1296523089538295,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,2,test,31,15,16,0.9000000000000001,0.9215552965552964,0.13869389593971104,-0.43815709833711053,1.5189645880657787,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,2,validation,31,15,16,0.9541666666666666,0.9565720012701437,0.11357139416643171,1.2653117043789084,2.457375090800064,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,3,test,31,15,16,0.9708333333333333,0.9683778639660992,0.09190816049716491,0.4727796910992379,2.051094525241123,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,3,validation,31,15,16,0.8833333333333333,0.9113716108452949,0.1402548203900455,-0.507313729146672,1.139249973314373,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,4,test,31,15,16,0.6916666666666667,0.6312439857279899,0.21712236402001797,-0.10170249049782557,0.841789138188675,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,42,4,validation,31,15,16,0.7625,0.7129076479076479,0.20109701281751566,-0.18244423688514683,1.1403024563414712,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,0,test,31,15,16,0.8583333333333334,0.8850179014884896,0.15179826347075628,0.27905448473458894,0.9292869261666488,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,0,validation,31,15,16,0.8625,0.8586323131059973,0.157182416926654,-0.1519554857194055,0.901240908861791,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,1,test,31,15,16,0.8083333333333333,0.8492503983883294,0.1743878340794422,0.10127101353520958,0.7717266773988127,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,1,validation,31,15,16,0.8541666666666666,0.8599560461325166,0.15892477401249946,0.08608975549825873,1.0745588883828827,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,2,test,31,15,16,0.8708333333333333,0.8896425796425795,0.1496529202050119,-0.4933287189755179,1.2887444482147625,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,2,validation,31,15,16,0.8791666666666667,0.8882284141726866,0.14234706137789893,0.30676140382014483,1.3954626527006981,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,3,test,31,15,16,0.8916666666666666,0.9101160675073718,0.1336513946644088,-0.03020427618175953,1.7828149857975417,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,3,validation,31,15,16,0.9458333333333333,0.9506919006919006,0.09907092783926771,0.49061675625675116,1.862065599836754,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,4,test,31,15,16,0.9375,0.9545726495726494,0.1128601950286545,-0.4964512424507256,2.081656150366849,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,MPR,61,4,validation,31,15,16,0.9125,0.9018173292086334,0.1370556733407381,0.012098079682761251,2.2749037535129926,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,0,test,31,11,20,0.8136363636363637,0.7636696636696637,0.1667958862953046,-0.018232917322683576,1.2719274823336946,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,0,validation,31,11,20,0.9,0.8867105117105119,0.12360333277173949,0.15282858939726643,1.629482499841537,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,1,test,31,11,20,0.7454545454545455,0.7539675222231004,0.16921821774856818,0.04857867131071509,1.0402380919968885,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,1,validation,31,11,20,0.8818181818181818,0.8715534465534467,0.12561323010221337,0.5128854027817104,1.8226835146724567,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,2,test,31,11,20,0.9181818181818182,0.920096065550611,0.0921272524342457,0.10298308579997274,1.764567363352151,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,2,validation,31,11,20,0.8363636363636363,0.7359797065679419,0.149000616477452,-0.21156227345103448,1.6106871736802848,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,3,test,31,11,20,0.9954545454545454,0.9924242424242424,0.09005195842690292,6.346952498215722,17.86279516871393,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,3,validation,31,11,20,0.9090909090909092,0.8933464196622092,0.126340470761837,0.024386939628563885,1.8873496378303298,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,4,test,31,11,20,0.8227272727272728,0.7871194462103552,0.14803099936845635,0.002472667093837022,1.0860095527851872,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,1,4,validation,31,11,20,0.8409090909090908,0.8596283346283347,0.13576494644089596,-0.05036028026070601,1.4052806938135423,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,0,test,31,11,20,0.8136363636363636,0.8340115440115441,0.13325228359477184,0.12702509741695328,1.3879875925307594,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,0,validation,31,11,20,0.9136363636363637,0.9215784215784217,0.11093161672550614,0.13895582982940455,2.2199491941746174,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,1,test,31,11,20,0.8318181818181819,0.8094257594257595,0.16223786577740387,0.4516590305999237,2.591492540254122,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,1,validation,31,11,20,0.9409090909090909,0.9221435130526041,0.12421274236438566,0.9628170793318791,4.702920607934019,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,2,test,31,11,20,0.7318181818181817,0.7049297321036452,0.18646274832728912,-0.004667398475460718,0.931438071690423,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,2,validation,31,11,20,0.7181818181818181,0.6905829464652995,0.18708902072848813,0.07087659090997649,0.9504118380601492,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,3,test,31,11,20,0.9318181818181819,0.9058441558441559,0.13248934894588046,-0.5936569935854403,2.909590176964945,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,3,validation,31,11,20,0.8590909090909091,0.8695391126221166,0.15455283848540755,0.559405366558755,2.60084044642324,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,4,test,31,11,20,0.7590909090909091,0.6513516786244059,0.18219545094913325,0.0794440137897361,1.2035501296066267,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,2,4,validation,31,11,20,0.75,0.7166508392792978,0.18274711278976377,-0.034041771542573464,0.9099933714642975,computed,
phase2_phase3_reanalysis_v002,exploratory_reanalysis,pending_user_review,A003,SPATIAL_IDENTITY,S2-SPATIAL-IDENTITY-001,pCR,42,0,test,31,11,20,0.8454545454545455,0.7596105914287734,0.17026055183055064,-0.027798746169084176,2.5218860685723827,computed,
