epoch,train_loss,train_mae,train_r2,train_pcc,val_loss,val_mae,val_r2,val_pcc,lr
1,0.4281211495399475,0.8060338497161865,-0.06643238663673401,0.00040953085362645497,0.4110661745071411,0.7899634838104248,-0.01209958828985691,-0.0032797835238395703,1e-05
2,0.42729002237319946,0.804581880569458,-0.0655544325709343,-0.0005088610598133076,0.4095684885978699,0.787739098072052,-0.009927348233759403,-0.0002751185157485242,1e-05
3,0.42655450105667114,0.803663432598114,-0.06418978422880173,0.00016028510097900213,0.40828201174736023,0.7857492566108704,-0.008246972225606441,0.0031244643211053606,1e-05
4,0.42560115456581116,0.8023328185081482,-0.06210750341415405,0.002500223428968724,0.4071788489818573,0.7839639186859131,-0.0069950479082763195,0.006891792567540259,1e-05
5,0.42486003041267395,0.8012813329696655,-0.06103763356804848,0.0022175222639722997,0.4062468707561493,0.7823569178581238,-0.006127361673861742,0.010818873507102374,1e-05
6,0.42464542388916016,0.8010593056678772,-0.06127270311117172,0.0010084154055553644,0.405463844537735,0.7809116244316101,-0.00559823727235198,0.014794024759527548,1e-05
7,0.42351576685905457,0.799407958984375,-0.05935642868280411,0.002539941192534739,0.40480777621269226,0.7796215415000916,-0.005296860355883837,0.018761651628133515,1e-05
8,0.42317995429039,0.7986957430839539,-0.05904890224337578,0.0019283137482738436,0.40426886081695557,0.7784681916236877,-0.005212175659835339,0.022424370436309335,1e-05
9,0.4225654602050781,0.7977950572967529,-0.05816451460123062,0.003411567379384692,0.4038144648075104,0.7774075865745544,-0.00529604172334075,0.025718177097013968,1e-05
10,0.4223213791847229,0.7974796295166016,-0.05835479870438576,0.00229741163017039,0.40343767404556274,0.7764537930488586,-0.0054870666936039925,0.02866717943781346,1e-05
11,0.4216282367706299,0.7964369654655457,-0.057199884206056595,0.003927466368149922,0.4031205475330353,0.7755932211875916,-0.005746964830905199,0.03130437798977646,1e-05
12,0.4213111996650696,0.7956904768943787,-0.057370252907276154,0.0023548504764893618,0.4028564393520355,0.7748345732688904,-0.006053193472325802,0.033638713628423585,1e-05
13,0.4204975664615631,0.7946416139602661,-0.05620383471250534,0.0037523301164739085,0.4026317000389099,0.7741492390632629,-0.006376985926181078,0.03572676602245985,1e-05
14,0.42040830850601196,0.7942346334457397,-0.056630171835422516,0.002565938501238852,0.402435302734375,0.7735246419906616,-0.006690120790153742,0.03765055962473652,1e-05
15,0.41987544298171997,0.7934136986732483,-0.05571814626455307,0.00394548831377587,0.4022584855556488,0.7729595303535461,-0.006963698193430901,0.03946947630232007,1e-05
16,0.4195820093154907,0.7928813695907593,-0.05580398067831993,0.003406069316812364,0.40209636092185974,0.7724515795707703,-0.007176373619586229,0.04121255727776921,1e-05
17,0.41888296604156494,0.7921987771987915,-0.05399911478161812,0.007293259177885045,0.40194565057754517,0.7719933390617371,-0.007324395701289177,0.042882986335756275,1e-05
18,0.41863203048706055,0.7916982173919678,-0.05364326760172844,0.00715738285671394,0.4018042981624603,0.7715780735015869,-0.007415785454213619,0.04448442548532134,1e-05
19,0.41837969422340393,0.791084349155426,-0.05360664427280426,0.0069362565614462255,0.40166738629341125,0.7712018489837646,-0.007433011196553707,0.04607683560710918,1e-05
20,0.4180479049682617,0.7903518080711365,-0.05330684408545494,0.007403807724382355,0.40153253078460693,0.7708489298820496,-0.007390777114778757,0.047659969918121686,1e-05
21,0.4175930619239807,0.790013313293457,-0.052081938832998276,0.009945598720076798,0.40139660239219666,0.7705206274986267,-0.007283693645149469,0.04924631795162259,1e-05
22,0.417619913816452,0.7898010015487671,-0.053027499467134476,0.007433156005767197,0.401257187128067,0.7702176570892334,-0.007096415851265192,0.050880998204530604,1e-05
23,0.41712719202041626,0.7891477942466736,-0.051325585693120956,0.009686484784265703,0.40111592411994934,0.7699394226074219,-0.0068437280133366585,0.05254993505890427,1e-05
24,0.41685405373573303,0.7888938188552856,-0.05158066377043724,0.009549244766316332,0.4009722173213959,0.7696846723556519,-0.0065146563574671745,0.054265896499301414,1e-05
25,0.41649702191352844,0.7882839441299438,-0.05113430321216583,0.009381635692703656,0.400834858417511,0.7694637179374695,-0.006133874412626028,0.055959939822963135,1e-05
26,0.4162362515926361,0.7877712249755859,-0.050423428416252136,0.01037113027181985,0.40069741010665894,0.7692591547966003,-0.005698766093701124,0.05769033354080712,1e-05
27,0.41596847772598267,0.7872547507286072,-0.050493061542510986,0.010304854542951169,0.4005622863769531,0.7690755128860474,-0.005223437212407589,0.059440017485988726,1e-05
28,0.41583988070487976,0.7870824337005615,-0.05006490647792816,0.009797526950283937,0.40042388439178467,0.7689043879508972,-0.00469357380643487,0.06125314265784144,1e-05
29,0.4152563810348511,0.7862046957015991,-0.04863126203417778,0.012702403497358553,0.4002847373485565,0.7687445282936096,-0.0041189114563167095,0.06312458349341382,1e-05
30,0.4152137041091919,0.7862066626548767,-0.04850775748491287,0.012423136043428398,0.4001427888870239,0.7685889601707458,-0.003511530114337802,0.06505655993356692,1e-05
31,0.4152382016181946,0.7860473990440369,-0.048883579671382904,0.01046278950733127,0.4000001549720764,0.7684447169303894,-0.0028633554466068745,0.06707374333085891,1e-05
32,0.41488927602767944,0.7858344316482544,-0.04797253757715225,0.011767536529914233,0.39986008405685425,0.7683047652244568,-0.002202453324571252,0.06910640005531797,1e-05
33,0.4148591458797455,0.7859097123146057,-0.04778492450714111,0.01162418706099452,0.3997171223163605,0.7681690454483032,-0.0015145937213674188,0.07121025238732157,1e-05
34,0.4141945540904999,0.78497713804245,-0.046094052493572235,0.014657789876655176,0.3995743691921234,0.7680435180664062,-0.0008098860853351653,0.07336823214543997,1e-05
