pathway,pcc,r2,mae,rank
Oxidative_Phosphorylation,0.8069426241380472,0.6473017744866155,0.43984261824037746,1
ECM_Organization,0.7964788266982887,0.633351970332943,0.4147013881913207,2
MYC_Targets,0.7887229433798721,0.6180453693624566,0.43303052418792454,3
Fibrosis,0.7284098543998687,0.5235795728243033,0.46685630299773584,4
IL6_JAK_STAT3,0.703445019324018,0.48100044426486543,0.5606113696754716,5
Glycolysis,0.6867201971763376,0.4701445284150172,0.5276585362916981,6
Coagulation,0.6536081360262728,0.4167499889116849,0.5112739593924528,7
Wound_Healing,0.6396858841765274,0.3966935033585751,0.5115831889743396,8
emt,0.6282149978442326,0.3874336963007047,0.5514140468183774,9
E2F_Targets,0.5774370291646217,0.33096256797189827,0.5080155895233962,10
toxic,0.5662184176799749,0.289301206594645,0.33923186234754715,11
hypoxia,0.5653199022570394,0.3164136773663143,0.5837533970384906,12
tls,0.5633971832707793,0.29590167362853514,0.3841091219290566,13
mhc,0.5429565988698797,0.2890523142248479,0.6345869427633962,14
Angiogenesis,0.5009070581936712,0.2502814282174586,0.6092670193792452,15
Inflammatory_Response,0.496513431576559,0.24145809418286457,0.6693355037133208,16
TNF_Signaling,0.46576199156336295,0.19851951069641371,0.7590517085471697,17
G2M_Checkpoint,0.4639278851498114,0.16678667567673877,0.5227601076065661,18
DNA_Damage_Response,0.45717965994828,0.20247200402424104,0.5077313979256605,19
Interferon_Alpha,0.42816148909503415,0.1801490098418972,0.5950917135146038,20
Complement,0.4171826550541679,0.15777577224978812,0.5226121318837736,21
P53_Pathway,0.4055188324307803,0.15862530149016185,0.7297752900781131,22
Unfolded_Protein_Response,0.39890137254596036,0.1511810895934902,0.6249380564843396,23
Reactive_Oxygen_Species,0.37581566415109785,0.1407040164533565,0.686950261708302,24
mTOR_Signaling,0.374570774484528,0.1253713181274151,0.6263724232803773,25
Mitotic_Spindle,0.33274994196533325,0.08597405506108191,0.5910447674716981,26
ifng,0.2623398680708141,0.06342618515576315,0.5101392703125284,27
icp,0.24428249288008028,0.02294276035010956,0.40120361198981136,28
tgfb,0.23503210037349748,0.03908772966060026,0.6635238727660377,29
Apoptosis,0.18825157961264885,0.0032201928102273403,0.6327725593020378,30
