pathway,pcc,r2,mae,rank
MYC_Targets,0.6852342757311817,0.4350013495298707,0.5820682938889925,1
Oxidative_Phosphorylation,0.6847122870240427,0.45476827903960926,0.5671915777246077,2
ECM_Organization,0.6844555037136332,0.30560467185523843,0.5415383392177402,3
Fibrosis,0.6476072838495405,0.26776555244593714,0.5529202624328211,4
tls,0.615993006921459,0.29835532885608007,0.43311639721669687,5
IL6_JAK_STAT3,0.5736539884452495,0.324169417007516,0.6429027645452919,6
Glycolysis,0.568164502445269,0.2690060988299997,0.6606809255404181,7
Wound_Healing,0.5464076486712537,0.17458297914044318,0.6268818462485461,8
toxic,0.5251655943083686,0.20453891278278935,0.4993914420374312,9
emt,0.5042386048419014,0.1341501713367802,0.6100356330990357,10
E2F_Targets,0.49377745979049575,0.22656141858625378,0.5784000936860038,11
Angiogenesis,0.46476620959921555,0.16758344672386893,0.6323131411895067,12
mTOR_Signaling,0.45740078420439234,0.20911204029993535,0.643292418714241,13
mhc,0.4484210397766502,0.19110084643023628,0.7410383235957891,14
G2M_Checkpoint,0.42161634334492265,0.15944634440052785,0.5679675197507044,15
Mitotic_Spindle,0.4092922964345185,0.15615781545608431,0.5870378391250471,16
P53_Pathway,0.4077999364029499,0.1601856221898461,0.6712439108885827,17
hypoxia,0.4070415840386428,0.06637027097853587,0.7416051510107796,18
Unfolded_Protein_Response,0.3661142192459063,0.1326367624279835,0.6942748220117553,19
Inflammatory_Response,0.3550957835380833,0.11838467364694927,0.762314074188275,20
Complement,0.3430102743594371,0.051375492978846804,0.6566148440296196,21
Coagulation,0.32610969299342635,0.07628128476427243,0.7297947849198381,22
DNA_Damage_Response,0.31432954662334595,0.07939569416646297,0.6127239974494965,23
icp,0.31279156108092454,0.05357475593003447,0.4514508399790169,24
Reactive_Oxygen_Species,0.298293339383149,0.07343181530878262,0.7363980444113356,25
TNF_Signaling,0.2857885332157357,0.07215731589621177,0.7731358864766871,26
Apoptosis,0.22929744279980407,0.03411906635290762,0.6710153702832599,27
tgfb,0.15432886423182654,-0.0023786653813162584,0.6610861805344634,28
ifng,0.14172776381006663,-0.0192698634111923,0.6820692580130848,29
Interferon_Alpha,0.03997096247720875,-0.24402673347801596,0.8739806897370319,30
