epoch,train_loss,train_mae,train_mape,train_r2,train_pcc,val_loss,val_mae,val_mape,val_r2,val_pcc,lr
33,0.5512215976531689,0.49772409399350487,323.35403226216636,0.44945887525876366,0.6559255689830892,0.5836893618106842,0.5090311984221141,351.8078141530355,0.3492044866085052,0.5726825317729837,0.001
34,0.5475631776528481,0.49587124586105347,320.72845319112145,0.45308388272921246,0.659268485212035,0.5761112198233604,0.5077134092648824,359.5259649912516,0.35122837622960407,0.5769202680341163,0.001
35,0.5433997313181559,0.494169748822848,350.9235328674316,0.45833261410395304,0.663880914520546,0.5709392949938774,0.5066700230042139,366.4613360087077,0.3516570309797923,0.5762252365513991,0.001
36,0.5384057225325168,0.4926882972319921,325.21781692504885,0.46208611329396565,0.6668203879778842,0.577115997672081,0.5061256438493729,367.54482752482096,0.35416189630826317,0.5801267404491477,0.001
37,0.5326149562994639,0.490639528632164,355.0838334401449,0.46711068550745644,0.6711499818233223,0.5675137862563133,0.5064016441504161,386.83866958618165,0.35969434181849164,0.5821462479563054,0.001
38,0.5288250874250363,0.4881125499804815,327.8657938639323,0.4732285479704539,0.6763182797004303,0.5665679946541786,0.5057908654212951,357.9606335957845,0.3591373860836029,0.5826527701725258,0.001
39,0.5282145066139026,0.4871848503748576,325.15145543416344,0.47393195231755575,0.6771752639201857,0.5662818178534508,0.5044077773888905,372.87216262817384,0.3614261468251546,0.5861080288229447,0.001
40,0.5202622276086074,0.48419064581394194,365.2582153320312,0.4820703506469727,0.6836202000869632,0.5747733414173126,0.5061527997255325,358.56253089904783,0.35422909061113994,0.5813368985343121,0.001
41,0.5209249831162966,0.48460291226704916,329.8907450358073,0.48183155059814453,0.6837373095353296,0.5725256204605103,0.5069581498702367,378.5618990580241,0.359482204914093,0.5843260718578157,0.001
42,0.5130849434779241,0.4811928008993467,323.57127049764,0.4883146127065023,0.6885327985750109,0.5630809813737869,0.5068097005287806,391.5592221577962,0.3596322337786357,0.5849133243539425,0.001
43,0.5101609008434491,0.48002166748046876,313.64015312194823,0.49156378308931986,0.6913096753403707,0.5677616596221924,0.5052583773930868,356.385818862915,0.35785809755325315,0.582787302880694,0.001
44,0.506230890750885,0.47812876602013904,319.17344818115237,0.49605676929155984,0.6949127447650322,0.5642291530966759,0.5017985145250956,360.25966351826986,0.359589421749115,0.5864225266444335,0.001
45,0.5031138818997604,0.4771066293120384,317.76136042277017,0.49812469482421873,0.6964985121163669,0.5623902231454849,0.5045975734790166,340.5769187927246,0.3630239506562551,0.5892846165652768,0.001
46,0.5021495780883691,0.4767352188626925,319.83841667175295,0.49973040223121645,0.6980417345891541,0.5666074827313423,0.5050063510735829,337.4696472167969,0.3622256100177765,0.5881889880114239,0.001
47,0.4988108735818129,0.4743036846319834,334.980925877889,0.503261133035024,0.7004921434629517,0.5539583712816238,0.5046236942211787,394.1784657796224,0.3648169000943502,0.5900155134332433,0.001
48,0.4905428573107108,0.47140324066082634,357.51214027404785,0.5101601978143057,0.7058038518558788,0.554911233484745,0.501441107193629,335.3032288869222,0.36523035168647766,0.5910791900600639,0.001
49,0.49031114960328126,0.4711768259604772,336.15701446533205,0.5115194340546926,0.7070783222916014,0.561472974717617,0.5027435580889384,337.10642687479657,0.36311275561650597,0.5909393306870363,0.001
50,0.4879663945772709,0.46965939551591873,307.88187917073566,0.5148920853932698,0.7097957979609829,0.5543327182531357,0.5013560116291046,314.604168065389,0.36675609946250914,0.5930470906899815,0.001
51,0.480278825148558,0.4674224525690079,334.2736743927002,0.520631714661916,0.7142279663228811,0.5614900216460228,0.5019116779168447,348.4625784556071,0.36428717374801634,0.5918625208208012,0.001
52,0.47930029034614563,0.46702068448066714,318.19350547790526,0.5208771030108134,0.7143875777676951,0.5561989843845367,0.5007840325435002,370.7355024973551,0.3633584419886271,0.5915777912620773,0.001
53,0.47469801780505055,0.46468184689680736,317.38284962972006,0.5258359750111897,0.7179945514444832,0.5467285960912704,0.5016977767149607,394.499015045166,0.3688937564690908,0.594668794006083,0.001
54,0.47232227218456757,0.46303494572639464,299.51754201253254,0.5298721313476562,0.7212718476283047,0.5586942657828331,0.502779166897138,374.5465170542399,0.36425241629282634,0.5923398457436397,0.001
55,0.47167635422486526,0.46279757767915725,354.7506991068522,0.5298616786797842,0.7213582453834716,0.5578173920512199,0.5052378952503205,349.00084648132326,0.36460762421290077,0.592556604397957,0.001
56,0.4703622368665842,0.46218566795190175,306.70318743387855,0.5321105420589447,0.7229095884331116,0.5587887689471245,0.5019576658805212,365.1103633880615,0.36545955936113994,0.5924500674817007,0.001
57,0.46548880980565,0.45966858267784116,325.4340316772461,0.536895622809728,0.7264908632751349,0.5572101250290871,0.5005604575077692,363.38182360331217,0.36781418323516846,0.5940072239007107,0.001
58,0.4587734845968393,0.4578068693478902,358.1077390034994,0.5422964334487915,0.7304847160250784,0.5585177168250084,0.5017147262891134,341.143666712443,0.368222322066625,0.5945552274235892,0.001
59,0.4584852472329751,0.45710869481166205,353.22176729838054,0.5436864932378133,0.7315372909496425,0.5679671466350555,0.5023774753014246,348.6945390065511,0.36907817324002584,0.5957463594718504,0.0005
60,0.44325087849910444,0.4493908574183782,287.07937278747556,0.5576192398866018,0.7415047691713554,0.5579941794276237,0.4960438738266627,306.6996400197347,0.367921245098114,0.5976932003585882,0.0005
61,0.4334929073468233,0.44511261135339736,344.3231081644694,0.5664946516354878,0.7476213139821132,0.5614325553178787,0.4964633484681447,296.20506286621094,0.37292284369468687,0.5998047456949276,0.0005
62,0.4299290317755479,0.4425113285581271,317.73688456217445,0.5706536650657654,0.7505850830135704,0.556830644607544,0.49611491759618126,329.08730494181316,0.3726459463437398,0.6002367844402051,0.0005
63,0.42836180864236295,0.4420544053117434,300.4493968963623,0.5724292715390523,0.7517966398959067,0.5561963319778442,0.4960877150297165,316.46327171325686,0.3733124832312266,0.6010123862415652,0.0005
