epoch,train_loss,train_mae,train_r2,train_pcc,val_loss,val_mae,val_r2,val_pcc,lr
1,0.3220584820254577,0.6370168924331665,0.16368015110492706,0.41603808380780327,0.2827571375190087,0.5734469890594482,0.2376396358013153,0.49183655307097224,0.0001
2,0.27875099680912546,0.5711252689361572,0.28565260767936707,0.5381472323849543,0.27417788831692824,0.5552166104316711,0.26139095425605774,0.5158652868533465,0.0001
3,0.2628053364145207,0.548366129398346,0.33050164580345154,0.5777030229130816,0.27112303421182454,0.5489110350608826,0.27254822850227356,0.5265298380128158,0.0001
4,0.2506462576623741,0.5317719578742981,0.36461201310157776,0.6059278642573166,0.2743011571326346,0.5511896014213562,0.2610454857349396,0.5223226916370249,0.0001
5,0.24043321592039643,0.5172502994537354,0.3934480845928192,0.629392363234339,0.271958490137784,0.5508610606193542,0.26961275935173035,0.5247344378053838,0.0001
6,0.23115861640315674,0.5045576691627502,0.41790613532066345,0.6488488499128158,0.27507985312983674,0.5517392754554749,0.25629737973213196,0.5168856695289092,0.0001
7,0.22263565926372256,0.4925552308559418,0.4428733289241791,0.6678483706352836,0.2795223928847403,0.5589479804039001,0.24652069807052612,0.5155208828562631,0.0001
8,0.21288592200648335,0.47970446944236755,0.4693295657634735,0.6873703507726839,0.2774896297814711,0.5556567311286926,0.25083595514297485,0.5159761823077951,0.0001
9,0.20516075313590063,0.46880245208740234,0.4898187220096588,0.702496982004394,0.2803405110566121,0.5622802972793579,0.24574877321720123,0.5096939069736441,0.0001
10,0.19053448267811013,0.44769561290740967,0.529833972454071,0.7314533279707377,0.28113423439691654,0.5621104836463928,0.2463642805814743,0.5145131922950879,5e-05
11,0.18443300611803223,0.43859559297561646,0.5453374981880188,0.7421018057395671,0.28058657972317824,0.560304582118988,0.24458742141723633,0.514340810168817,5e-05
12,0.17924192450535348,0.4312213659286499,0.5596983432769775,0.751920823722332,0.28352386715277184,0.5661976337432861,0.23840239644050598,0.510010167348599,5e-05
13,0.17525879617266077,0.42604905366897583,0.5704290866851807,0.7589062966765394,0.2855762891049655,0.568523645401001,0.23264212906360626,0.5078398099157021,5e-05
14,0.16945276416245864,0.4177611470222473,0.5854741930961609,0.7688992833710936,0.28675746659062945,0.5715684294700623,0.22738783061504364,0.5041698058134167,5e-05
15,0.16442726011306172,0.4110797345638275,0.5987323522567749,0.7777054155554375,0.2852929799061901,0.5675045847892761,0.2327774614095688,0.5042701781823249,5e-05
16,0.15628759489398622,0.3986542522907257,0.6194970011711121,0.7915267687023325,0.28659688189344584,0.5703181028366089,0.2295609414577484,0.5026891808542001,2.5e-05
17,0.1540495534135208,0.39506494998931885,0.6251493692398071,0.7952642622056795,0.28804994562886793,0.5723121762275696,0.22595876455307007,0.5058522714321837,2.5e-05
18,0.15061761704448876,0.39017197489738464,0.6341262459754944,0.8004925881928143,0.2882128729010528,0.5723230242729187,0.2264156937599182,0.503422248442831,2.5e-05
19,0.14808241607753803,0.3868556618690491,0.6403432488441467,0.8046594307625567,0.2884791626120513,0.5722962617874146,0.2231549173593521,0.4994835990159054,2.5e-05
20,0.1458870967437034,0.38338738679885864,0.6465545296669006,0.8085668712798545,0.290116611966547,0.5765569806098938,0.22303326427936554,0.5025571592548282,2.5e-05
21,0.14348798005151947,0.3796186149120331,0.6529809236526489,0.8123699082351441,0.289769195948007,0.5747578144073486,0.221882164478302,0.4984452899632668,2.5e-05
22,0.13915487093905524,0.3731846511363983,0.6638212203979492,0.81923223851869,0.29312640361066133,0.5792180299758911,0.2115078866481781,0.4983513922615404,1.25e-05
23,0.13680914649155348,0.3695025146007538,0.670287549495697,0.8232809116851524,0.29220680347028766,0.5785275101661682,0.21548137068748474,0.4972384931833967,1.25e-05
