pathway,pcc,r2,mae,rank
MYC_Targets,0.6811867563832186,0.44928047298087526,0.5897812649626253,1
Oxidative_Phosphorylation,0.6746014667923383,0.4494887257238628,0.572584548170983,2
ECM_Organization,0.6702881529090128,0.3609217873462518,0.5309366510663653,3
Fibrosis,0.6408518681530327,0.3193759372450503,0.543851470196889,4
tls,0.6154848177870451,0.31417351785596226,0.439284666239962,5
IL6_JAK_STAT3,0.5496111528896411,0.2989574962932863,0.659035169560934,6
Wound_Healing,0.5444987122096844,0.21400296283190867,0.6109787848111111,7
Glycolysis,0.5393944265712051,0.27962540380383194,0.6693134216161131,8
E2F_Targets,0.5324799193858767,0.27799114937505154,0.5636185846924106,9
toxic,0.5246181645268252,0.20944680461190612,0.5042279054274161,10
emt,0.505204095985224,0.1792657262387629,0.6079353560525272,11
mTOR_Signaling,0.46396451653548093,0.21484895028120132,0.645239771288098,12
Angiogenesis,0.4423582826029858,0.15796058715568162,0.6457637869219924,13
G2M_Checkpoint,0.4269409592790343,0.17071216509698872,0.5803530350443088,14
mhc,0.424522676921413,0.17287767514404095,0.7588840430673661,15
Mitotic_Spindle,0.40595416043924104,0.16320997749306643,0.6008839097868023,16
hypoxia,0.4057534457914872,0.1261142118909252,0.7456211084502786,17
P53_Pathway,0.4052419605358733,0.15962166707961378,0.6711070105656546,18
Unfolded_Protein_Response,0.3736901912981988,0.1293615428484709,0.6813905965379247,19
DNA_Damage_Response,0.3489457592160538,0.09679247130552437,0.6181796972824644,20
Complement,0.33682735054780666,0.0540602942023245,0.6647022822925047,21
icp,0.3013095365331326,0.04778695561633117,0.4486264173719383,22
Reactive_Oxygen_Species,0.2714008412773518,0.07079951967153819,0.7226092318790848,23
Coagulation,0.2708207937959271,0.01216542456197478,0.7383384591145333,24
Inflammatory_Response,0.2630898975264034,0.02092091561645515,0.7827330846523617,25
Apoptosis,0.22652846551677527,0.045878337267848734,0.6776136275158983,26
TNF_Signaling,0.21988521394348348,0.011506676743641142,0.7686524518490523,27
tgfb,0.18948450485888046,0.015328494124295822,0.6639831501743036,28
ifng,0.12352072916902009,-0.022759433910127802,0.6684328132735555,29
Interferon_Alpha,-0.004245280759243361,-0.2035443050654704,0.8395129671795557,30
