pathway,pcc,r2,mae,rank
MYC_Targets,0.6796520496419239,0.4337239140763711,0.5893193619638237,1
ECM_Organization,0.6749301288680752,0.3422956850382298,0.5384650827276158,2
Oxidative_Phosphorylation,0.6564912513088967,0.39874387741871187,0.5915262226995104,3
Fibrosis,0.6395983584511483,0.2911308760436284,0.5522216618245537,4
tls,0.6074021453323484,0.30806511036818474,0.44351847773874575,5
IL6_JAK_STAT3,0.5575549246866087,0.3088289233205107,0.6437619649718155,6
Glycolysis,0.5499392674065862,0.23847244593287908,0.6761835472039849,7
Wound_Healing,0.533639990502246,0.165177611072566,0.6314154718628852,8
toxic,0.5156359147068061,0.22010624962708802,0.4847574313249815,9
emt,0.513281514607923,0.15868481439711535,0.5975041438852882,10
E2F_Targets,0.5106043106446589,0.2565715945153798,0.584454417618324,11
mTOR_Signaling,0.4585890986686668,0.20570117617682138,0.6521500452933634,12
Angiogenesis,0.4578075902920984,0.1757504208520949,0.6406755740037288,13
mhc,0.43643429283381485,0.18334443353175234,0.7597830521091137,14
G2M_Checkpoint,0.4238944604327308,0.17719267567727004,0.5802390602365316,15
P53_Pathway,0.4213686986073327,0.17556928301219,0.6734013194804866,16
Mitotic_Spindle,0.40544253057849877,0.15869541664275966,0.6001656245766478,17
hypoxia,0.4039710580759594,0.10948926377530588,0.7262103524212354,18
Unfolded_Protein_Response,0.3723947574225979,0.13644219170595218,0.6895512633928399,19
Complement,0.3435829162598067,0.07048169402728666,0.6471668079691675,20
DNA_Damage_Response,0.3330393429558226,0.10675644298923337,0.6087690656271273,21
Inflammatory_Response,0.3203994682261316,0.08870729941671562,0.7635067081148701,22
icp,0.2997150957075287,0.049797074840224664,0.4408834384667307,23
Coagulation,0.2811281988661761,0.0008466081380594792,0.742589682445212,24
Reactive_Oxygen_Species,0.27472907200075536,0.060983372776840405,0.7381115694628699,25
TNF_Signaling,0.27456322836456526,0.061567249294136706,0.7584050206927457,26
Apoptosis,0.22163500504509162,0.04605961018782312,0.6819516717003691,27
tgfb,0.16879744651574732,0.01874702910134385,0.6649643729673183,28
ifng,0.14365291258065463,-0.04079591503715485,0.6934765150408928,29
Interferon_Alpha,-0.0050995663364135175,-0.3051441019052321,0.8959099650350885,30
