pathway,pcc,r2,mae,rank
ECM_Organization,0.6890094312683257,0.3008279703230844,0.5606859021691525,1
MYC_Targets,0.6641438969217451,0.4125199860220943,0.5940002939360004,2
Oxidative_Phosphorylation,0.6637816176267995,0.42745244763268364,0.5773850849311978,3
Fibrosis,0.6539895949789788,0.26725914311945453,0.5670693386633898,4
tls,0.6153072225358348,0.31021013920691654,0.4314112237950482,5
IL6_JAK_STAT3,0.5616037134132783,0.3136954338532304,0.6399999317101847,6
Wound_Healing,0.5522147451394174,0.1491495210346817,0.646867845393228,7
Glycolysis,0.5401502014617023,0.2461362831399403,0.6708123685243917,8
toxic,0.5300312253850593,0.20896558915786778,0.49201943612613186,9
emt,0.5186094201107362,0.1515395283693204,0.6161134741117672,10
E2F_Targets,0.49416113722112076,0.23574942699712131,0.5768829212930358,11
mTOR_Signaling,0.46710962061640665,0.21599172921309384,0.6409714658526064,12
Angiogenesis,0.46322816075036105,0.17893819704258984,0.6309841121383805,13
mhc,0.4446276813044365,0.1696806404210841,0.7525206927497289,14
G2M_Checkpoint,0.42124430188480283,0.17208655786185434,0.5748734279479059,15
Mitotic_Spindle,0.4088414560860135,0.16531904294362365,0.5922387448801884,16
P53_Pathway,0.407413525893705,0.1633013735996074,0.6633668540970595,17
hypoxia,0.39015333913906436,0.06444296479086342,0.7476252134496422,18
Unfolded_Protein_Response,0.37855152530463526,0.13797568827353046,0.6802414610528775,19
Complement,0.3475255364572221,0.0232568353292123,0.6610667886632279,20
Inflammatory_Response,0.3379061425751038,0.08975146535617118,0.7607148184853183,21
DNA_Damage_Response,0.3146128615608387,0.09205833820739584,0.610395562385818,22
icp,0.3062619377407024,0.045717548462220314,0.4387840160687827,23
Coagulation,0.3010638789454493,0.03215373513654174,0.7407599147747985,24
Reactive_Oxygen_Species,0.2887552000792327,0.0746090215179257,0.7228567408190055,25
TNF_Signaling,0.26683447639174995,0.04700253185076386,0.765451047791081,26
Apoptosis,0.2007663755627081,0.028372464193675784,0.6741388619813333,27
tgfb,0.17751373637740292,0.013971617935411462,0.6612288213603993,28
ifng,0.13210524201954665,-0.05311782200371362,0.6718294295571037,29
Interferon_Alpha,0.03615553929931852,-0.24196466290877328,0.8689435924813711,30
