pathway,pcc,r2,mae,rank
Oxidative_Phosphorylation,0.809677129180705,0.6343246066130981,0.4349510321143396,1
ECM_Organization,0.7950714605166359,0.6273540484671318,0.3960758413169812,2
MYC_Targets,0.7859853758334153,0.6164594030815114,0.4199340621396227,3
Fibrosis,0.7111193935131987,0.5040609738432562,0.4435899330464151,4
Glycolysis,0.6897696197372193,0.47417427453289684,0.5187033092830189,5
IL6_JAK_STAT3,0.6888827753000606,0.4730038360380312,0.5461333823637736,6
Coagulation,0.6386375763249721,0.3891097256723648,0.5249757088558491,7
emt,0.6379397584329477,0.3989893020283918,0.505431597941132,8
Wound_Healing,0.6351498748446527,0.3954497392716424,0.4778643235732076,9
tls,0.587512542848786,0.34241380270852895,0.376356167184151,10
toxic,0.5725031660783915,0.316521599497151,0.33395302831698115,11
E2F_Targets,0.5707405972535111,0.32421827333435194,0.5139265935573586,12
hypoxia,0.5445307476007402,0.29351928150912465,0.5752684381660377,13
mhc,0.5262628775434371,0.26744865084631275,0.6430489392037736,14
Inflammatory_Response,0.5031560974406658,0.22726897068543517,0.6503375657226415,15
Angiogenesis,0.4810264983903985,0.21336711642262107,0.6120073419433963,16
G2M_Checkpoint,0.4636134445524506,0.20044652644311145,0.5110113137743396,17
Complement,0.46322175554936806,0.2030306331019479,0.5034948294766037,18
TNF_Signaling,0.4618513439439755,0.18511268620941457,0.7327020092366038,19
DNA_Damage_Response,0.446868334432772,0.19635721004184814,0.5180409323338113,20
Interferon_Alpha,0.4142118199199516,0.17010789049518982,0.5986667530988454,21
Unfolded_Protein_Response,0.402444398650426,0.1479075467420431,0.6201600600779246,22
P53_Pathway,0.37719086316139283,0.12576759621848077,0.7301725174969811,23
Reactive_Oxygen_Species,0.3739691904952654,0.13330338709935174,0.6759381845660377,24
mTOR_Signaling,0.33802302051172173,0.08358137453751435,0.6349391705916981,25
Mitotic_Spindle,0.3189239335764624,0.04626078363938235,0.6044925675766037,26
ifng,0.28539863900031437,0.07937121316687401,0.5184309067426415,27
tgfb,0.27508320903092376,0.05864014374809057,0.6520666008916981,28
icp,0.2331879102288713,0.017461504909080827,0.3918688166554717,29
Apoptosis,0.21861984434959317,0.032721929001252814,0.6373567855827924,30
