pathway,pcc,r2,mae,rank
MYC_Targets,0.6984734366621372,0.4858205243750102,0.5496596684308851,1
ECM_Organization,0.6844327851644687,0.33338388287606757,0.5468282578474689,2
Oxidative_Phosphorylation,0.6803247895981294,0.4568887677262107,0.5586712929170472,3
Fibrosis,0.655591446480545,0.3104209882054205,0.5551030300232392,4
tls,0.609174430974475,0.3262188012755709,0.43831480865344025,5
Glycolysis,0.5611613426225532,0.29731890939276717,0.6407417024194727,6
Wound_Healing,0.5546770784376917,0.16620266192883348,0.6390586496124671,7
IL6_JAK_STAT3,0.5487136702639224,0.2960924591291205,0.6472537708420829,8
E2F_Targets,0.5296881289021191,0.2605254299100842,0.5691551106758832,9
toxic,0.5279054683393082,0.2261814957599202,0.47942065754541235,10
emt,0.5200158309996674,0.15110349154557834,0.6111345871225085,11
mTOR_Signaling,0.468157451644878,0.2156286435046797,0.6284793596601884,12
Angiogenesis,0.46087580826696345,0.17254954832119473,0.6395440513081884,13
G2M_Checkpoint,0.4306859152763219,0.14983867626924607,0.5742429745311962,14
mhc,0.42790334550803555,0.15758075944147854,0.7427787675529202,15
Mitotic_Spindle,0.4203838684343214,0.15638042064636448,0.5889106713888324,16
P53_Pathway,0.40874187719422467,0.1599001754345215,0.6619562608291487,17
hypoxia,0.40373640494166363,0.13413535075373717,0.7073023773394276,18
Unfolded_Protein_Response,0.3736642065442061,0.13470000412172112,0.6823268285204972,19
Complement,0.3666440490439523,0.07570258376802874,0.6526764628332317,20
DNA_Damage_Response,0.3359590888386469,0.09572266226961301,0.610971161640664,21
icp,0.31759344620003516,0.06866284892390784,0.43129621772209975,22
Coagulation,0.29106704050190196,-0.0013526244656543174,0.7416199446175894,23
Inflammatory_Response,0.2778743188725976,0.01908072478820133,0.7844104033729669,24
Reactive_Oxygen_Species,0.267794835938524,0.05860181252315988,0.7357019201356572,25
Apoptosis,0.2249303486607634,0.033278991450723217,0.6714507421094953,26
TNF_Signaling,0.21377263639509825,0.009249025716274173,0.777507368021115,27
tgfb,0.19247584673515467,0.017688020748078404,0.6646561978340995,28
ifng,0.12397231078093379,-0.03450782682995612,0.6810138542739661,29
Interferon_Alpha,0.022115680824421485,-0.27209059150923776,0.8808388681176874,30
