pathway,pcc,r2,mae,rank
Oxidative_Phosphorylation,0.8064185067982705,0.5906982783461661,0.46881229766452825,1
ECM_Organization,0.7914080406410897,0.6225436433540428,0.417324207277366,2
MYC_Targets,0.7694701212737792,0.5887873683260343,0.44684309984197357,3
Fibrosis,0.720362537945859,0.517481145012422,0.4573519546637736,4
IL6_JAK_STAT3,0.6929924630192595,0.462718566437057,0.567670581995849,5
Glycolysis,0.6673294290538505,0.4414229681924128,0.5489799914,6
Coagulation,0.6648118062564156,0.4164447582371751,0.5104793701724528,7
emt,0.6470906184788787,0.3997545542995593,0.5358290070754718,8
Wound_Healing,0.6456471698774633,0.4146003392531449,0.48310699416188685,9
tls,0.5741945265444798,0.321440672437727,0.382497205748302,10
E2F_Targets,0.5709303191005725,0.3113408867683253,0.5057365239852831,11
toxic,0.5610007923495519,0.3103780581221631,0.3790787002132075,12
hypoxia,0.5530216765685733,0.30137296336449493,0.5989923561098114,13
mhc,0.5223767769634813,0.25376755610768775,0.6885990949203773,14
G2M_Checkpoint,0.49314320437044995,0.2195862765124853,0.5035707291203774,15
Angiogenesis,0.4706929110049205,0.21393195286856648,0.6171771665460378,16
Inflammatory_Response,0.46029443242410806,0.2090204083542585,0.6874850570022641,17
DNA_Damage_Response,0.45447324843480336,0.19896032655119633,0.5194678121018869,18
Complement,0.4526342613516316,0.19549740014576622,0.5107753009396226,19
TNF_Signaling,0.4511451683519426,0.16557737442027387,0.7667398968716981,20
Unfolded_Protein_Response,0.4208219965574939,0.16553235503595998,0.6184000364620755,21
Interferon_Alpha,0.41986140147380624,0.1736044921007952,0.5996064106916982,22
P53_Pathway,0.39370833109935677,0.1445148122253952,0.7263450358867926,23
mTOR_Signaling,0.34977575870653854,0.11478683018025593,0.6304272369237736,24
Mitotic_Spindle,0.34912181979645057,0.09614215339990206,0.5797976969949056,25
Reactive_Oxygen_Species,0.3427860177157609,0.11720145936659809,0.707272027135849,26
Apoptosis,0.27650479957607565,0.06714150086689963,0.627220610180151,27
tgfb,0.2566236199354809,0.04099992700309796,0.6516412465757359,28
icp,0.23064125369288252,0.020170461732432865,0.4099900361890566,29
ifng,0.22791630306913516,0.04751288198615744,0.5132324609339624,30
