pathway,pcc,r2,mae,rank
MYC_Targets,0.6951409592654892,0.4706707060464881,0.5652215631824105,1
Oxidative_Phosphorylation,0.6822703336365149,0.4581204816554929,0.5626199650269152,2
ECM_Organization,0.6571063791369686,0.23748604609859947,0.5708419583790697,3
Fibrosis,0.6247129534815498,0.2125980671178267,0.5768144404925575,4
tls,0.6112158554972063,0.3210813889903923,0.43072551216195853,5
IL6_JAK_STAT3,0.5684441331856641,0.3204395044312587,0.6378736884804745,6
Glycolysis,0.567119289401942,0.2771400333128736,0.6651211648024633,7
Wound_Healing,0.528303853219783,0.1227438129063505,0.6400129656760339,8
E2F_Targets,0.5270792707633075,0.26086102582764004,0.5611073976656384,9
toxic,0.5242323081502221,0.2164028321761905,0.48698663099955175,10
emt,0.5015481393854878,0.12521494551321632,0.6098508858089642,11
mTOR_Signaling,0.4693673717140289,0.21935654399280213,0.6307480169552505,12
Angiogenesis,0.4693618505568617,0.1608269873617516,0.6328066475167684,13
G2M_Checkpoint,0.4443953388830302,0.19047545177412195,0.5641484907144746,14
Mitotic_Spindle,0.43048493783696157,0.18188138760901562,0.5869039854331427,15
mhc,0.42833035077445,0.1670669330818968,0.7557536905624505,16
hypoxia,0.41961011227283285,0.1141983732694638,0.7244007786584181,17
P53_Pathway,0.40932438732298176,0.15911528653985363,0.6607087200834437,18
Unfolded_Protein_Response,0.3648313461107369,0.12317972792663312,0.6831071159406252,19
Inflammatory_Response,0.3632565502329477,0.10323369166792762,0.7488873497148292,20
DNA_Damage_Response,0.3510395604228583,0.11830954771956259,0.6074520793297639,21
Complement,0.3503624659581689,-0.021177862712411955,0.6723625551261544,22
Coagulation,0.32006491411089427,0.034431878288661566,0.7438463244430433,23
icp,0.3111605169728974,0.050511808150633386,0.43870090786811566,24
TNF_Signaling,0.27997763671839354,0.047741944172872475,0.7515270410695781,25
Reactive_Oxygen_Species,0.2676794857522524,0.06143219980598735,0.7293156236673446,26
Apoptosis,0.2359438552110216,0.03113953159324967,0.6680112654747702,27
tgfb,0.17043683661494446,-0.0026890898811156028,0.6617610560630922,28
ifng,0.1347480679147702,-0.070942302007867,0.6638228886760715,29
Interferon_Alpha,0.022291756498362604,-0.24495118402100213,0.8584022008980453,30
