grid_size_px,cell_x,cell_y,pathway,n_patches,bias,mae,raw_r2
1024,12,8,DNA_Damage_Response,3,-265.2859005730069,753.7587922321842,0.1413087630594716
1024,12,8,Complement,3,-1693.20405866921,1693.20405866921,-0.2662364638521695
1024,12,8,Coagulation,3,-192.2562634857901,214.87909309670087,0.19680908334196945
1024,12,8,Oxidative_Phosphorylation,3,-1107.4043480958144,1107.4043480958144,-16.56352242795902
1024,12,8,Reactive_Oxygen_Species,3,-840.5519284085717,840.5519284085717,-3.8321559878681395
1024,12,8,Wound_Healing,3,-2023.2942739483487,2023.2942739483487,-29.101342782939433
1024,12,8,Fibrosis,3,-1231.8244688394764,1231.8244688394764,-2.9755060527278236
1024,12,8,MYC_Targets,3,-1517.7953553541954,1517.7953553541954,-72.73088823585923
1024,12,8,E2F_Targets,3,-1134.4364490801404,1134.4364490801404,-9.568060617599496
1024,12,8,G2M_Checkpoint,3,-3208.103779095192,3208.103779095192,-110.88309321319123
1024,12,8,Mitotic_Spindle,3,-2481.609912708277,2481.609912708277,-14.802433610538946
1024,12,8,Unfolded_Protein_Response,3,-2161.312494208209,2161.312494208209,-20.332741206594307
1024,12,8,mTOR_Signaling,3,-10.251428842590409,746.538465766136,0.4593324401872104
1024,12,8,Interferon_Alpha,3,-1029.9019858062793,1029.9019858062793,-1.4182440842206798
1024,12,8,Angiogenesis,3,-157.14722814048613,1563.5530888837302,-0.2075488393256637
1024,12,8,Apoptosis,3,-1549.6547042113177,1549.6547042113177,-1.5879233959613286
1024,12,8,TNF_Signaling,3,-3057.310209299502,3057.310209299502,-10.26736674322822
1024,12,8,ECM_Organization,3,-1483.5807800999885,1483.5807800999885,-5.133872832708316
1024,13,4,tls,14,165.69199727037034,530.8489655793944,0.5583162134347746
1024,13,4,tgfb,14,-791.057912638954,893.72325193007,-1.3596054621499603
1024,13,4,emt,14,-236.25348583166783,906.1847821475138,0.42805180421777334
1024,13,4,hypoxia,14,-1017.72682602766,1391.2021200108877,-1.3766413999843579
1024,13,4,mhc,14,-281.8480606428242,427.47847036518766,-351.8728858497647
1024,13,4,icp,14,288.74520515298315,881.4479450869912,0.2613761789397402
