grid_size_px,cell_x,cell_y,pathway,n_patches,bias,mae,raw_r2
1024,15,6,ECM_Organization,20,465.1186320900464,1133.2034070988507,0.4585804628602498
1024,15,7,tls,20,373.29259750443725,738.2452892942387,-0.23932277921510736
1024,15,7,tgfb,20,-437.29910199087,608.0908630208244,-0.7180170706771594
1024,15,7,emt,20,325.61680537737504,795.0929448219263,-0.6054561570494823
1024,15,7,hypoxia,20,100.76577297203998,871.9581345003,-0.005436437475914602
1024,15,7,mhc,20,113.2782429355847,252.03073469021447,-3932.639092017518
1024,15,7,icp,20,-1499.6208097063486,1820.4809325324416,-0.690540831441887
1024,15,7,ifng,20,-1286.5244174350369,1704.6163503143016,-1.1881309924961245
1024,15,7,toxic,20,49.18029588804467,1356.004562120912,0.051368899737777585
1024,15,7,Glycolysis,20,-1178.6755477163738,1178.6755477163738,-7.201549713563406
1024,15,7,Inflammatory_Response,20,86.70893416305616,893.1163029555543,0.3221606669514907
1024,15,7,IL6_JAK_STAT3,20,-1110.0198263266834,1110.545011741082,-5.120874546103661
1024,15,7,P53_Pathway,20,-1035.2601512908725,1133.7693303719814,-1.4552445158934901
1024,15,7,DNA_Damage_Response,20,-986.2119680645292,1005.8248752671354,-3.84928575705343
1024,15,7,Complement,20,-2604.5051952013737,2604.5051952013737,-17.732638985936685
1024,15,7,Coagulation,20,83.75173565284292,472.01998847561447,-0.17991075315006477
1024,15,7,Oxidative_Phosphorylation,20,-298.8231897443481,580.8949833772705,-1.6568552589071843
1024,15,7,Reactive_Oxygen_Species,20,-1195.1955675298755,1195.8740109132268,-5.186214410020945
1024,15,7,Wound_Healing,20,-314.54966028811504,755.7372200846212,0.0829066320331443
1024,15,7,Fibrosis,20,-170.8728649818504,900.5353259261541,0.3847812683203258
1024,15,7,MYC_Targets,20,-675.9510653608022,731.7986953856073,-4.762373739140379
1024,15,7,E2F_Targets,20,-1012.6354653826795,1112.5737871309418,-2.5379105047185146
1024,15,7,G2M_Checkpoint,20,-1392.0576529053903,1493.986885664125,-1.6110803815109649
1024,15,7,Mitotic_Spindle,20,-1172.5298830213885,1362.1971065057603,-1.2891038479480397
1024,15,7,Unfolded_Protein_Response,20,-489.7584281095625,988.2990691867706,-0.9793221378907138
1024,15,7,mTOR_Signaling,20,-481.0323115702232,678.8398198072243,-0.25922947706255783
1024,15,7,Interferon_Alpha,20,-2407.706444681041,2407.706444681041,-28.223189122768563
1024,15,7,Angiogenesis,20,595.0247958294783,984.5784509789062,0.057578136525760715
1024,15,7,Apoptosis,20,-437.80375073611833,600.729191486406,-0.2137270560375415
1024,15,7,TNF_Signaling,20,-927.2279439761389,1058.1151139560452,-1.0491490229799827
1024,15,7,ECM_Organization,20,347.7143073203482,944.1913157949133,0.27641742236370326
1024,15,8,tls,16,291.6273473880389,1042.4806227209865,-0.5004083899245999
1024,15,8,tgfb,16,-405.7456741498927,666.473571044607,-0.2673542154077535
1024,15,8,emt,16,559.483978656961,867.8031335628873,0.009238529936370976
1024,15,8,hypoxia,16,-1537.7919535779486,1920.4789613644805,-0.7875548471939275
1024,15,8,mhc,16,185.98464090439074,224.23476757545677,-2961.0433990337006
1024,15,8,icp,16,-1185.7496025672067,1613.2497822800794,-0.1594918598918338
1024,15,8,ifng,16,-151.0842231307691,1468.6776566406556,-0.6280002323636056
1024,15,8,toxic,16,617.5599023966427,1753.6039979205834,-0.29540965248088313
1024,15,8,Glycolysis,16,-1498.6394223283683,1498.6394223283683,-4.6954416970510335
1024,15,8,Inflammatory_Response,16,-111.77937573555262,1047.1781457128277,0.19740420210899434
1024,15,8,IL6_JAK_STAT3,16,-1242.5369077005814,1242.5369077005814,-3.797553725424124
1024,15,8,P53_Pathway,16,-894.6998709405287,1009.6558849113887,-2.5118778170336964
1024,15,8,DNA_Damage_Response,16,-1328.0628649371545,1332.7555833491606,-2.7492652001647047
1024,15,8,Complement,16,-2196.7752259729887,2196.7752259729887,-6.341546402172983
1024,15,8,Coagulation,16,-210.2508229418564,412.82907349170245,-0.45544996399281423
1024,15,8,Oxidative_Phosphorylation,16,-96.7321769623988,594.0997832203332,-1.1045338718229942
1024,15,8,Reactive_Oxygen_Species,16,-1181.2337002245285,1181.2337002245285,-3.729536251866392
1024,15,8,Wound_Healing,16,-389.3799700201431,596.8379813378428,0.1532159560930727
1024,15,8,Fibrosis,16,168.5070197351488,809.9798550068725,0.28005330796397054
1024,15,8,MYC_Targets,16,-754.0736055775885,809.8895460802635,-2.3646962656573915
1024,15,8,E2F_Targets,16,-1438.4877409367994,1438.4877409367994,-1.860902221763081
1024,15,8,G2M_Checkpoint,16,-2179.0492535408657,2203.371500586463,-3.5647610178235203
1024,15,8,Mitotic_Spindle,16,-1849.0671148837855,1849.0671148837855,-3.041307530811385
1024,15,8,Unfolded_Protein_Response,16,-616.9343396913284,636.2585384818524,-1.0404374909551728
1024,15,8,mTOR_Signaling,16,-376.58383761594234,688.5360579395966,-0.5469763393490334
1024,15,8,Interferon_Alpha,16,-2004.4617214572613,2004.4617214572613,-12.566816271048355
1024,15,8,Angiogenesis,16,1401.4805953742912,1401.4805953742912,-4.236934475887574
1024,15,8,Apoptosis,16,-226.20874754826608,451.54918767396066,0.24556807085022958
1024,15,8,TNF_Signaling,16,-1336.0378474047159,1354.8719443274617,-1.782462713564208
1024,15,8,ECM_Organization,16,646.9602920482986,1066.8590736095734,-0.018416774894256305
1024,15,9,tls,20,874.9703584157721,1041.0533729400654,-1.9440170685380815
1024,15,9,tgfb,20,-668.5857029216124,859.8897310176617,-0.5204218483710472
1024,15,9,emt,20,344.99386093476375,782.2525628007437,0.04583457522809431
1024,15,9,hypoxia,20,-659.5663238749569,1105.5200941050543,-0.18784258251401176
1024,15,9,mhc,20,133.9907441800283,322.66148152465655,-5340.036353710421
1024,15,9,icp,20,-1314.6786831910508,1700.3905118702642,-0.55263686372257
1024,15,9,ifng,20,-335.3817156896289,1301.0068367565257,-0.21136651922980287
1024,15,9,toxic,20,-221.4583007518339,2037.2908392196277,-0.47597824072544137
1024,15,9,Glycolysis,20,-1077.3070227956664,1083.6720636563773,-4.145874711141586
1024,15,9,Inflammatory_Response,20,-569.8935333502558,811.6029489572461,-0.16628024404624875
1024,15,9,IL6_JAK_STAT3,20,-1297.0052043884357,1297.0052043884357,-6.450265881641674
1024,15,9,P53_Pathway,20,-1116.9029889158965,1168.3684449424904,-4.7491453558262124
1024,15,9,DNA_Damage_Response,20,-1269.6968610535132,1279.2299335684704,-1.5637291457987517
1024,15,9,Complement,20,-2768.6295656472703,2768.6295656472703,-13.63132251157335
1024,15,9,Coagulation,20,-60.04169610663716,497.59654675373577,-0.5742936073944893
1024,15,9,Oxidative_Phosphorylation,20,-536.9077012430145,709.8558411253047,-2.6246625146312432
1024,15,9,Reactive_Oxygen_Species,20,-1010.2708394029348,1028.1405712535266,-4.15935785564587
1024,15,9,Wound_Healing,20,-337.5080700785761,871.5770974511858,-0.3733835672460093
1024,15,9,Fibrosis,20,56.389768531297385,1172.8984195712778,-0.19023869613397482
1024,15,9,MYC_Targets,20,-1063.1938860670837,1138.320474724476,-6.512081227761482
1024,15,9,E2F_Targets,20,-1817.1301641762263,1817.1301641762263,-8.04150237305294
1024,15,9,G2M_Checkpoint,20,-2301.178139518283,2301.178139518283,-9.030273201403743
1024,15,9,Mitotic_Spindle,20,-1913.542507607003,1913.542507607003,-9.153110168145277
1024,15,9,Unfolded_Protein_Response,20,-1026.543944710153,1157.5365284443087,-1.8320704709487066
1024,15,9,mTOR_Signaling,20,-612.6288802660827,817.0419351662202,-0.9535737854854882
1024,15,9,Interferon_Alpha,20,-1635.6632967546875,1635.6632967546875,-9.30577145394874
1024,15,9,Angiogenesis,20,997.8481092011364,1163.8245079669323,-3.5623191118459987
1024,15,9,Apoptosis,20,-494.12863185482956,682.469399218076,-0.5902906907063372
1024,15,9,TNF_Signaling,20,-1853.634744597844,1870.9596625323404,-4.470670010427799
1024,15,9,ECM_Organization,20,126.99097467392953,1137.3706829800765,0.01676344310655631
1024,15,10,tls,16,402.1078175670802,917.902201347742,0.29936910945474315
1024,15,10,tgfb,16,-724.81000344759,839.4592389272254,-2.737533717245481
1024,15,10,emt,16,97.11966900114297,472.4854728685219,-0.9391504762950562
1024,15,10,hypoxia,16,-1029.7610373399416,1144.1873283293726,-4.198661343831591
1024,15,10,mhc,16,160.4020406068728,296.2308898432209,-735.9750280392349
1024,15,10,icp,16,-921.1004890640593,1164.2593745601043,-0.058522327994092294
1024,15,10,ifng,16,420.34757327252987,1162.9685280129088,-0.21482247196311932
1024,15,10,toxic,16,423.42262879253843,1372.2447053168157,-0.003378133642602421
1024,15,10,Glycolysis,16,-1291.3605597693613,1291.3605597693613,-4.9649458288748445
1024,15,10,Inflammatory_Response,16,-2430.507613039399,2430.507613039399,-2.222570541252585
1024,15,10,IL6_JAK_STAT3,16,-1471.808965977024,1481.1850909790876,-4.727116314550052
1024,15,10,P53_Pathway,16,-1100.4464760174935,1101.6493677821813,-4.966696665689701
1024,15,10,DNA_Damage_Response,16,-635.5433909863274,838.0623476513531,-1.058860360301161
1024,15,10,Complement,16,-1060.409911936718,1140.6141110382582,-0.13941688392822038
1024,15,10,Coagulation,16,-157.81434058011212,399.4351185852704,-0.7127499631918328
1024,15,10,Oxidative_Phosphorylation,16,-436.35627970592725,552.0450196029784,-0.7250888260097397
1024,15,10,Reactive_Oxygen_Species,16,-434.39656804361664,701.846588498408,-0.6467492463278464
1024,15,10,Wound_Healing,16,-985.9653099369161,1083.315878319067,-3.1391762396132634
1024,15,10,Fibrosis,16,-948.5367883332299,1213.966655947228,-0.6860969457625954
1024,15,10,MYC_Targets,16,-1262.8547526794066,1262.8547526794066,-6.270167595998588
1024,15,10,E2F_Targets,16,-1316.59317889239,1401.26114573116,-2.4860492076576666
1024,15,10,G2M_Checkpoint,16,-1667.2907710988497,1781.3437374556956,-2.3428807039695516
1024,15,10,Mitotic_Spindle,16,-1346.7352096252528,1631.9923150905556,-1.4556377405231333
1024,15,10,Unfolded_Protein_Response,16,-1212.1269609956305,1212.1269609956305,-5.554787562248212
1024,15,10,mTOR_Signaling,16,-219.248430479865,675.6152932881018,-0.09339651474983013
1024,15,10,Interferon_Alpha,16,-542.7828045881053,917.5477846947084,-1.580030892774409
1024,15,10,Angiogenesis,16,546.3973464693757,943.4926074260213,-0.46662961329851904
1024,15,10,Apoptosis,16,-968.2908005334808,1036.3400991448882,-2.1525311739370405
1024,15,10,TNF_Signaling,16,-2003.4916934493942,2005.9271999948805,-5.281008041881019
1024,15,10,ECM_Organization,16,-764.9147597760016,1025.099778652666,-1.1101323249131565
1024,15,11,tls,12,-322.0657804784832,1357.4735124403476,-0.27398877347601225
1024,15,11,tgfb,12,-852.3909536511586,932.2090530913516,-2.5384293427653857
1024,15,11,emt,12,242.1373028364818,516.0525884624521,-0.4058326623244033
1024,15,11,hypoxia,12,-826.7320634965655,913.6232472085586,-2.1730285176655126
1024,15,11,mhc,12,66.87785122370344,394.28793895550734,-1692.8666019920101
1024,15,11,icp,12,-638.6536483633367,1454.0399907829462,-0.15558166374084093
1024,15,11,ifng,12,366.8022691142243,1089.6432574566427,-0.18022610697797536
1024,15,11,toxic,12,-900.4236584823133,1780.4458109333389,-0.24654816907171995
1024,15,11,Glycolysis,12,-1028.0738054240876,1085.2364929735788,-7.376019868081871
1024,15,11,Inflammatory_Response,12,-3303.9317397694726,3312.157712457683,-3.122688639295264
1024,15,11,IL6_JAK_STAT3,12,-1746.9609347315527,1746.9609347315527,-23.16276503492001
1024,15,11,P53_Pathway,12,-1189.0595479743013,1242.1583060217567,-6.55527852909832
1024,15,11,DNA_Damage_Response,12,-285.4948902194146,612.250251707872,0.4438740731755312
1024,15,11,Complement,12,6.138184052071381,1134.5902531200593,-0.6637866364547422
1024,15,11,Coagulation,12,-369.41699201079496,533.8395793097604,-0.3906320406666062
1024,15,11,Oxidative_Phosphorylation,12,-129.30776495629996,612.3045135582962,-1.085044688999933
1024,15,11,Reactive_Oxygen_Species,12,-511.3509386306852,640.0848752759543,-0.6521504409062513
1024,15,11,Wound_Healing,12,-1133.5053992623107,1133.5053992623107,-2.240818941072571
1024,15,11,Fibrosis,12,-939.8508934392771,1065.2475564796725,-3.3031673179992875
1024,15,11,MYC_Targets,12,-861.7028330692619,1169.4203187029252,-6.371949147652896
1024,15,11,E2F_Targets,12,-324.0224202354115,1051.9013917935517,0.0027151826937765744
1024,15,11,G2M_Checkpoint,12,-1661.3270468380204,1661.3270468380204,-0.8239515637674593
1024,15,11,Mitotic_Spindle,12,-1463.323243863817,1476.34204681304,-0.8262919141098468
1024,15,11,Unfolded_Protein_Response,12,-1572.107854772287,1572.107854772287,-10.734605837918812
1024,15,11,mTOR_Signaling,12,184.34946981674713,573.1057067383384,0.21868295711232877
1024,15,11,Interferon_Alpha,12,771.0923190778595,994.0996510495255,-0.6659198739250576
1024,15,11,Angiogenesis,12,-1123.6128500232733,1391.4853133926938,0.44684468036415714
1024,15,11,Apoptosis,12,-526.9903790730863,642.1460776329822,-1.902256213341512
1024,15,11,TNF_Signaling,12,-2125.5126371069423,2288.860668758727,-4.445107458716741
1024,15,11,ECM_Organization,12,-711.8222523476603,885.8116433590167,-7.660478802320666
1024,16,3,tls,6,-2418.228552434923,2563.2519642334046,-0.021465604079595746
1024,16,3,tgfb,6,191.58484322901418,1177.6261565210436,0.18117561347649846
1024,16,3,emt,6,394.5429849699901,773.6642158175838,0.47970638270960375
1024,16,3,hypoxia,6,-332.06050342364796,1144.2263777514984,-3.7617213473826654
1024,16,3,mhc,6,-218.95829897856342,320.4379523589623,-147.49522580659445
1024,16,3,icp,6,-1958.1562777256665,2103.183325361721,-1.8602766270670172
1024,16,3,ifng,6,-1592.0586630318683,2087.480304724934,-2.4090166440864587
1024,16,3,toxic,6,-1470.8716728404506,1652.9027699967558,-6.15595252527118
1024,16,3,Glycolysis,6,-352.1647701858745,705.045776227223,0.11633271114146082
1024,16,3,Inflammatory_Response,6,5.651635636993244,1201.1364780324059,-0.2578093201784939
1024,16,3,IL6_JAK_STAT3,6,-724.4315584195488,1127.4284939565307,-0.23177481118479593
1024,16,3,P53_Pathway,6,-962.5652974597651,1025.4727483027334,-0.25955474417057367
1024,16,3,DNA_Damage_Response,6,400.1761203230369,582.5958049613955,0.4352616727043582
1024,16,3,Complement,6,-2574.3988030711844,2574.3988030711844,-27.417659727879883
1024,16,3,Coagulation,6,-602.5838272462469,754.4666879492643,-0.5158760445039354
1024,16,3,Oxidative_Phosphorylation,6,803.6993934297012,1115.1492162663014,0.5456461160533865
1024,16,3,Reactive_Oxygen_Species,6,292.77038236023577,710.3356021481164,0.33458773609364956
1024,16,3,Wound_Healing,6,-538.737363848175,1032.2746436895611,-0.08678488021179165
1024,16,3,Fibrosis,6,-136.27651198416825,792.2362836821549,0.7457228913661836
1024,16,3,MYC_Targets,6,-288.09433519918576,578.4915546973003,0.7831055708742427
1024,16,3,E2F_Targets,6,-17.29231912017974,796.1974202694468,0.691733526302527
1024,16,3,G2M_Checkpoint,6,-776.9046860180036,1170.2006766753884,0.5616522194806597
1024,16,3,Mitotic_Spindle,6,-488.9064113781381,945.1922144809497,0.4387353601407481
1024,16,3,Unfolded_Protein_Response,6,-164.65525761659364,829.1731060427181,0.5637456969028011
1024,16,3,mTOR_Signaling,6,62.61070261168311,462.13446789272916,0.7149188201059182
1024,16,3,Interferon_Alpha,6,-908.940981445054,1382.299390780917,-2.6380266194712476
1024,16,3,Angiogenesis,6,240.95406989424313,573.1328105785515,-0.24237238827775975
1024,16,3,Apoptosis,6,-210.01236575765293,626.2326201505223,0.4939188617514261
1024,16,3,TNF_Signaling,6,-217.47448780014642,1559.0444568916867,-0.20549548879731772
1024,16,3,ECM_Organization,6,184.77032629319842,853.3206731196539,0.6684558436997574
1024,16,4,tls,25,-906.6014694317523,1574.2771995312835,-0.1037656031427523
1024,16,4,tgfb,25,-365.18729241282483,573.0884816517141,-0.4931241139835487
1024,16,4,emt,25,173.29053110419255,657.6683741606043,0.45618973322239975
1024,16,4,hypoxia,25,319.28565740918225,720.8347392281465,-3.5887702494501923
1024,16,4,mhc,25,176.3860181903519,208.4868229297064,-403.8614300476376
1024,16,4,icp,25,-1537.3694952129053,1843.7780759330378,-1.1285292836853564
1024,16,4,ifng,25,-3281.7019871659986,3568.083592046528,-1.9018005526478645
1024,16,4,toxic,25,-432.76765344920443,1967.6771823792963,-0.12300869373592271
1024,16,4,Glycolysis,25,-344.8544540653127,579.9751251252562,-1.9382212160206502
1024,16,4,Inflammatory_Response,25,-286.8693197244709,1265.7441970194106,-0.15971872741549098
1024,16,4,IL6_JAK_STAT3,25,-1166.9581260663724,1166.9581260663724,-10.88562079534341
1024,16,4,P53_Pathway,25,-1053.0617234771778,1147.0653344922096,-3.1096072706948243
1024,16,4,DNA_Damage_Response,25,-722.1309919672593,973.1728235452075,-1.0104536578620675
1024,16,4,Complement,25,-2156.8669517859457,2243.251709463182,-4.732408577012772
1024,16,4,Coagulation,25,-217.71497417471966,513.0293279351274,-0.5125498827327102
1024,16,4,Oxidative_Phosphorylation,25,-5.294048658278771,380.4626839184989,-0.10053274752854291
1024,16,4,Reactive_Oxygen_Species,25,-592.4895260116987,661.708401519289,-1.5487306042513778
1024,16,4,Wound_Healing,25,-1174.6086540421104,1204.5415985050302,-0.3239955460442092
1024,16,4,Fibrosis,25,-960.7070568120704,1206.0856721964458,0.4401083696142495
1024,16,4,MYC_Targets,25,-901.8579051176591,940.2546310497974,-10.73861962255677
1024,16,4,E2F_Targets,25,-1215.9100599159528,1231.806084860399,-8.37757895706681
1024,16,4,G2M_Checkpoint,25,-2421.634091947634,2421.634091947634,-11.087365149153332
1024,16,4,Mitotic_Spindle,25,-1945.983276323931,1945.983276323931,-6.631648071511347
1024,16,4,Unfolded_Protein_Response,25,-850.8900704585135,972.6397993345756,-2.931706921300165
1024,16,4,mTOR_Signaling,25,-294.0800585865862,512.5213395303055,-0.7415731750281624
1024,16,4,Interferon_Alpha,25,-1412.0463516847503,1412.0463516847503,-8.64264635076602
1024,16,4,Angiogenesis,25,-498.3887726090067,1289.034869331481,0.5262408579699178
1024,16,4,Apoptosis,25,-368.0301334502572,607.3319635901802,-0.6105060519357757
1024,16,4,TNF_Signaling,25,-896.2344187599255,972.9376012018691,-2.815248304250782
1024,16,4,ECM_Organization,25,-572.4816462049928,1033.8267845526798,0.6352776462960106
1024,16,5,tls,20,-1291.9293471285926,1630.6006989472573,-0.05048406576869913
1024,16,5,tgfb,20,-197.18995713447924,634.8551388973272,-0.20271064289446428
1024,16,5,emt,20,679.5723833977452,779.6894438266324,-0.7131773167646225
1024,16,5,hypoxia,20,-652.1544830127615,1032.1246610513283,-1.759629136076939
1024,16,5,mhc,20,415.70982511657246,415.70982511657246,-1009.9538974244082
1024,16,5,icp,20,-2110.6495888882378,2217.933902284326,-0.6977509427568571
1024,16,5,ifng,20,-3689.9151739833346,3689.9151739833346,-6.7479687686177146
1024,16,5,toxic,20,-892.1460269091087,2006.6591448482075,0.2975986257438207
1024,16,5,Glycolysis,20,-855.3256821896202,872.0854199324433,-2.261372969767493
1024,16,5,Inflammatory_Response,20,-88.93483737920624,885.2666205522352,0.4556976184605407
1024,16,5,IL6_JAK_STAT3,20,-1161.007092896789,1161.007092896789,-7.63496293150933
1024,16,5,P53_Pathway,20,-930.4513807100586,1059.332199988502,-1.9285225936819792
1024,16,5,DNA_Damage_Response,20,-974.4391671723439,994.453953029991,-1.152206159544133
1024,16,5,Complement,20,-1212.8005001477925,1216.9222742971692,-1.3765229781100428
1024,16,5,Coagulation,20,-175.8761559734603,453.4208911970592,0.24788471760349595
1024,16,5,Oxidative_Phosphorylation,20,-679.9294826907897,809.380838135392,-2.2427354952109413
1024,16,5,Reactive_Oxygen_Species,20,-751.9751940173498,899.6101901445788,-1.358984988842305
1024,16,5,Wound_Healing,20,-207.9755261288974,496.748349542357,0.3591024993859574
1024,16,5,Fibrosis,20,-489.24584808227974,629.8631544341051,0.47604960304614197
1024,16,5,MYC_Targets,20,-1269.7833105278155,1288.2899914517948,-2.474239884048459
1024,16,5,E2F_Targets,20,-1166.748262137911,1255.9334945434491,0.04363614201622279
1024,16,5,G2M_Checkpoint,20,-1684.1703643122619,1956.2519227364003,0.3281428108883365
1024,16,5,Mitotic_Spindle,20,-973.1110287800595,1400.6538659922833,0.49307364852944435
1024,16,5,Unfolded_Protein_Response,20,-1414.1083016525158,1414.1083016525158,-2.191577830075253
1024,16,5,mTOR_Signaling,20,-546.7162201118011,690.6095563276746,-0.1069505654439542
1024,16,5,Interferon_Alpha,20,-2415.910034506688,2415.910034506688,-11.512060250896711
1024,16,5,Angiogenesis,20,513.0750575015338,1306.6923906363143,0.42861789897259994
1024,16,5,Apoptosis,20,-1093.380344540405,1136.0267175841616,-3.8005585503148334
1024,16,5,TNF_Signaling,20,-434.85710377305014,981.6620595063785,-0.33711153070462085
1024,16,5,ECM_Organization,20,-35.10702733443568,646.8198660641408,0.2934774735943009
1024,16,6,tls,25,-157.80161877186197,941.8969031410079,0.38853914218942176
1024,16,6,tgfb,25,8.288624801475962,583.1535088022506,-0.5969728610911533
1024,16,6,emt,25,1438.8998083198792,1488.4942360626637,-0.618958990959857
1024,16,6,hypoxia,25,529.2730369710557,795.8684062707017,-0.06919451972220791
1024,16,6,mhc,25,312.3526319895698,378.2021180920809,-2794.8310251066896
1024,16,6,icp,25,-856.4079725546601,1423.317526788474,-0.03833889240147448
1024,16,6,ifng,25,-1110.6081688705694,1563.4143000336103,-0.4379397978597326
1024,16,6,toxic,25,-342.6093298615153,1593.6636413595052,0.295045636103068
1024,16,6,Glycolysis,25,-904.9057126883396,994.7342238907314,-2.177132538050279
1024,16,6,Inflammatory_Response,25,904.1602302007342,1051.6907380224543,-2.327486090429128
1024,16,6,IL6_JAK_STAT3,25,-888.1436714220082,945.3043172420515,-3.3936993265557867
1024,16,6,P53_Pathway,25,-1149.097961195368,1191.721004788892,-3.0382007608869923
1024,16,6,DNA_Damage_Response,25,-1098.406018899083,1098.406018899083,-5.469341971965928
1024,16,6,Complement,25,-1966.853410119441,2005.244667193866,-7.877994998006562
1024,16,6,Coagulation,25,-144.82923410654976,492.97559324447303,-0.17384758856945814
1024,16,6,Oxidative_Phosphorylation,25,-205.2339762601782,470.44546028757156,-1.7999128175492527
1024,16,6,Reactive_Oxygen_Species,25,-820.864907429475,834.1591141352893,-3.486966759734874
1024,16,6,Wound_Healing,25,437.77323081638394,602.908143535133,0.5275046820160884
1024,16,6,Fibrosis,25,836.6908814364338,1116.1039919311263,0.43145159162015556
1024,16,6,MYC_Targets,25,-550.4937086806177,635.6895963232834,-1.3621249765751817
1024,16,6,E2F_Targets,25,-734.4989315315554,887.961562137795,-0.9444117882773171
1024,16,6,G2M_Checkpoint,25,-1634.4908716713671,1758.997400224063,-0.9793036312261265
1024,16,6,Mitotic_Spindle,25,-1287.3593697425185,1350.6451186198801,-1.2133842366662622
1024,16,6,Unfolded_Protein_Response,25,-577.4892884458429,797.2575855086884,-0.06795754803179177
1024,16,6,mTOR_Signaling,25,-436.3515356251618,592.0422237354953,-1.0167674225114731
1024,16,6,Interferon_Alpha,25,-1805.4136666177285,1805.4136666177285,-18.678872960991598
1024,16,6,Angiogenesis,25,571.9452670340061,1316.8616979746107,0.3231527284165402
1024,16,6,Apoptosis,25,-291.3072546178319,563.5897762633634,-0.07387601671280786
1024,16,6,TNF_Signaling,25,-665.4633358996933,1113.3606295018408,-2.049420737896384
1024,16,6,ECM_Organization,25,1250.47118244865,1363.5747601222351,0.33245533900428903
1024,16,7,tls,25,626.0938614137823,863.1395515037868,-0.29968525685447833
1024,16,7,tgfb,25,-542.5203301858672,794.3816121912262,-0.710714640717478
1024,16,7,emt,25,1062.337874709929,1228.2989709731687,-0.7228724609555022
1024,16,7,hypoxia,25,171.56036941953997,1015.2927415052459,-0.6074625455552609
1024,16,7,mhc,25,245.90653740508955,285.10848562129826,-7110.351789821502
1024,16,7,icp,25,-1381.6973978796896,1697.8048874476162,-1.4431054855290322
1024,16,7,ifng,25,-529.7648541358884,1166.1547706857452,-0.07308759389474861
1024,16,7,toxic,25,-31.113701882676814,1560.387636588004,-0.18127476251719132
1024,16,7,Glycolysis,25,-914.5457203530756,981.7163123894712,-3.4528093466606196
1024,16,7,Inflammatory_Response,25,1177.475647691116,1302.088667570419,-2.46767136050538
1024,16,7,IL6_JAK_STAT3,25,-1197.5241352787689,1236.9936565575981,-3.4059943823445638
1024,16,7,P53_Pathway,25,-1156.1744931342969,1156.1744931342969,-2.3579909273244475
1024,16,7,DNA_Damage_Response,25,-1188.1111037502667,1232.0345554198816,-2.369555203184643
1024,16,7,Complement,25,-2904.6151089694818,2904.6151089694818,-20.349436392318676
1024,16,7,Coagulation,25,434.3107882972014,643.0883028409435,-0.43767620666344276
1024,16,7,Oxidative_Phosphorylation,25,-521.6828781481638,564.0017508864854,-3.1746043791595326
1024,16,7,Reactive_Oxygen_Species,25,-1253.3780329418455,1253.3780329418455,-4.568725040848863
1024,16,7,Wound_Healing,25,545.4557944991686,879.4436734450795,-0.09810320725014554
1024,16,7,Fibrosis,25,1315.2969009081598,1675.4216843115946,-0.2989616933414816
1024,16,7,MYC_Targets,25,-769.9545847209963,796.704501410493,-2.8515515332895855
1024,16,7,E2F_Targets,25,-997.6081479551754,1043.937309661563,-2.025286617121301
1024,16,7,G2M_Checkpoint,25,-1969.2290231492225,1975.801623425323,-3.1252878517771503
1024,16,7,Mitotic_Spindle,25,-1442.6525096128794,1510.6742737465504,-1.5188215755261738
1024,16,7,Unfolded_Protein_Response,25,-294.5365297161501,585.8787196217152,-0.6534930112904522
1024,16,7,mTOR_Signaling,25,-601.7993813007721,722.7868738100633,-1.7002303107695158
1024,16,7,Interferon_Alpha,25,-2006.976725121881,2006.976725121881,-34.84536645930295
1024,16,7,Angiogenesis,25,37.02700272578903,1130.6418870992231,0.5270244370678056
1024,16,7,Apoptosis,25,-339.2351213489085,592.7925245845279,-0.5096814793844449
1024,16,7,TNF_Signaling,25,-729.0679034573083,875.4759539287328,-1.104566709025307
1024,16,7,ECM_Organization,25,1816.0576076763207,1843.873190018595,-0.7460826872473223
1024,16,8,tls,20,562.5775517371056,915.4835187233614,-0.7865280795615341
1024,16,8,tgfb,20,-436.8247159903643,663.3142740553395,-0.654977171086536
1024,16,8,emt,20,620.1465513438272,845.1082114084735,-1.2501225183677698
1024,16,8,hypoxia,20,-901.6869014732489,1244.324867483426,-0.5331672805577048
1024,16,8,mhc,20,218.42416146173892,244.6406192661005,-1906.345367416636
1024,16,8,icp,20,-539.7349265337989,1080.3811230643375,-0.15054649997023128
1024,16,8,ifng,20,-1214.6852084001093,1529.9197448664468,-1.1008874601169172
1024,16,8,toxic,20,710.4822887675275,1458.9201379522867,-0.101612862297356
1024,16,8,Glycolysis,20,-1454.2566274915903,1454.2566274915903,-4.24746774872416
1024,16,8,Inflammatory_Response,20,559.8975969020167,919.4539936614376,-0.5195360313028832
1024,16,8,IL6_JAK_STAT3,20,-1271.1278216739108,1280.9306730163673,-6.2092056554309405
1024,16,8,P53_Pathway,20,-646.8526100914712,747.5487092716052,-0.7239458265128016
1024,16,8,DNA_Damage_Response,20,-1104.5508553745665,1207.9494757380412,-1.9555933856443306
1024,16,8,Complement,20,-2604.263347994781,2604.263347994781,-12.620875884357885
1024,16,8,Coagulation,20,4.142241411159631,461.58781757796277,0.013545375026933537
1024,16,8,Oxidative_Phosphorylation,20,-226.954044693455,545.331037037866,-0.4182192153314943
1024,16,8,Reactive_Oxygen_Species,20,-967.861935707652,1000.436589228093,-3.657541623984245
1024,16,8,Wound_Healing,20,-41.94486672219684,669.6071032914124,0.04848115487385063
