pathway,pcc,r2,mae,rank
Oxidative_Phosphorylation,0.6166091475196972,0.36845099925994873,0.6102126836776733,1
MYC_Targets,0.6150614320260687,0.37231874465942383,0.6255250573158264,2
tls,0.569333242758105,0.261116623878479,0.46955469250679016,3
ECM_Organization,0.5452275862984508,0.21927499771118164,0.5931609272956848,4
Fibrosis,0.538016230385433,0.2253372073173523,0.5860773324966431,5
IL6_JAK_STAT3,0.5369835798735685,0.2829322814941406,0.6744801998138428,6
Glycolysis,0.5088978043937998,0.25600558519363403,0.6780039072036743,7
toxic,0.4732834054083672,0.16473650932312012,0.5346550345420837,8
Wound_Healing,0.4545226053331744,0.15797662734985352,0.6319094300270081,9
emt,0.43070006321819787,0.1186571717262268,0.6390361189842224,10
E2F_Targets,0.4100332314554781,0.16529542207717896,0.6337447166442871,11
mTOR_Signaling,0.409798652502849,0.1676574945449829,0.6744400858879089,12
mhc,0.3961421119186288,0.1551990509033203,0.7936564683914185,13
hypoxia,0.39360441690300957,0.13760733604431152,0.7426401376724243,14
P53_Pathway,0.3680443850256486,0.129319965839386,0.6860553622245789,15
Unfolded_Protein_Response,0.35566690223637626,0.12608420848846436,0.714019775390625,16
G2M_Checkpoint,0.3348423124995477,0.09117114543914795,0.612952709197998,17
Mitotic_Spindle,0.3282070584763974,0.09252989292144775,0.6208024024963379,18
Complement,0.31038085397723497,0.04994124174118042,0.6544745564460754,19
Angiogenesis,0.30634993272248484,0.069080650806427,0.6814719438552856,20
icp,0.28441701620879734,0.041052281856536865,0.4661778211593628,21
TNF_Signaling,0.23858891795100465,0.05171394348144531,0.7805347442626953,22
Reactive_Oxygen_Species,0.21889750495799537,0.03920680284500122,0.7503731846809387,23
DNA_Damage_Response,0.18856678702259283,0.013960421085357666,0.6415427327156067,24
Apoptosis,0.17211210636403437,0.015963315963745117,0.6845552921295166,25
Inflammatory_Response,0.1460964722777988,-0.004582881927490234,0.8156155943870544,26
ifng,0.12778642813919058,-0.01185595989227295,0.666577935218811,27
tgfb,0.12663141844006232,-0.011372566223144531,0.6678714752197266,28
Coagulation,-0.022735794081796535,-0.08515584468841553,0.784637451171875,29
Interferon_Alpha,-0.032840827326521674,-0.28194570541381836,0.8701258301734924,30
