epoch,train_loss,val_loss,val_pcc,val_mae,val_r2
0,0.3469703581046175,0.8936665654182434,0.30167839542150804,0.6645205020904541,0.06759718805551529
1,0.30748195732357325,0.9035508632659912,0.3283341854965086,0.6504654288291931,0.056877199560403824
2,0.29466663859784603,0.850664496421814,0.3484297669796317,0.6495794653892517,0.11250626295804977
3,0.28553889733221793,0.8745021820068359,0.3279070881136404,0.6628395318984985,0.08739528805017471
4,0.27926930792077825,0.8636777400970459,0.34728840424096796,0.6484717726707458,0.09834523499011993
5,0.27450206427386514,0.8693068027496338,0.3394637114315526,0.6543958783149719,0.09306184202432632
6,0.2700414716231602,0.8778036236763,0.3462645214306671,0.6503689885139465,0.08440224081277847
7,0.2656227298494842,0.8815182447433472,0.347103499220967,0.6499192118644714,0.08002109080553055
8,0.2618514073115808,0.8900307416915894,0.33177156118188905,0.6613362431526184,0.07096869498491287
9,0.25546068146272943,0.8608338832855225,0.3520148384529944,0.6443273425102234,0.10230256617069244
10,0.253248173467539,0.8851800560951233,0.3312989101245168,0.6566553711891174,0.07684651762247086
11,0.2518205518523852,0.8693389892578125,0.34082519315319737,0.6470984220504761,0.09303876757621765
12,0.2492312588211563,0.8875674605369568,0.32988156225297616,0.656352698802948,0.07460813224315643
13,0.24789658533754172,0.9079274535179138,0.3270695742823869,0.6625045537948608,0.05205429345369339
14,0.24579566489491197,0.9062745571136475,0.32232540532960563,0.6695477962493896,0.054352324455976486
15,0.24244667886307947,0.8915010690689087,0.33924190100572466,0.6550444960594177,0.06954944878816605
16,0.2409921327812804,0.8864848613739014,0.3315984322411443,0.6571041941642761,0.07496115565299988
17,0.2400091707844425,0.8943014144897461,0.3312465806135747,0.6589613556861877,0.06688671559095383
18,0.23922851847277748,0.9052760004997253,0.3237266721505191,0.6640191674232483,0.055212728679180145
19,0.23786773836171185,0.9029728174209595,0.3317863009453851,0.6605187058448792,0.05708582326769829
20,0.2371248337957594,0.9062318205833435,0.3265953979784914,0.6639828085899353,0.053865090012550354
21,0.23475071415305138,0.9006565809249878,0.32904148304913833,0.6637336611747742,0.05995529517531395
22,0.23437856310219676,0.8969184160232544,0.33147223417045946,0.6605051755905151,0.06383220106363297
23,0.23352071284144013,0.9079800248146057,0.32435717489888904,0.6612173318862915,0.05234357342123985
